회사명,거래소코드,회계년도,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,순이익증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본정상영업이익율,매출액정상영업이익율,총자본순이익율,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,차입금비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,단기차입금_대_총차입금비율,유동부채비율,타인자본구성비율,자기자본구성비율.1,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,노동소득분배율,설비투자효율,총자본투자효율,기계투자효율,부가가치율,종업원수증가율,R & D 투자효율,무형자산처리무형자산개발비(천원),경상개발비(천원),통계청 한국표준산업분류 10차(소분류)
(주)ES큐브,50120,12-Dec,1.72,-16.58,-26.25,-33.37,-8.81,1.56,,28.02,-0.64,0.29,0.19,0.16,-0.78,1.42,7.93,6.45,14.93,26.35,1.42,4.94,1.97,472.77,371.91,84.78,16.11,0.33,81.36,9.33,3402.53,86.12,0.39,38.6,49.06,297.97,0,12.05,13.88,86.12,21.33,27.06,38.68,13481.35,2937.58,196108.73,0,565.49,0.39,25.95,0.32,-0.42,3.07,5343369,1355428,  생활용품 도매업
(주)ES큐브,50120,13-Dec,-37.44,1.85,-31.56,68.92,29.33,6.3,-2953.61,24.76,-28.08,-40.47,-2.49,-1.99,-35.23,1.43,7.94,12.14,21.87,47.35,1.43,10.48,1.92,1056.51,883.95,278.73,11.25,0.32,82.01,6.67,2558.09,89.89,0.36,68.08,81.37,334.9,0,8.57,10.11,89.89,16.33,18.04,73.67,21774.98,4288.55,471375.73,0.01,65.87,0.03,3.34,0.02,-57.63,5.15,1285400,2358093,  생활용품 도매업
(주)ES큐브,50120,14-Dec,22.2,20.1,5.59,20.49,-2.89,17.12,,21.42,-1.38,1.15,0.33,0.38,-1.19,0.97,5.66,5.75,19.86,41.31,0.97,7.57,1.05,769.89,668.53,425.42,14.07,4.74,39.24,6.16,102.05,87.66,5.41,70.89,81.63,284.54,0,12.1,12.34,87.66,13.16,15.13,71.03,85155.37,19771.52,2096734.67,0,251.09,0.1,10.81,0.13,-73,2.36,0,878870,  생활용품 도매업
(주)ES큐브,50120,15-Dec,-11.86,-1.75,-14.4,-10.89,11.49,0.05,,27.8,-5.47,1.56,-7.24,-9.63,-4.11,0.85,4.73,4.59,19.76,35.54,0.85,6.51,0.96,765.67,639.55,492.89,12.01,3.47,0.93,0.13,2.88,89.27,3.89,61.84,74.04,211.48,0,10.83,10.73,89.27,16.47,18.95,64.37,50464.56,7844.69,1426161.03,0,135.68,0.05,8.73,0.06,44.44,0,,0,  생활용품 도매업
(주)ES큐브,50120,16-Dec,8.98,89.08,258.91,23.57,9.8,44.39,383.86,28.68,62.82,38.07,2.69,6.3,26.79,0.57,3.44,5.74,7.59,31.4,0.57,1.74,0.74,1493.9,1275.25,918.41,46.68,28.34,-2.3,-2.24,-2.58,68.18,41.56,41.3,48.39,263.79,4.03,4.75,31.82,68.18,14.64,15.69,45.15,235459.37,5580.1,3505487.53,0,380.46,0.26,160.54,0.78,-23.08,0,0,0,  생활용품 도매업
(주)ES큐브,50120,17-Dec,2.86,0.69,64.55,0.3,12.07,1.56,-91.93,27.1,4.86,2.41,2.13,6.29,1.65,0.49,3.3,8.9,3.83,31.59,0.49,1.07,0.7,1378.49,1153.05,654.97,45.42,27.01,5.37,4.97,6.21,68.77,39.28,40.32,48.2,199.81,4.2,5.08,31.23,68.77,16.35,17.63,44.7,332105.37,11744.74,3025489.46,0,64.47,0.07,18.23,0.21,16.67,0,,0,  생활용품 도매업
(주)ES큐브,50120,18-Dec,-0.82,6.17,30.79,-11.71,10.67,-2.84,-452.23,22.89,-18.13,-5.54,-1.11,-3.59,-5.61,0.47,2.96,7.91,2.52,31.55,0.47,0.9,0.7,119.8,95.25,71.07,58.92,31.99,1.16,1.43,1.34,62.93,50.84,31.86,40.08,356.25,94.16,53.16,37.07,62.93,20.5,124.01,6.62,506736.03,12074.7,3747696.53,0,7.67,0.01,3.22,0.03,-14.29,0,,0,  생활용품 도매업
(주)ES큐브,50120,19-Dec,-0.68,312.66,14.02,696.75,-17.2,4.65,,18.75,-31.5,-21.76,-0.91,-5.99,-4.78,0.6,4.21,0.4,2.69,45.77,0.6,0.2,0.22,156.01,152.69,48.38,526.65,14.85,9.52,84.97,53.92,15.96,93.03,75.74,77.38,20592.7,60.81,310.83,84.04,15.96,2.13,5.93,27.78,577779.37,11237.7,15465289.33,-0.01,-3.22,0,-1.66,-0.01,0,0,,0,  생활용품 도매업
(주)MH에탄올,23150,11-Dec,0.12,-94.57,-87.76,-96.49,-97.32,-82.58,-101.42,16.81,-9.73,-9.74,0.45,1.35,-3.24,1,4.15,4.83,0.6,148.03,1,0.5,0.98,58.36,45.92,5.22,214.54,8.89,2.62,5.35,20.09,31.79,27.96,26.78,34.04,81716.41,32.19,183.43,68.21,31.79,21.31,0,-24.28,1474660.69,273673.9,2631506.88,0,11.62,0.07,0.63,0.2,-3.77,0,0,0,  알코올음료 제조업
(주)MH에탄올,23150,12-Dec,1.08,0.13,-4.55,9.48,111.27,-7.01,-23.28,17.97,0.48,1.01,4.06,9.12,0.21,1.45,3.24,6.33,0.81,4611.92,1.45,0.64,1.25,61.27,36.07,0.73,238.69,56.9,-2.5,-3.95,-3.09,29.53,192.7,21.91,37.21,66557.71,90.04,205.72,70.47,29.53,41.13,0,-23.53,1381574.9,262106.29,2584342.56,0,21.39,0.11,1.13,0.26,1.96,0,,0,  알코올음료 제조업
(주)MH에탄올,23150,13-Dec,0.87,-3.49,-1.99,-13.66,-39.29,15.64,2345.72,12.67,11.3,16.85,2.28,4.84,5.32,1.45,3.29,5.98,0.87,6573.65,1.45,0.7,1.33,57.37,40.78,0.14,182.66,57.67,0.72,0.97,0.81,35.38,163.01,23.66,33.29,287248.6,89.08,164.02,64.62,35.38,28.92,0,-24.74,1379249.45,270169.25,2543096.78,0,18.55,0.1,0.95,0.21,-1.92,0,,0,  알코올음료 제조업
(주)MH에탄올,23150,14-Dec,5.62,-34.05,-48.75,-33.46,-44.05,15.04,-102.89,24.24,-0.41,-0.38,8.13,17.85,-0.19,0.99,3.81,4.65,0.92,26321.21,0.99,0.84,1.36,90.87,68.77,0.02,62.03,34.38,17.21,11.51,19.17,61.72,55.71,25.42,33.59,0,97.51,59.9,38.28,61.72,24.32,0,-3.38,671643.28,216623.13,1613864.89,0,31.73,0.13,0.98,0.23,3.92,0,0,0,  알코올음료 제조업
(주)MH에탄올,23150,15-Dec,12.69,-7.64,2.12,-21.69,-48.43,9.65,67.7,27.71,15.44,14.06,13.48,22.01,9.46,0.91,6.88,4.7,1.38,,0.91,1.87,1.97,109.55,92.01,15.38,36.47,23.57,43.92,18.4,49.79,73.27,32.17,23.92,28.48,0,97.4,35.48,26.73,73.27,16.01,183.62,2.48,778266.17,263351.28,1680767.06,0,44.99,0.21,1.33,0.33,-11.32,0,0,0,  알코올음료 제조업
(주)MH에탄올,23150,16-Dec,29.41,-8.43,1.48,-12.41,53.72,9.84,4.71,30.54,16.66,13.41,15.69,24.28,10.76,0.81,7.43,4.65,1.32,,0.81,3.27,2.32,257.95,185.46,17.87,13.77,7.58,146.33,26.21,233.68,87.89,8.63,19.59,27.25,0,93.65,12.02,12.11,87.89,28.1,45.89,16.68,860181.65,290573,1682317.98,0,46.21,0.24,1.37,0.35,-8.51,0,0,0,  알코올음료 제조업
(주)MH에탄올,23150,17-Dec,3.46,591.43,941.08,330.09,1.27,68.03,-47.11,28.38,8.29,10.42,2.84,15.62,1.5,0.61,6.68,4.99,0.24,227.16,0.61,0.26,0.99,44.64,41.69,7.8,368.17,50.68,1.98,14.99,3.07,21.36,237.29,15.83,16.95,2379.05,33.04,177.74,78.64,21.36,6.62,0,-21.02,8102820.96,277834.56,10420418.46,0,3.65,0.03,1.06,0.27,11.63,0,0,0,  알코올음료 제조업
(주)MH에탄올,23150,18-Dec,0.1,-12,0.34,-65.11,16.57,-14.28,-379.32,26.47,-16.53,-0.93,0.26,1.69,-2.56,0.73,8.81,6.8,0.19,134.23,0.73,0.2,1.27,20.96,16.33,4.89,380.62,49.8,-1.14,-5.45,-1.81,20.81,239.34,5.23,6.72,1679.28,25.28,154.04,79.19,20.81,22.11,0,-25.33,7798778.9,271766.58,8803550.46,0,4.32,0.04,1.24,0.23,4.17,0,0,0,  알코올음료 제조업
(주)MH에탄올,23150,19-Dec,0.73,2.57,3.08,10.95,25.01,-13.32,-176.37,32.96,-9.34,-0.88,1.76,9.68,-1.69,0.95,7.37,8.08,0.2,139.98,0.95,0.22,2.59,11.62,8.73,3.21,468.69,53.23,0.01,0.06,0.02,17.58,302.7,5.46,7.27,1797.11,78.57,355.65,82.42,17.58,24.91,0,-55.27,8543371.34,301172.96,9605839.38,0,5.62,0.05,1.59,0.28,-6,0,0,0,  알코올음료 제조업
(주)ST,11810,11-Dec,1.66,134.02,-6.05,12.94,37.2,17.84,78.59,7.57,3.73,14.56,4.14,3.93,3.93,3.37,14.81,14.25,5.26,13.95,3.37,1.53,3.21,70.06,54.61,11.42,173.19,48.6,-0.52,-0.29,-0.67,36.6,132.78,21.31,27.33,152.08,57.95,106.57,63.4,36.6,22.04,0,-11.68,2016729.59,1297910.71,13352487.24,0,66.29,0.1,1.03,0.09,-39.04,0,,0,  상품 종합 도매업
(주)ST,11810,12-Dec,-3.12,-3.19,27.63,3.76,-42.09,-21.36,-320.78,-3.15,-7.97,-35.59,-7.98,-6.67,-9.53,3.6,25.52,10.85,6.61,17.76,3.6,1.79,4.23,62.81,55.08,12.95,236.31,55.63,4.3,2.49,5.44,29.73,187.1,25.69,29.29,172.8,63.73,156.85,70.27,29.73,12.3,0,-17.35,2248792,1440170.67,13512077.33,0,-16.56,-0.03,-0.26,-0.02,-4.34,0,,0,  상품 종합 도매업
(주)ST,11810,13-Dec,-10.71,-73.5,-79.37,-46.53,-48.48,-133.83,,-28.23,-65.14,-521.17,-30.01,-39.27,-49.79,4.91,22.71,5.42,3.89,9.16,4.91,0.91,2.15,62.06,54.71,5.09,0,106.44,10.3,7.79,13.35,0,0,52.11,59.11,127.51,62.47,0,137.96,0,11.85,0,-36.13,1217570.62,810468.93,7584858.76,0,-577.77,-0.93,-8.68,-0.51,-52.8,0,,0,  상품 종합 도매업
(주)ST,11810,14-Dec,0.76,-6.52,-49.85,12.6,120.72,-118.38,,7.42,23.28,0,2.75,2.18,29.3,-7.86,10.03,5.94,10.1,9.99,-7.86,1.08,1.94,113.3,86.97,14.11,1239.93,70.99,2.35,1.67,3.07,7.46,951.28,54.66,71.2,180.51,62.02,842.07,92.54,7.46,23.24,197.92,8.36,871612.9,35500,10120983.87,0,467.4,0.4,114.76,0.31,-29.94,0,,0,  상품 종합 도매업
(주)ST,11810,15-Dec,-0.84,0.97,-5.9,0.95,52.33,-22.76,-112.87,2.74,-3,-59.01,-2.71,-2.1,-3.88,19.65,6.05,7.62,15.55,11.01,19.65,1.38,1.82,104.09,67.59,8.89,1651.71,71.15,-3.85,-2.82,-5.1,5.71,1246.41,46.23,71.19,93.87,68.25,1198.04,94.29,5.71,35.06,892.68,2.8,799803.15,34661.42,9978141.73,0,78.33,0.06,18.08,0.05,2.42,0,,0,  상품 종합 도매업
(주)ST,11810,16-Dec,-0.91,-44.15,-27.52,-46.09,-28.51,-556.99,,4.93,-26.59,0,-3.46,-1.99,-46.33,-13.32,6.03,9.88,19.61,13.14,-13.32,1.54,2.48,49.89,26.7,4.89,0,111.76,2.02,1.22,2.65,-46.71,0,36.77,68.72,107.47,96.09,0,146.71,-46.71,46.5,0,-69.01,612341.67,275,5897575,0,-469.74,-0.49,-10459.61,-0.2,-5.51,0,,0,  상품 종합 도매업
(주)ST,11810,17-Dec,2.02,-11.33,-4.01,-2.17,-19.68,-112.87,,4.73,18.54,0,6.6,2.44,50.09,-12.53,8.43,11.97,24.97,17.15,-12.53,2.22,3.75,85.88,53.1,17.24,1374.49,55.54,13.52,4.38,22.68,6.78,818.95,46.88,75.82,90.72,94.45,1301.65,93.22,6.78,38.17,0,-12.46,591563.03,30957.98,5273462.18,0,591.1,0.66,112.95,0.23,-0.83,0,,0,  상품 종합 도매업
(주)ST,11810,18-Dec,-1.12,-11.71,4.93,-11.12,-28.74,50.44,-97.28,1.33,0.61,17.12,-2.5,-0.98,1.54,28.2,9.54,9.44,20.73,15.56,28.2,2.8,3.34,91.21,63.3,9.55,765.34,59.84,5.32,1.74,7.87,11.56,517.79,52.96,76.32,168.05,93.18,724.06,88.44,11.56,30.61,0,-7.35,674845.45,33418.18,5036918.18,0,112.51,0.15,22.72,0.06,-7.56,0,,0,  상품 종합 도매업
(주)ST,11810,19-Dec,0.11,1.09,21.6,-8.62,-8.22,-12.08,-464.75,3.16,-2.26,-54.53,0.31,0.12,-5.96,24.45,11.48,8.34,17.88,16.44,24.45,2.96,3.64,87.86,60.85,9.1,895.02,59.3,-4.72,-1.62,-7.16,10.05,590.05,47.78,68.99,137.76,86.56,781.31,89.95,10.05,30.74,0,-9.53,777750,33051.72,4828508.62,0,56.6,0.09,13.32,0.03,5.45,0,,0,  상품 종합 도매업
(주)TCC스틸,2710,11-Dec,1.41,-18.89,-6.47,-52.52,-32.96,300.49,,8.19,0.89,2.02,2.63,2.22,1.05,2.28,6.39,6.82,6.24,14.18,2.28,2.46,2.88,110.8,62.71,3.21,101.53,31.55,-6.46,-2.87,-10.31,49.62,63.59,22.86,40.39,220.36,81.18,73.45,50.38,49.62,43.4,445.09,3.94,264524.96,198418.03,1442315.9,0,60.97,0.11,0.81,0.1,-2.78,0,0,0,  1차 철강 제조업
(주)TCC스틸,2710,12-Dec,0.57,20.4,70.34,19.05,26.39,0.25,-97.27,8.66,0.02,0.07,1.19,1.18,0.02,2.22,5.08,6.61,4.39,12.94,2.22,1.82,2.49,113.94,61.44,8.23,142.04,41.57,-2.31,-1.48,-3.27,41.31,100.62,21.53,39.93,171.22,59.19,84.83,58.69,41.31,46.08,376.6,4.89,397750.77,257887.53,1714777.35,0,39.29,0.09,0.61,0.1,1.27,0,,0,  1차 철강 제조업
(주)TCC스틸,2710,13-Dec,-0.59,-0.6,8.84,0.73,16.43,-8.96,-16118.36,5.34,-3.98,-8.85,-1.42,-1.55,-3.66,2.32,4.35,7.18,3.33,12.53,2.32,1.52,2.28,141.27,66.03,8.87,164.27,46.96,-5,-3.38,-6.63,37.84,124.1,18.92,40.47,175.95,40.21,75.7,62.16,37.84,53.26,182.3,11.82,487521.67,325476.59,1748259.15,0,26.42,0.07,0.4,0.08,-2.51,0,0,0,  1차 철강 제조업
(주)TCC스틸,2710,14-Dec,0.02,1.34,-3.15,5.99,6.11,-8.12,161.02,6.82,-3.05,-7.71,0.06,0.07,-2.89,2.63,4,6.68,3.37,13.53,2.63,1.48,2.29,82.22,38.38,2.07,191.48,50.77,-7,-4.88,-9.05,34.31,148,19.76,42.33,227.51,82.08,150.05,65.69,34.31,53.32,0,-9.15,482432.29,348343.44,1800655.44,0,45.14,0.12,0.63,0.13,-1.61,0,0,0,  1차 철강 제조업
(주)TCC스틸,2710,15-Dec,2.17,-31.69,-52.61,2.98,-60.62,-54.5,-13798.43,8.85,-22.23,-80.07,3.42,3.2,-23.77,3.61,5.22,6.41,4.44,13.02,3.61,1.52,2.09,156.35,124.48,6.79,337.6,44.68,1.48,0.87,2.56,22.85,195.51,50.8,63.81,176.61,24,178.6,77.15,22.85,20.39,56.56,23,255729.21,274240.52,1339482.46,0,65.14,0.12,0.61,0.09,-8.17,0,0,0,  1차 철강 제조업
(주)TCC스틸,2710,16-Dec,2.53,-24.84,-9.97,-49.71,5.89,20.14,,9.35,3.81,17.99,4.66,3.45,5.14,4.69,7.99,7.09,6.51,13.93,4.69,1.89,2.46,128.15,73.14,9.46,173.78,41.38,-1.45,-0.59,-2.23,36.53,113.28,24.36,42.69,224.23,35.15,91.2,63.47,36.53,42.93,195.42,9.38,233184.73,263418.65,1021352.83,0,126.12,0.29,1.12,0.18,-1.42,0,0,0,  1차 철강 제조업
(주)TCC스틸,2710,17-Dec,1.55,-1.49,-8.89,-0.44,1.78,-2.34,-91.13,8.79,0.38,1.5,2.89,2.07,0.54,3.83,6.82,7.38,6.33,17.12,3.83,2.19,3.25,75.13,42.16,5.42,176.16,46.09,-10.25,-4.66,-14.19,36.21,127.28,24.21,43.15,238.94,99.86,158.6,63.79,36.21,43.89,0,-14.28,208212.69,278043.25,984779.29,0,104.36,0.22,0.78,0.16,2.17,0,0,0,  1차 철강 제조업
(주)TCC스틸,2710,18-Dec,3.3,9.36,-5.2,26.55,31.13,11.23,548.74,8.54,2.36,9.19,5.85,4.13,3.34,3.88,6.2,9.12,7.2,15.53,3.88,2.23,3.03,163.32,89.05,24.95,171.53,40.33,5.28,2.46,8.27,36.83,109.51,27.22,49.93,127.35,36.07,83.01,63.17,36.83,45.47,117.3,19.36,200621.86,273690.53,1100294.51,0,136.75,0.25,1,0.18,-2.12,0,0,0,  1차 철강 제조업
