회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),비유동금융부채(*)(IFRS)(천원),비유동금융부채(*)(IFRS연결)(천원)
(주)야스,255440,2019/12,212394252,214004929,89645,89645
(주)어스앤에어로스페이스,263540,2017/12,61475210,,108838,
(주)어스앤에어로스페이스,263540,2018/12,70479383,,215306,
(주)어스앤에어로스페이스,263540,2019/12,41897759,,227165,
(주)얼라인드제네틱스,238120,2016/12,26060933,25860714,0,0
(주)얼라인드제네틱스,238120,2017/12,25187654,24307065,0,0
(주)얼라인드제네틱스,238120,2018/12,23054467,23000867,0,0
(주)얼라인드제네틱스,238120,2019/12,24461132,24619170,994024,994024
(주)에너토크,019990,2010/12,25646801,,0,
(주)에너토크,019990,2011/12,28586781,,21769,
(주)에너토크,019990,2012/12,31616562,,0,
(주)에너토크,019990,2013/12,33420446,,0,
(주)에너토크,019990,2014/12,36813000,,0,
(주)에너토크,019990,2015/12,37716319,,0,
(주)에너토크,019990,2016/12,42835616,42870809,0,0
(주)에너토크,019990,2017/12,42797803,42508123,0,0
(주)에너토크,019990,2018/12,44313228,43548601,0,0
(주)에너토크,019990,2019/12,44109277,42867117,106722,106722
(주)에넥스,011090,2010/12,91133467,95761188,0,0
(주)에넥스,011090,2011/12,118121783,119599167,0,0
(주)에넥스,011090,2012/12,89972455,93219208,0,0
(주)에넥스,011090,2013/12,107095102,107777389,0,0
(주)에넥스,011090,2014/12,125002263,125570430,0,0
(주)에넥스,011090,2015/12,125211851,126285552,0,0
(주)에넥스,011090,2016/12,151414321,152746917,0,0
(주)에넥스,011090,2017/12,169821831,171431594,0,0
(주)에넥스,011090,2018/12,153789827,155415491,0,0
(주)에넥스,011090,2019/12,130783877,132037408,2336615,2336615
(주)에스디생명공학,217480,2017/12,126080836,128073431,0,0
(주)에스디생명공학,217480,2018/12,139407312,150157174,0,0
(주)에스디생명공학,217480,2019/12,125357556,137235392,52822,52822
(주)에스디시스템,121890,2010/12,42530062,,0,
(주)에스디시스템,121890,2011/12,43541136,,0,
(주)에스디시스템,121890,2012/12,41118686,,0,
(주)에스디시스템,121890,2013/12,34268674,,0,
(주)에스디시스템,121890,2014/12,43012334,,0,
(주)에스디시스템,121890,2015/12,42174707,,0,
(주)에스디시스템,121890,2016/12,42236507,,0,
(주)에스디시스템,121890,2017/12,35094048,,0,
(주)에스디시스템,121890,2018/12,34753913,,0,
(주)에스디시스템,121890,2019/12,24820711,,96729,
(주)에스비에스,034120,2010/12,689428112,696938915,12507978,5265537
(주)에스비에스,034120,2011/12,848933837,860880009,13278259,5884885
(주)에스비에스,034120,2012/12,824819398,827393202,9886134,2598225
(주)에스비에스,034120,2013/12,801536224,804265037,0,0
(주)에스비에스,034120,2014/12,799643924,798563400,0,0
(주)에스비에스,034120,2015/12,933033828,934369946,0,0
(주)에스비에스,034120,2016/12,895673723,894153403,0,0
(주)에스비에스,034120,2017/12,1043991727,1092031606,0,0
(주)에스비에스,034120,2018/12,901859062,957646531,0,0
(주)에스비에스,034120,2019/12,1076011718,1247762888,3430585,6221108
(주)에스비에스콘텐츠허브,046140,2010/12,141635413,140639624,0,0
(주)에스비에스콘텐츠허브,046140,2011/12,166941706,165574497,0,0
(주)에스비에스콘텐츠허브,046140,2012/12,172314275,172338241,0,0
(주)에스비에스콘텐츠허브,046140,2013/12,203210561,203084253,478284,0
(주)에스비에스콘텐츠허브,046140,2014/12,220820275,220630106,0,0
(주)에스비에스콘텐츠허브,046140,2015/12,224520000,223891016,0,0
(주)에스비에스콘텐츠허브,046140,2016/12,240014775,239635541,0,0
(주)에스비에스콘텐츠허브,046140,2017/12,205045922,211510721,0,0
(주)에스비에스콘텐츠허브,046140,2018/12,210641869,212504969,0,0
(주)에스비에스콘텐츠허브,046140,2019/12,197213142,197100484,171222,301119
(주)에스씨디,042110,2010/12,79161520,,0,
(주)에스씨디,042110,2011/12,65643542,,0,
(주)에스씨디,042110,2012/12,71276885,,0,
(주)에스씨디,042110,2013/12,80848080,,0,
(주)에스씨디,042110,2014/12,91874960,,0,
(주)에스씨디,042110,2015/12,109002354,110854905,0,0
(주)에스씨디,042110,2016/12,115698115,118406948,0,0
(주)에스씨디,042110,2017/12,117064333,120553513,0,0
(주)에스씨디,042110,2018/12,121029169,129128866,0,0
(주)에스씨디,042110,2019/12,129808209,139154002,29641,96237
(주)에스아이리소스,065420,2010/12,58496812,52947758,0,0
(주)에스아이리소스,065420,2011/12,48345092,54084154,0,0
(주)에스아이리소스,065420,2012/12,47724153,51080770,0,0
(주)에스아이리소스,065420,2013/12,47233774,49379847,0,0
(주)에스아이리소스,065420,2014/12,34579219,35087844,0,0
(주)에스아이리소스,065420,2015/12,16796879,28186692,0,0
(주)에스아이리소스,065420,2016/12,13742124,32219662,0,0
(주)에스아이리소스,065420,2017/12,18409070,29671701,0,0
(주)에스아이리소스,065420,2018/12,21387789,28831411,0,0
(주)에스아이리소스,065420,2019/12,13041168,,27354,
(주)에스앤더블류,103230,2010/12,92701648,,0,
(주)에스앤더블류,103230,2011/12,95587808,,0,
(주)에스앤더블류,103230,2012/12,85865763,,0,
(주)에스앤더블류,103230,2013/12,77677252,,0,
(주)에스앤더블류,103230,2014/12,76988604,,0,
(주)에스앤더블류,103230,2015/12,72344893,,0,
(주)에스앤더블류,103230,2016/12,70213694,,0,
(주)에스앤더블류,103230,2017/12,64140404,,0,
(주)에스앤더블류,103230,2018/12,57861674,,0,
(주)에스앤더블류,103230,2019/12,55567064,,0,
(주)에스앤에스텍,101490,2010/12,86448426,87325775,0,0
(주)에스앤에스텍,101490,2011/12,112793046,131192786,0,0
(주)에스앤에스텍,101490,2012/12,113074627,134403705,0,0
(주)에스앤에스텍,101490,2013/12,101033959,128650209,0,0
(주)에스앤에스텍,101490,2014/12,85746959,86299417,10000,10000
(주)에스앤에스텍,101490,2015/12,96314119,,0,
(주)에스앤에스텍,101490,2016/12,120973700,,0,
(주)에스앤에스텍,101490,2017/12,120963274,,0,
(주)에스앤에스텍,101490,2018/12,123812954,,0,
(주)에스앤에스텍,101490,2019/12,135575184,,0,
(주)에스에너지,095910,2010/12,98516117,104022896,541360,0
(주)에스에너지,095910,2011/12,143039704,152988034,581587,134000
(주)에스에너지,095910,2012/12,164547900,167821602,0,0
(주)에스에너지,095910,2013/12,162410584,186533788,757666,0
(주)에스에너지,095910,2014/12,194020181,223973693,618573,0
(주)에스에너지,095910,2015/12,220812738,279520612,0,0
(주)에스에너지,095910,2016/12,280636715,345540954,0,0
(주)에스에너지,095910,2017/12,227789606,301905196,0,0
(주)에스에너지,095910,2018/12,210249847,320447393,0,0
(주)에스에너지,095910,2019/12,207600721,327670045,76436,289774
(주)에스에스알,275630,2018/12,25867810,,0,
(주)에스에스알,275630,2019/12,26461298,,125293,
(주)에스에이엠티,031330,2010/12,172673980,219520125,2790850,2790850
(주)에스에이엠티,031330,2011/12,233156168,243433800,2780000,2780000
(주)에스에이엠티,031330,2012/12,213875015,224389894,0,0
(주)에스에이엠티,031330,2013/12,229734758,243734370,0,0
(주)에스에이엠티,031330,2014/12,233320056,239185009,0,0
(주)에스에이엠티,031330,2015/12,225219901,243387665,0,0
(주)에스에이엠티,031330,2016/12,259013003,282323482,0,0
(주)에스에이엠티,031330,2017/12,255376737,285611568,0,0
(주)에스에이엠티,031330,2018/12,284278599,321534151,2700000,2700000
(주)에스에이엠티,031330,2019/12,238982306,285718635,19653,19653
(주)에스에이티,060540,2010/12,45722232,55406416,0,0
(주)에스에이티,060540,2011/12,42772451,55047596,0,0
(주)에스에이티,060540,2012/12,42827886,52372813,0,0
(주)에스에이티,060540,2013/12,50033436,49563802,0,0
(주)에스에이티,060540,2014/12,62071478,63590390,0,0
(주)에스에이티,060540,2015/12,63217469,85656313,0,74023
(주)에스에이티,060540,2016/12,68109159,93367231,0,0
(주)에스에이티,060540,2017/12,71640551,123940681,0,0
(주)에스에이티,060540,2018/12,75775796,123134971,0,424668
(주)에스에이티,060540,2019/12,79829335,135282080,147230,923572
(주)에스에프에이,056190,2010/12,514279801,533269210,0,0
(주)에스에프에이,056190,2011/12,558693510,572412763,0,0
(주)에스에프에이,056190,2012/12,560504038,578497795,0,0
(주)에스에프에이,056190,2013/12,566882755,588738541,0,0
(주)에스에프에이,056190,2014/12,584502904,613179405,0,0
(주)에스에프에이,056190,2015/12,604325817,1189374520,0,44162433
(주)에스에프에이,056190,2016/12,875502496,1505259885,0,34762529
(주)에스에프에이,056190,2017/12,1216504602,1810808943,0,35115527
(주)에스에프에이,056190,2018/12,1042220701,1660531818,0,35481454
(주)에스에프에이,056190,2019/12,1191212985,1805907173,7365035,6876860
(주)에스에프에이반도체,036540,2010/12,353020600,436091768,845248,302368
(주)에스에프에이반도체,036540,2011/12,462007293,599495211,3040555,312017
(주)에스에프에이반도체,036540,2012/12,545201057,720274926,7404611,4316565
(주)에스에프에이반도체,036540,2013/12,534879837,761704719,3590728,2994510
(주)에스에프에이반도체,036540,2014/12,611442667,813251267,778635,1925837
(주)에스에프에이반도체,036540,2015/12,536598043,726706965,110791,44162433
(주)에스에프에이반도체,036540,2016/12,515339112,676174765,0,34762529
(주)에스에프에이반도체,036540,2017/12,518921419,632921458,0,35115527
(주)에스에프에이반도체,036540,2018/12,521235257,627366723,0,35481454
(주)에스에프에이반도체,036540,2019/12,564429867,661228514,12095,6816939
(주)에스엘바이오닉스,214310,2015/12,48126701,48661379,0,0
(주)에스엘바이오닉스,214310,2016/12,69870377,70810853,4770962,4770962
(주)에스엘바이오닉스,214310,2017/12,52542796,56424586,0,0
(주)에스엘바이오닉스,214310,2018/12,63643034,64473790,0,0
(주)에스엘바이오닉스,214310,2019/12,42746226,41920291,141727,141727
(주)에스엠라이프디자인그룹,063440,2010/12,35862226,,0,
(주)에스엠라이프디자인그룹,063440,2011/12,37118867,,0,
(주)에스엠라이프디자인그룹,063440,2012/12,30675175,,0,
(주)에스엠라이프디자인그룹,063440,2013/12,37877798,36821317,0,0
(주)에스엠라이프디자인그룹,063440,2014/12,24913678,26704445,0,0
(주)에스엠라이프디자인그룹,063440,2015/12,22276928,23228524,0,0
(주)에스엠라이프디자인그룹,063440,2016/12,43573095,43573095,0,0
(주)에스엠라이프디자인그룹,063440,2017/12,44234219,45895630,0,0
(주)에스엠라이프디자인그룹,063440,2018/12,55274000,56362574,0,0
(주)에스엠라이프디자인그룹,063440,2019/12,53864446,60354837,8597,193470
(주)에스엠벡셀,010580,2010/12,69040718,,56101,
(주)에스엠벡셀,010580,2011/12,66549354,,26895,
(주)에스엠벡셀,010580,2012/12,64101045,,0,
(주)에스엠벡셀,010580,2013/12,78621373,,0,
(주)에스엠벡셀,010580,2014/12,72913292,,0,
(주)에스엠벡셀,010580,2015/12,64289391,,0,
(주)에스엠벡셀,010580,2016/12,60354102,,0,
(주)에스엠벡셀,010580,2017/12,53447698,,0,
(주)에스엠벡셀,010580,2018/12,63715894,,0,
(주)에스엠벡셀,010580,2019/12,73825419,,181770,
(주)에스엠엔터테인먼트,041510,2010/12,120029091,120472030,0,243233
(주)에스엠엔터테인먼트,041510,2011/12,154320026,168109393,0,155111
(주)에스엠엔터테인먼트,041510,2012/12,265990300,322844435,73320,181296
(주)에스엠엔터테인먼트,041510,2013/12,302106277,392328202,0,222173
(주)에스엠엔터테인먼트,041510,2014/12,286912768,382685413,0,63127
(주)에스엠엔터테인먼트,041510,2015/12,340797077,459709220,0,50405
(주)에스엠엔터테인먼트,041510,2016/12,392374869,525082697,60447,53976
(주)에스엠엔터테인먼트,041510,2017/12,436117975,797509024,45621,61041
(주)에스엠엔터테인먼트,041510,2018/12,534318733,1002473550,38306,56043
(주)에스엠엔터테인먼트,041510,2019/12,565047824,1115620587,5295858,15845279
(주)에스엠컬처앤콘텐츠,048550,2010/12,27068504,29639430,0,0
(주)에스엠컬처앤콘텐츠,048550,2011/12,24091513,28643718,0,0
(주)에스엠컬처앤콘텐츠,048550,2012/12,50280008,50180167,0,0
(주)에스엠컬처앤콘텐츠,048550,2013/12,87547226,84175031,0,0
(주)에스엠컬처앤콘텐츠,048550,2014/12,86602102,84563920,0,0
(주)에스엠컬처앤콘텐츠,048550,2015/12,87651331,86046315,0,0
(주)에스엠컬처앤콘텐츠,048550,2016/12,82348022,81197459,0,0
(주)에스엠컬처앤콘텐츠,048550,2017/12,300770279,300762940,0,0
(주)에스엠컬처앤콘텐츠,048550,2018/12,314691180,314532889,0,0
(주)에스엠컬처앤콘텐츠,048550,2019/12,349836222,350709749,3113393,3120609
(주)에스엠코어,007820,2011/12,68224897,68403884,0,0
(주)에스엠코어,007820,2012/12,68401035,68539806,0,0
(주)에스엠코어,007820,2013/12,76638344,77000419,0,0
(주)에스엠코어,007820,2014/12,78842862,79092863,0,0
(주)에스엠코어,007820,2015/12,84751052,85673251,0,0
(주)에스엠코어,007820,2016/12,60157185,59712919,0,0
(주)에스엠코어,007820,2017/12,98589612,99113905,0,0
(주)에스엠코어,007820,2018/12,105600135,105559788,0,0
(주)에스엠코어,007820,2019/12,106711792,106789669,17977,17977
(주)에스원,012750,2010/12,881499445,931255553,0,0
(주)에스원,012750,2011/12,987476360,1057718910,0,0
(주)에스원,012750,2012/12,987553477,1080945262,0,0
(주)에스원,012750,2013/12,1045437251,1154080548,0,0
(주)에스원,012750,2014/12,1335864866,1460060972,0,0
(주)에스원,012750,2015/12,1371979845,1394426507,0,0
(주)에스원,012750,2016/12,1437728384,1460376647,0,0
(주)에스원,012750,2017/12,1556037333,1581536979,0,0
(주)에스원,012750,2018/12,1645982513,1682854294,0,0
(주)에스원,012750,2019/12,1751616977,1794959719,14875872,15097078
(주)에스제이그룹,306040,2019/12,89588318,91857647,2148400,3333333
(주)에스제이엠,123700,2010/12,129381902,154262648,0,0
(주)에스제이엠,123700,2011/12,133013441,156713776,0,0
(주)에스제이엠,123700,2012/12,135919187,162096067,0,0
(주)에스제이엠,123700,2013/12,142171768,162337419,0,0
(주)에스제이엠,123700,2014/12,142498395,173039392,0,0
(주)에스제이엠,123700,2015/12,141675206,185776445,0,0
(주)에스제이엠,123700,2016/12,156197867,205931303,0,0
(주)에스제이엠,123700,2017/12,157580976,205071053,0,0
(주)에스제이엠,123700,2018/12,158013091,200078252,0,0
(주)에스제이엠,123700,2019/12,155954333,220444686,0,4525792
(주)에스제이엠홀딩스,025530,2010/12,102262658,227168995,0,0
(주)에스제이엠홀딩스,025530,2011/12,107513275,227097338,0,0
(주)에스제이엠홀딩스,025530,2012/12,107725366,229808762,0,0
(주)에스제이엠홀딩스,025530,2013/12,106995311,230129109,0,0
(주)에스제이엠홀딩스,025530,2014/12,123105426,239584139,0,0
(주)에스제이엠홀딩스,025530,2015/12,140922798,260302124,0,0
(주)에스제이엠홀딩스,025530,2016/12,146760561,278845875,0,0
(주)에스제이엠홀딩스,025530,2017/12,159987153,291719709,0,0
(주)에스제이엠홀딩스,025530,2018/12,161496727,289533520,0,0
(주)에스제이엠홀딩스,025530,2019/12,164937967,308888413,0,4525792
(주)에스지글로벌,001380,2010/12,148389146,176774260,0,0
(주)에스지글로벌,001380,2011/12,159373016,188826231,0,0
(주)에스지글로벌,001380,2012/12,161365928,186004029,0,0
(주)에스지글로벌,001380,2013/12,170191459,196480577,0,0
(주)에스지글로벌,001380,2014/12,172505127,201184232,0,0
(주)에스지글로벌,001380,2015/12,170488070,203147148,0,0
(주)에스지글로벌,001380,2016/12,177616991,210143168,0,0
(주)에스지글로벌,001380,2017/12,169782157,197415490,0,0
(주)에스지글로벌,001380,2018/12,168763709,199625376,0,0
(주)에스지글로벌,001380,2019/12,177518701,204066348,3399477,4723046
(주)에스지세계물산,004060,2010/12,303742860,304483025,0,0
(주)에스지세계물산,004060,2011/12,304816917,305271605,0,0
(주)에스지세계물산,004060,2012/12,298365911,291832827,0,0
(주)에스지세계물산,004060,2013/12,290365335,285580123,0,0
(주)에스지세계물산,004060,2014/12,288872180,289973999,0,0
(주)에스지세계물산,004060,2015/12,291470303,291667618,0,0
(주)에스지세계물산,004060,2016/12,301415889,302004755,0,0
(주)에스지세계물산,004060,2017/12,321749845,324261308,0,0
(주)에스지세계물산,004060,2018/12,333290661,334422865,0,0
(주)에스지세계물산,004060,2019/12,281900130,287724874,174402,5792928
(주)에스지엔지,040610,2010/12,88791743,812337383,0,0
(주)에스지엔지,040610,2011/12,93167304,918313724,0,0
(주)에스지엔지,040610,2012/12,93642626,943499695,0,0
(주)에스지엔지,040610,2013/12,101315755,993396772,0,0
(주)에스지엔지,040610,2014/12,116153331,1012835164,0,0
(주)에스지엔지,040610,2015/12,120343288,1086138691,0,0
(주)에스지엔지,040610,2016/12,123898414,1279921140,0,0
(주)에스지엔지,040610,2017/12,130881255,1234294674,0,0
(주)에스지엔지,040610,2018/12,138318881,1223906290,0,0
(주)에스지엔지,040610,2019/12,145844940,1121522424,99503,8493264
(주)에스코넥,096630,2010/12,94696244,95253908,0,0
(주)에스코넥,096630,2011/12,109794443,112956928,0,0
(주)에스코넥,096630,2012/12,113548743,122521356,0,0
(주)에스코넥,096630,2013/12,134637534,157264265,0,0
(주)에스코넥,096630,2014/12,136069592,166430389,0,0
(주)에스코넥,096630,2015/12,136777990,158937190,0,0
(주)에스코넥,096630,2016/12,134607919,178346876,0,0
(주)에스코넥,096630,2017/12,125468639,169031564,0,0
(주)에스코넥,096630,2018/12,123875362,177107754,0,0
(주)에스코넥,096630,2019/12,115856763,162129965,622172,1226591
(주)에스텍파마,041910,2010/12,66537477,,0,
(주)에스텍파마,041910,2011/12,77683161,,0,
(주)에스텍파마,041910,2012/12,103882943,,0,
(주)에스텍파마,041910,2013/12,104215688,104369538,0,0
(주)에스텍파마,041910,2014/12,114550725,114555068,0,0
(주)에스텍파마,041910,2015/12,91465973,91363579,0,0
(주)에스텍파마,041910,2016/12,97447399,97473231,0,0
(주)에스텍파마,041910,2017/12,96826832,96850991,0,0
(주)에스텍파마,041910,2018/12,98258635,98344936,0,0
(주)에스텍파마,041910,2019/12,115960615,116425611,323385,367613
(주)에스티아이,039440,2010/12,44595621,45476644,0,0
(주)에스티아이,039440,2011/12,45384958,48013888,0,0
(주)에스티아이,039440,2012/12,46766075,49150984,0,0
(주)에스티아이,039440,2013/12,56597951,59112358,0,0
(주)에스티아이,039440,2014/12,72808805,76267902,0,0
(주)에스티아이,039440,2015/12,96685702,101705541,0,0
(주)에스티아이,039440,2016/12,131862902,144367199,0,0
(주)에스티아이,039440,2017/12,151167373,164687148,0,0
(주)에스티아이,039440,2018/12,243375990,254794070,0,0
(주)에스티아이,039440,2019/12,253139385,265663605,171504,1097266
(주)에스티오,098660,2010/12,62930229,68417154,1595633,1595633
(주)에스티오,098660,2011/12,82098354,84665635,1104531,1104531
(주)에스티오,098660,2012/12,79029724,79453859,3877092,3968188
(주)에스티오,098660,2013/12,81156634,76319515,3111912,3214625
(주)에스티오,098660,2014/12,77568133,78253392,3210934,3359555
(주)에스티오,098660,2015/12,75409374,76037540,2959800,3118748
(주)에스티오,098660,2016/12,74537177,75460359,2923621,2967035
(주)에스티오,098660,2017/12,69460621,70331254,2783414,2791689
(주)에스티오,098660,2018/12,68041780,68589039,2889349,2896804
(주)에스티오,098660,2019/12,67483861,68168878,5251128,5423199
(주)에스티큐브,052020,2010/12,16974224,15742368,356774,356774
(주)에스티큐브,052020,2011/12,16176246,15413969,326566,326566
(주)에스티큐브,052020,2012/12,16690582,13711349,294689,294689
(주)에스티큐브,052020,2013/12,27951391,27553328,291251,291251
(주)에스티큐브,052020,2014/12,31428037,31165886,997001,997001
(주)에스티큐브,052020,2015/12,24258955,23364922,1063833,1063833
(주)에스티큐브,052020,2016/12,43250905,40774788,3840167,3840167
(주)에스티큐브,052020,2017/12,35677384,26457389,3974964,3974964
(주)에스티큐브,052020,2018/12,69524514,58615483,5648045,5648045
(주)에스티큐브,052020,2019/12,56802206,52377928,4025942,4876437
(주)에스폴리텍,050760,2010/12,95721857,98365199,0,0
(주)에스폴리텍,050760,2011/12,104196133,106870477,0,0
(주)에스폴리텍,050760,2012/12,96468758,109663026,0,0
(주)에스폴리텍,050760,2013/12,97971145,104507526,0,0
(주)에스폴리텍,050760,2014/12,95770019,99899292,0,0
(주)에스폴리텍,050760,2015/12,102116336,98859089,0,0
(주)에스폴리텍,050760,2016/12,104297494,105713980,0,0
(주)에스폴리텍,050760,2017/12,108597362,108019265,0,0
(주)에스폴리텍,050760,2018/12,103583700,103386407,0,0
(주)에스폴리텍,050760,2019/12,112049382,109458241,27223,50113
(주)에스피시스템스,317830,2019/12,56744844,59090833,169026,325436
(주)에스피씨삼립,005610,2010/12,230229169,229613295,0,0
(주)에스피씨삼립,005610,2011/12,361190490,360572786,0,0
(주)에스피씨삼립,005610,2012/12,389000191,545770666,0,0
(주)에스피씨삼립,005610,2013/12,410494917,554470820,0,0
(주)에스피씨삼립,005610,2014/12,409080769,571738945,0,0
(주)에스피씨삼립,005610,2015/12,383727049,612875035,0,0
(주)에스피씨삼립,005610,2016/12,420244594,674649804,0,0
(주)에스피씨삼립,005610,2017/12,449076257,734419791,0,0
(주)에스피씨삼립,005610,2018/12,594160857,752266530,0,0
(주)에스피씨삼립,005610,2019/12,954761884,1196293066,268991752,342188535
(주)에스피지,058610,2010/12,114303024,115143482,0,0
(주)에스피지,058610,2011/12,117966071,119340210,57452,49581
(주)에스피지,058610,2012/12,118869264,122628309,78256,60940
(주)에스피지,058610,2013/12,120404498,130217268,0,0
(주)에스피지,058610,2014/12,134656575,147799140,0,0
(주)에스피지,058610,2015/12,141892907,157240107,0,0
(주)에스피지,058610,2016/12,220272365,246130814,33205,0
(주)에스피지,058610,2017/12,213313579,246662318,6459,0
(주)에스피지,058610,2018/12,234180863,275225379,1799,1799
(주)에스피지,058610,2019/12,224003291,275739191,925149,2786457
(주)에쎈테크,043340,2010/12,103026454,,0,
(주)에쎈테크,043340,2011/12,95345704,,0,
(주)에쎈테크,043340,2012/12,64694064,,0,
(주)에쎈테크,043340,2013/12,64976922,,0,
(주)에쎈테크,043340,2014/12,62481501,,0,
(주)에쎈테크,043340,2015/12,66959626,,0,
(주)에쎈테크,043340,2016/12,69610334,,0,
(주)에쎈테크,043340,2017/12,54088454,,0,
(주)에쎈테크,043340,2018/12,47967442,,0,
(주)에쎈테크,043340,2019/12,42894804,,737704,
(주)에이디칩스,054630,2010/12,13801799,20884231,0,0
(주)에이디칩스,054630,2011/12,16149479,22927114,0,0
(주)에이디칩스,054630,2012/12,14840158,21173919,0,0
(주)에이디칩스,054630,2013/12,14059953,17177870,245133,0
(주)에이디칩스,054630,2014/12,11194503,13035340,0,0
(주)에이디칩스,054630,2015/12,9435474,9436595,0,0
(주)에이디칩스,054630,2016/12,18009648,18009648,0,0
(주)에이디칩스,054630,2017/12,38947789,,0,
(주)에이디칩스,054630,2018/12,42227702,,0,
(주)에이디칩스,054630,2019/12,42768736,,912228,
(주)에이디테크놀로지,200710,2014/12,47254624,47412224,0,0
(주)에이디테크놀로지,200710,2015/12,45512217,45723337,0,0
(주)에이디테크놀로지,200710,2016/12,48034031,48093281,0,0
(주)에이디테크놀로지,200710,2017/12,49063072,,0,
(주)에이디테크놀로지,200710,2018/12,76828088,76845127,0,0
(주)에이디테크놀로지,200710,2019/12,110877555,110161797,8569301,8569301
(주)에이루트,096690,2010/12,32746713,,0,
(주)에이루트,096690,2011/12,34219617,,0,
(주)에이루트,096690,2012/12,36400474,36814530,0,0
(주)에이루트,096690,2013/12,41048166,40810184,0,0
(주)에이루트,096690,2014/12,40624695,,0,
(주)에이루트,096690,2015/12,44656057,,0,
(주)에이루트,096690,2016/12,106132807,130429497,0,0
(주)에이루트,096690,2017/12,92456640,116428169,0,0
(주)에이루트,096690,2018/12,65974234,86441024,0,0
(주)에이루트,096690,2019/12,163236712,190315597,118824,290857
(주)에이블씨엔씨,078520,2011/12,184857484,187955123,0,0
(주)에이블씨엔씨,078520,2012/12,232110920,235227820,0,0
(주)에이블씨엔씨,078520,2013/12,224201084,238805956,0,0
(주)에이블씨엔씨,078520,2014/12,211410482,228316962,0,0
(주)에이블씨엔씨,078520,2015/12,230784426,250540863,0,0
(주)에이블씨엔씨,078520,2016/12,260930714,277859818,0,0
(주)에이블씨엔씨,078520,2017/12,353152023,372641584,0,0
(주)에이블씨엔씨,078520,2018/12,361826296,388078221,0,0
(주)에이블씨엔씨,078520,2019/12,378001845,433270432,30553764,32455452
(주)에이비프로바이오,195990,2015/12,128897794,137026756,0,0
(주)에이비프로바이오,195990,2016/12,148304225,166420844,0,0
(주)에이비프로바이오,195990,2017/12,142692950,171929134,0,0
(주)에이비프로바이오,195990,2018/12,147397287,176470723,0,1521146
(주)에이비프로바이오,195990,2019/12,180812258,188942135,58390,304847
(주)에이스침대,003800,2010/12,248120238,249014088,0,0
(주)에이스침대,003800,2011/12,286494689,288168281,0,0
(주)에이스침대,003800,2012/12,312454823,311720872,0,0
(주)에이스침대,003800,2013/12,334154240,332892147,0,0
(주)에이스침대,003800,2014/12,353183145,351655601,0,0
(주)에이스침대,003800,2015/12,384295042,382261937,880023,880023
(주)에이스침대,003800,2016/12,407459539,404681610,2378029,2378029
(주)에이스침대,003800,2017/12,429928920,425894166,0,0
(주)에이스침대,003800,2018/12,477104522,,9801879,
(주)에이스침대,003800,2019/12,519688129,,16012,
(주)에이스테크놀로지,088800,2010/12,203667890,228094607,0,0
(주)에이스테크놀로지,088800,2011/12,278929485,363763401,0,0
(주)에이스테크놀로지,088800,2012/12,304796314,345523644,0,0
(주)에이스테크놀로지,088800,2013/12,331185351,367856400,0,0
(주)에이스테크놀로지,088800,2014/12,359877196,428316207,0,0
(주)에이스테크놀로지,088800,2015/12,430232542,492382630,0,0
(주)에이스테크놀로지,088800,2016/12,371132821,433735837,0,0
(주)에이스테크놀로지,088800,2017/12,315245020,373477776,0,0
(주)에이스테크놀로지,088800,2018/12,368414724,432084800,0,0
(주)에이스테크놀로지,088800,2019/12,302881683,380498821,396609,1215173
(주)에이스토리,241840,2019/12,40251454,,27306,
(주)에이엔피,015260,2010/12,101419747,243226492,0,0
(주)에이엔피,015260,2011/12,92414331,255683632,0,0
(주)에이엔피,015260,2012/12,89360006,272978097,0,0
(주)에이엔피,015260,2013/12,99807198,270094165,2071293,2071293
(주)에이엔피,015260,2014/12,100808207,332655332,0,0
(주)에이엔피,015260,2015/12,109161702,124186820,0,0
(주)에이엔피,015260,2016/12,117388878,130591639,0,0
(주)에이엔피,015260,2017/12,130520945,142121848,0,0
(주)에이엔피,015260,2018/12,140750488,153373698,0,0
(주)에이엔피,015260,2019/12,120153328,132315027,0,0
(주)에이치비테크놀러지,078150,2010/12,62068040,61719952,0,0
(주)에이치비테크놀러지,078150,2011/12,46090615,,0,
(주)에이치비테크놀러지,078150,2012/12,61514740,,0,
(주)에이치비테크놀러지,078150,2013/12,128986264,,3784613,
(주)에이치비테크놀러지,078150,2014/12,119847706,,1678869,
(주)에이치비테크놀러지,078150,2015/12,113213790,,0,
(주)에이치비테크놀러지,078150,2016/12,200705613,,0,
(주)에이치비테크놀러지,078150,2017/12,200161636,,0,
(주)에이치비테크놀러지,078150,2018/12,198299540,246035426,0,14431718
(주)에이치비테크놀러지,078150,2019/12,228286149,286110809,25470,15656112
(주)에이치시티,072990,2016/12,56947231,57151084,0,0
(주)에이치시티,072990,2017/12,62981411,62766100,0,0
(주)에이치시티,072990,2018/12,71259749,70953163,0,0
(주)에이치시티,072990,2019/12,76913972,75458915,325534,325535
(주)에이치알에스,036640,2010/12,71519259,71519259,0,0
(주)에이치알에스,036640,2011/12,72643837,72401533,0,0
(주)에이치알에스,036640,2012/12,73719705,73355657,0,0
(주)에이치알에스,036640,2013/12,82814407,81484925,0,0
