회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS)(천원),매출액(수익)(*)(IFRS연결)(천원),매출원가(*)(IFRS)(천원),매출원가(*)(IFRS연결)(천원),자본(*)(IFRS)(천원),자본(*)(IFRS연결)(천원),판매비와 관리비(물류원가 등 포함)(*)(IFRS)(천원),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결)(천원),당기순이익(손실)(IFRS)(천원),당기순이익(손실)(IFRS연결)(천원),자산(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),장기차입금(IFRS)(천원),단기차입금(IFRS)(천원),회사채(IFRS)(천원),이자비용(IFRS연결)(천원),이자비용(IFRS)(천원)
(주)디알비동일,004840,2015/12,159591245,679635431,118398779,518470327,194277806,385118945,26669316,87420231,10100221,52578799,262548810,639083096,0,0,0,0,1317485
(주)디알비동일,004840,2016/12,129988200,551252492,95586395,391063111,202823779,430409334,26050150,92720099,9595624,48913644,273155471,701206828,0,0,0,0,1028881
(주)디알비동일,004840,2017/12,121992898,546864454,92791350,415289206,210836699,437067864,26408460,97665419,9678793,19130817,272812298,677426447,0,0,0,0,1028650
(주)디알비동일,004840,2018/12,111036815,545431367,85270817,425607176,215187164,446280829,24656876,92777604,6965958,10986419,274239860,714235989,0,0,0,0,1102116
(주)디알비동일,004840,2019/12,113889433,546994961,87543932,427781469,218737987,461521620,24672244,92738134,3484424,13479792,278587627,745278927,0,0,0,0,1069153
(주)디알젬,263690,2018/12,56606738,56626161,40445847,40435554,29057454,28677781,11827272,11985271,4784482,4653262,46674657,46285007,0,0,0,0,124249
(주)디알젬,263690,2019/12,60226049,60087401,42792520,42685256,33151802,32521559,12733666,12829446,5750800,5470786,63489548,63046253,0,0,0,0,39301
(주)디알텍,214680,2015/12,,,,,,,,,,,,,,,,,
(주)디알텍,214680,2016/12,37786686,36639222,20168197,19193586,27725809,27298742,14871422,14999778,-19187,-435440,38043113,37617822,0,0,0,0,530241
(주)디알텍,214680,2017/12,37757616,38804491,22357173,22876865,26781474,26503219,16241022,16986931,-1993321,-1814795,43378522,43511933,0,0,0,0,146003
(주)디알텍,214680,2018/12,43183164,44714337,24980202,24726739,32033861,31327286,16441063,18415569,1650478,1245747,49653053,49797948,0,0,0,0,217305
(주)디알텍,214680,2019/12,46786896,47845054,26531980,25917086,38714031,37359272,18272245,20529714,1638451,944606,71560870,70958295,0,0,0,0,369588
(주)디앤씨미디어,263720,2017/12,26536904,,0,,31975445,,21104315,,4536199,,35747220,,0,0,0,,0
(주)디앤씨미디어,263720,2018/12,32081829,32910222,0,0,37171702,36521650,25658448,27108766,5567466,4917413,43768673,43639727,0,0,0,0,0
(주)디앤씨미디어,263720,2019/12,42139941,42139941,0,0,41854377,41521440,34050757,34226190,4535360,4852476,52879947,53449595,0,0,0,0,3697
(주)디에스앤엘,141020,2013/12,16329351,16492480,13578548,13717278,14650598,14612941,8631463,8745416,-4519896,-4556762,27306648,28481699,0,0,0,0,287089
(주)디에스앤엘,141020,2014/12,12293434,12123550,10779477,10726838,23373668,22335700,7693316,8423277,-6864557,-8213942,34770399,35400439,0,0,0,0,400412
(주)디에스앤엘,141020,2015/12,18250289,53708366,18451032,50292931,12522512,11845826,7688038,11612105,-12501544,-12651176,33000007,32832038,0,0,0,0,594450
(주)디에스앤엘,141020,2016/12,49888011,50063640,44499259,44660249,6290842,6118488,6701864,7410651,-22903580,-22679518,28400863,28784785,0,0,0,0,1510300
(주)디에스앤엘,141020,2017/12,46533423,46442299,40127819,40144644,30453850,30441816,3963417,4320912,2363896,2450792,35474508,35626995,0,0,0,0,901617
(주)디에스앤엘,141020,2018/12,11087403,25153821,9792624,20276298,33228936,33204828,5646666,12338733,-13288275,-12954962,74234227,77208383,0,0,0,0,2974813
(주)디에스앤엘,141020,2019/12,875623,38570359,437935,34492044,-13797060,36698411,7699382,21422255,-43718062,-34274970,19012926,72600826,0,0,0,0,5469358
(주)디에스케이,109740,2011/12,37457285,37945005,30372389,30730110,28293191,28337952,2258305,2384162,4804137,4848898,40686370,40826431,0,0,0,0,166919
(주)디에스케이,109740,2012/12,19222311,19550609,17850669,18198390,27309877,27094224,1859996,2096484,-725250,-985664,36927565,36888452,0,0,0,0,126669
(주)디에스케이,109740,2013/12,31332384,32036754,26975069,27437957,30448918,30137063,2125429,2454878,2691720,2595518,36221923,36090434,0,0,0,0,34344
(주)디에스케이,109740,2014/12,34714490,35009890,29740229,29554492,32223923,32102279,2213585,2502680,2342921,2533132,46067114,46018793,0,0,0,0,14779
(주)디에스케이,109740,2015/12,55953367,56461731,43540176,43264212,40805983,41206830,2449431,2706005,8879461,9401952,54519680,55047429,0,0,0,0,11640
(주)디에스케이,109740,2016/12,46508330,59535940,35743286,42066632,50310324,84276988,3643545,12822679,7187904,2725574,112787890,179389785,0,0,0,0,1775164
(주)디에스케이,109740,2017/12,102528479,103291567,82674198,82749814,76003673,76242741,3427408,7027873,-25604152,-42306056,153376217,163321779,0,0,0,0,2483029
(주)디에스케이,109740,2018/12,117447230,117907273,87131130,87455736,100422463,106643685,5550806,8183929,20131592,17026727,144853007,164451241,0,0,0,0,3543048
(주)디에스케이,109740,2019/12,76019403,76480134,57097473,57170220,110528496,125263484,7022422,13835021,10095750,3891897,148458560,171897832,0,0,0,0,787958
(주)디에이테크놀로지,196490,2014/12,40275056,40333039,32593447,32577196,27726876,27713678,2744277,2886518,2818822,2798968,34498114,34491956,0,0,0,0,353648
(주)디에이테크놀로지,196490,2015/12,60039421,60452386,53546228,53539969,29985944,30065393,3324110,3706686,3309971,3393736,46714476,46798087,0,0,0,0,0
(주)디에이테크놀로지,196490,2016/12,74682634,74923371,66637081,66466382,35407725,35325527,5005467,5435945,4127560,3991393,73635301,73563751,0,0,0,0,221048
(주)디에이테크놀로지,196490,2017/12,100382714,101348011,89700695,89718329,43077817,43335414,6481731,6988055,786538,1127985,91963115,92144515,0,0,0,0,1575890
(주)디에이테크놀로지,196490,2018/12,91110422,92133286,79961491,79451375,76470492,76958071,9823315,10572353,-17379095,-17223005,157208549,157728816,0,0,0,0,1850500
(주)디에이테크놀로지,196490,2019/12,107549535,108845736,93407993,93939660,65459977,65671883,13507027,14255946,-20670950,-20783129,123800679,122217450,0,0,0,0,5844049
(주)디에이피,066900,2011/12,212427333,,207287246,,54960916,,8393149,,2612801,,199470810,,0,0,0,,4037125
(주)디에이피,066900,2012/12,309642334,,267648846,,68591896,,14322020,,20933343,,219424832,,0,0,0,,5266435
(주)디에이피,066900,2013/12,304367858,,263818056,,83439324,,13423225,,20608617,,228830608,,0,0,0,,4860686
(주)디에이피,066900,2014/12,216686457,,202289801,,79617850,,8639677,,-1715202,,284054336,,0,0,0,,4520539
(주)디에이피,066900,2015/12,256089914,,233130833,,87347960,,10511958,,7638157,,251564237,,0,0,0,,4872862
(주)디에이피,066900,2016/12,247819536,,232574795,,89527838,,10305478,,2443882,,238950607,,0,0,0,,3517071
(주)디에이피,066900,2017/12,297905538,,279533219,,95249647,,10898183,,5277713,,229912365,,0,0,0,,3109472
(주)디에이피,066900,2018/12,304108132,,282126935,,102855496,,10352698,,7510631,,219431626,,0,0,0,,2695425
(주)디에이피,066900,2019/12,270484203,,259023132,,100606888,,10653555,,996179,,225787010,,0,0,0,,1938801
(주)디엔에이링크,127120,2011/12,9150508,,5588349,,11518533,,2194402,,1457513,,20492074,,0,0,0,,424241
(주)디엔에이링크,127120,2012/12,10037535,,7292168,,17700668,,2438164,,269945,,30033774,,0,0,0,,289611
(주)디엔에이링크,127120,2013/12,6666124,,9942319,,10959471,,3070031,,-7210899,,22407078,,0,0,0,,683141
(주)디엔에이링크,127120,2014/12,8732714,,9070976,,7732075,,3914474,,-4459033,,20476534,,0,0,0,,687244
(주)디엔에이링크,127120,2015/12,9296431,9419934,10635430,11648013,12429446,11201520,5512820,5736520,-7874492,-9053992,33861859,32729926,0,0,0,0,1041542
(주)디엔에이링크,127120,2016/12,10403732,11483885,10121336,11066648,963455,1815601,6203172,6759530,-11922464,-9811455,24845576,25860316,0,0,0,0,1519069
(주)디엔에이링크,127120,2017/12,14179692,14480118,7867822,8242125,23514607,23657460,4847958,5293917,1361306,337624,24992396,25067374,0,0,0,0,1248970
(주)디엔에이링크,127120,2018/12,12094514,14876023,8858156,10999879,19438050,19604681,6016888,6787898,-3751618,-3753038,34747561,35066550,0,0,0,0,921114
(주)디엔에이링크,127120,2019/12,13471617,15572845,11261979,12619029,8907110,9662570,7085423,8798976,-13745362,-13118204,24516852,25900053,0,0,0,0,867194
(주)디엔에프,092070,2011/12,25329505,,14824294,,29149655,,8450137,,1856452,,55141714,,0,0,0,,1400315
(주)디엔에프,092070,2012/12,27174584,,17322941,,30537112,,8845998,,468978,,68347769,,0,0,0,,2076610
(주)디엔에프,092070,2013/12,20605828,,19717708,,17323010,,9730920,,-13446050,,57790425,,0,0,0,,2777069
(주)디엔에프,092070,2014/12,61629776,,35293067,,42682625,,11339775,,10164762,,67661039,,0,0,0,,2546246
(주)디엔에프,092070,2015/12,71488720,,39773487,,60702903,,12164379,,17275227,,79447690,,0,0,0,,407764
(주)디엔에프,092070,2016/12,58221631,,33582656,,71140482,,12550351,,10436018,,93855379,,0,0,0,,375944
(주)디엔에프,092070,2017/12,74380663,,45484050,,81491387,,13804237,,13231627,,102224630,,0,0,0,,326766
(주)디엔에프,092070,2018/12,74242592,,44261153,,90070186,,15198278,,14116309,,115553080,,0,0,0,,458369
(주)디엔에프,092070,2019/12,58814557,,38056331,,90269095,,15513190,,2231167,,110119296,,0,0,0,,406656
(주)디엔오토모티브,007340,2011/12,377329347,562794298,336856979,467572065,450091679,505621072,15019120,44259793,29480904,53052040,598676699,740062652,0,0,0,0,3001441
(주)디엔오토모티브,007340,2012/12,410243496,632802344,368438228,540722578,483185160,559489146,17916229,50801526,35633961,57994697,576754932,730588820,0,0,0,0,2718225
(주)디엔오토모티브,007340,2013/12,436690334,666499706,383070567,563889498,509936901,598059815,18250548,50574282,31217314,48548951,619850775,798296716,0,0,0,0,515903
(주)디엔오토모티브,007340,2014/12,438359811,721986990,394075623,620942528,533105628,650252406,18338318,55765475,23450806,44820210,618327464,971558345,0,0,0,0,914031
(주)디엔오토모티브,007340,2015/12,385393012,910458499,337300829,757081398,560356583,725445757,17988457,68440878,27281473,74664005,641585975,1064506282,0,0,0,0,273434
(주)디엔오토모티브,007340,2016/12,349008113,959031647,306703299,792258909,578734268,790469916,15928293,74622465,22735163,83981344,663744957,1115539571,0,0,0,0,304057
(주)디엔오토모티브,007340,2017/12,133035668,877858995,126862833,747020699,268226212,512792557,7310419,71367236,15009181,53477949,289464247,778625093,0,0,0,0,85285
(주)디엔오토모티브,007340,2018/12,145490957,908521022,131039617,776307014,332652362,563528621,4000603,60522652,67744647,58472496,357756951,870759626,0,0,0,0,78113
(주)디엔오토모티브,007340,2019/12,159118853,929772577,136770492,785979281,335658787,626101165,5425946,63563388,12779939,68290130,360913696,911746199,0,0,0,0,95606
(주)디엠에스,068790,2011/12,227055326,230196160,177314394,178184508,162203252,157908288,29995260,39946179,4644691,-5648709,378853702,391440928,0,0,0,0,13233556
(주)디엠에스,068790,2012/12,92920491,91469485,79321549,74267413,112468743,115129156,26030536,29493071,-49901398,-43710805,272082817,282264095,0,0,0,0,9708889
(주)디엠에스,068790,2013/12,137576794,109258841,110350657,85075529,114235181,104291874,17018984,26052570,1120564,-10480621,275054652,274795973,0,0,0,0,7988237
(주)디엠에스,068790,2014/12,104063540,104435241,86404752,81043744,74726666,69306685,24160547,31441785,-41008385,-36066416,220374639,219824413,0,0,0,0,6652664
(주)디엠에스,068790,2015/12,188558092,180943915,142215554,135142106,105800959,91236595,18995903,29631659,21013338,11679681,259003996,232026296,0,0,0,0,5343571
(주)디엠에스,068790,2016/12,248456867,248848765,214950993,181734209,127206008,131735517,18317020,33693840,18174541,36113776,272128823,268333602,0,0,0,0,3372319
(주)디엠에스,068790,2017/12,265966852,268731601,225681104,207523599,134077674,135202873,19062877,44584694,7232563,3857602,279263248,298505200,0,0,0,0,2819872
(주)디엠에스,068790,2018/12,293684096,298717912,234998474,222750210,150609106,151479426,24693855,45624125,18180467,15184129,315609965,317314698,0,0,0,0,3469613
(주)디엠에스,068790,2019/12,193234089,196206589,149843810,130906502,156506382,166005675,26116091,42589856,12539995,17236233,298807052,302514624,0,0,0,0,3149467
(주)디오,039840,2011/12,50140272,51256033,20450928,21216906,51256065,49478185,20575458,20585948,487722,5032041,111209461,109537364,0,0,0,0,5863921
(주)디오,039840,2012/12,42657352,47870234,16505319,17979128,44691621,45635955,21873341,23231394,-6585868,-4108929,101620701,102649079,0,0,0,0,5994422
(주)디오,039840,2013/12,58162567,62794873,31246573,32064626,38872443,37898837,27154591,33198541,-6284839,-8391200,104665584,108103126,0,0,0,0,6514697
(주)디오,039840,2014/12,58295434,61576256,30346796,28710558,43765164,39792679,21365954,29488245,-1081612,-3705875,117123113,119379483,0,0,0,0,7471059
(주)디오,039840,2015/12,60492899,71939173,28737418,30746122,77907599,77555997,17181179,21094647,5292374,9062521,119107829,122341140,0,0,0,0,5507086
(주)디오,039840,2016/12,76571181,88019748,26702120,29723902,106652549,110199753,25960676,31696535,20029864,20929300,141500427,150348958,0,0,0,0,498556
(주)디오,039840,2017/12,78075286,94538598,24708990,29680470,121855640,120959924,27282118,41096386,15010076,11076568,168212064,175686046,0,0,0,0,832417
(주)디오,039840,2018/12,71369828,91043124,24328790,28430567,119961458,119284953,45875152,54527912,2557998,7185684,199605860,225306865,0,0,0,0,1812580
(주)디오,039840,2019/12,87716698,127165199,23876894,31500244,138661816,143651875,37235263,60897698,11508058,25601661,240173065,273185095,0,0,0,0,2194004
(주)디와이디,219550,2015/12,,,,,,,,,,,,,,,,,
(주)디와이디,219550,2016/12,,,,,,,,,,,,,,,,,
(주)디와이디,219550,2017/12,63692286,,29564328,,38466157,,23375399,,6432242,,44552922,,0,0,0,,135172
(주)디와이디,219550,2018/12,54157675,,33699101,,29333596,,15114127,,3999899,,32003160,,0,0,0,,5886
(주)디와이디,219550,2019/12,48109003,48109003,31784471,31783982,29468835,30874610,18057909,18087042,-3142621,-2888567,50541095,52229060,0,0,0,0,457961
(주)디이엔티,079810,2011/12,45089545,,41898759,,25482924,,4203509,,-1027597,,32536666,,0,0,0,,96095
(주)디이엔티,079810,2012/12,30360810,,28122293,,26389304,,2091756,,1000409,,31971403,,0,0,0,,38752
(주)디이엔티,079810,2013/12,40762816,,38328922,,24684754,,2766884,,-1505340,,28940330,,0,0,0,,49865
(주)디이엔티,079810,2014/12,25035048,25084836,24366072,24240139,22318192,22330031,3319662,3477675,-2184208,-2187461,25356149,25367987,0,0,0,0,23729
(주)디이엔티,079810,2015/12,47889517,47963195,40185669,39713582,25844956,25875526,4877838,5408010,3690275,3705449,41173748,41210195,0,0,0,0,181580
(주)디이엔티,079810,2016/12,38609273,45512487,39940731,44726802,20531670,20867232,4980909,6783011,-6265983,-5961423,57236122,60570508,0,0,0,0,696263
(주)디이엔티,079810,2017/12,176696709,180427567,165626795,166077860,27623887,28239688,9022274,11773747,2771883,3077776,72592259,74466203,0,0,0,0,570402
(주)디이엔티,079810,2018/12,74849074,74958203,79625975,77324519,17457480,17686668,7304851,9560837,-10942949,-11330232,59770841,60037161,0,0,0,0,1723022
(주)디이엔티,079810,2019/12,29443763,29668977,30153815,29496770,18039857,18115674,5638431,6626061,-6982922,-7152406,45872808,46017809,0,0,0,0,1310804
(주)디지아이,043360,2011/12,26955616,,19737836,,52127186,,8255402,,154391,,58848624,,0,0,0,,178104
(주)디지아이,043360,2012/12,30811536,,22631430,,52550625,,8151835,,868273,,60169523,,0,0,0,,125146
(주)디지아이,043360,2013/12,24543546,,18902790,,50755411,,8292565,,-1350380,,56859808,,0,0,0,,101610
(주)디지아이,043360,2014/12,25614568,25893556,18198976,18382426,51993912,51877877,7278606,7486601,1683334,1557299,56419306,56474813,0,0,0,0,50175
(주)디지아이,043360,2015/12,22052199,,15906601,,51242459,,8555076,,-241796,,56331544,,0,0,0,,45853
(주)디지아이,043360,2016/12,18979552,,13914379,,48566917,,6730637,,-2230708,,52581072,,0,0,0,,17920
(주)디지아이,043360,2017/12,24750765,,18282002,,48694461,,5928221,,540970,,52592359,,0,0,0,,16395
(주)디지아이,043360,2018/12,21067104,,15469675,,47419342,,7098041,,-591742,,51376874,,0,0,0,,17279
(주)디지아이,043360,2019/12,15369640,,11736958,,45578934,,6933084,,-3365623,,48781971,,0,0,0,,17517
(주)디지캡,197140,2018/12,18022795,,12839874,,24907662,,3650114,,1132202,,36931541,,0,0,0,,297959
(주)디지캡,197140,2019/12,19282616,23851999,14071362,16915036,28813580,29858324,4205597,6257069,1142824,1177494,44358090,48772866,0,0,0,0,370159
(주)디지털대성,068930,2011/12,49919903,,32518852,,47496796,,15292698,,2399876,,55244445,,0,0,0,,0
(주)디지털대성,068930,2012/12,52484028,,30862590,,51159436,,17571908,,3156691,,59526397,,0,0,0,,0
(주)디지털대성,068930,2013/12,58018152,,31812355,,54608034,,20195397,,4684614,,60604564,,0,0,0,,0
(주)디지털대성,068930,2014/12,57505052,,30722462,,58170978,,21170479,,5011686,,67365183,,0,0,0,,0
(주)디지털대성,068930,2015/12,54927432,60225882,28162391,31251398,59877160,62374174,21165699,23001037,4155483,5363617,69231483,92348076,0,0,0,0,0
(주)디지털대성,068930,2016/12,52731007,83509558,27312982,42489950,61785952,67548361,20125640,33121428,4571336,7979841,71923766,94624662,0,0,0,0,0
(주)디지털대성,068930,2017/12,56820821,89840128,29577388,45026979,64310816,74170838,21833309,34805315,5096927,8260611,78562730,104580458,0,0,0,0,0
(주)디지털대성,068930,2018/12,58651268,106906093,31832528,53178787,58866054,77110965,25812302,41123128,1229559,9853176,81628015,112212180,0,0,0,0,32220
(주)디지털대성,068930,2019/12,89600446,140630621,49470864,73009258,70474171,94494460,30603899,46531086,11134433,18980099,105405415,142456542,0,0,0,0,134145
(주)디지틀조선일보,033130,2011/12,39539534,41082372,31082464,30879208,47804296,48697556,4948626,6281906,3567717,4169607,58589814,59873535,0,0,0,0,0
(주)디지틀조선일보,033130,2012/12,40626783,42238388,30557514,30346854,52953643,53993049,4613149,6362204,6262805,6408924,57672004,58853908,0,0,0,0,0
(주)디지틀조선일보,033130,2013/12,38594766,39763158,29713285,29557285,55732599,56718822,4951561,6115076,4263566,4222671,61005891,62129048,0,0,0,0,0
(주)디지틀조선일보,033130,2014/12,33084453,34085791,25582622,25426470,58043406,58819735,4237407,5267939,3795418,3586897,63969224,64850887,0,0,0,0,0
(주)디지틀조선일보,033130,2015/12,34132393,35093099,26474897,26318897,61446420,62339706,4213759,5057302,4887625,5003365,68633920,69655251,0,0,0,0,0
(주)디지틀조선일보,033130,2016/12,38355691,39134399,29298390,29142390,64441062,65511547,4512036,5354741,4479253,4656305,70567595,71806142,0,0,0,0,0
(주)디지틀조선일보,033130,2017/12,38315401,39512311,28683700,28642246,67938798,69630565,4273995,5434705,4982346,5300249,75198925,77156024,0,0,0,0,0
(주)디지틀조선일보,033130,2018/12,37853975,39679633,27086732,27040582,71915692,73625594,4335363,6275757,5134187,5140110,78720247,80641711,0,0,0,0,0
(주)디지틀조선일보,033130,2019/12,31849762,33842796,25208792,25208792,75135735,77257776,3902578,5697533,3061539,3463027,83541339,85853679,0,0,0,0,94099
(주)디케이앤디,263020,2018/12,37122470,54765341,30402140,43412994,42153167,48145093,5493558,7666540,2741666,3731735,47506780,59022016,0,0,0,0,31716
(주)디케이앤디,263020,2019/12,34748575,59822274,28300545,48878958,44943406,51465714,5635640,7988601,2694766,2829968,50222361,62104312,0,0,0,0,42915
(주)디케이티,290550,2018/12,80671161,240165625,73248378,226320137,16438292,28398270,3475776,5165029,-5591436,-1680585,42660575,71808049,0,0,0,0,500625
(주)디케이티,290550,2019/12,112873728,337722378,102481588,318174886,41060051,58320739,4145180,6661190,3179761,7942696,55467020,114499310,0,0,0,0,14680
(주)디티앤씨,187220,2014/12,27474396,,12788401,,63869603,,5399646,,7240194,,81216845,,0,0,0,,1050688
(주)디티앤씨,187220,2015/12,27539674,31787850,18150680,18986928,66776018,67670294,7257419,9979840,2906416,3596494,90355907,93537372,0,0,0,0,517443
(주)디티앤씨,187220,2016/12,33251805,40391906,22179114,24509582,70030087,70823461,8129203,12820341,2395825,2407706,107138283,110710051,0,0,0,0,673238
(주)디티앤씨,187220,2017/12,38160395,49819705,24587140,28825402,73637105,74767867,8838657,15427729,3607018,4091811,117565979,122555588,0,0,0,0,1122142
(주)디티앤씨,187220,2018/12,43898718,59585468,27594341,34458391,79235309,77865699,9643897,21108937,4628496,1669283,145280267,151417364,0,0,0,0,1606526
(주)디티앤씨,187220,2019/12,41658375,73787518,30669963,50421524,82699553,85191796,11162521,23008757,-7226228,-4250363,150900605,179838735,0,0,0,0,2238534
(주)딜리,131180,2011/12,29300804,28938214,18950329,18639806,42605634,42415786,6703860,6859209,4174384,3982515,45021787,44767009,0,0,0,0,38540
(주)딜리,131180,2012/12,32301792,32942064,21620734,21898616,45054572,44809064,7580933,8158298,3508299,3456126,47994457,48117303,0,0,0,0,6829
(주)딜리,131180,2013/12,33025773,32786658,22353930,21953892,47291284,46820416,7850975,8307288,3431464,3201439,49937004,50035462,0,0,0,0,6431
(주)딜리,131180,2014/12,36210592,33956365,24777033,22741796,50049149,48918956,8216714,8740956,4060965,3423501,52908490,52213496,0,0,0,0,1720
(주)딜리,131180,2015/12,41493308,42510672,26083016,26753995,54172563,53090554,10387474,10619418,5570117,5645457,61275232,60639249,0,0,0,0,36984
(주)딜리,131180,2016/12,37156393,38637658,24536298,25050610,56082261,55483523,9637119,9844662,3648343,4134825,58245639,58262673,0,0,0,0,42103
(주)딜리,131180,2017/12,50013539,50899907,36379373,36414281,57156331,56648841,10858434,12018352,2507623,2541071,60965719,61374023,0,0,0,0,1
(주)딜리,131180,2018/12,43110610,43828703,32042487,32048249,57640597,57511694,10842837,11685582,1932094,2556101,61437563,62045838,0,0,0,0,3140
(주)딜리,131180,2019/12,40186673,40486467,28572048,28742889,58849528,57597449,10770750,10929085,2219035,2092005,64733432,63808112,0,0,0,0,29720
(주)라닉스,317120,2019/12,9044034,,3477599,,17676838,,5568310,,-131591,,20394753,,0,0,0,,104825
(주)라온테크,232680,2015/12,,,,,,,,,,,,,,,,,
(주)라온테크,232680,2016/12,,,,,,,,,,,,,,,,,
(주)라온테크,232680,2017/12,,,,,,,,,,,,,,,,,
(주)라온테크,232680,2018/12,24340758,,19528874,,4562004,,4541043,,-248739,,23413815,,0,0,0,,413603
(주)라온테크,232680,2019/12,12632424,,9162681,,3297046,,4681212,,-1431915,,18754930,,0,0,0,,352765
(주)라이온켐텍,171120,2013/12,103142696,,75261943,,74664208,,9463702,,14584543,,83621048,,0,0,0,,368770
(주)라이온켐텍,171120,2014/12,113997945,,85356192,,79194016,,10416682,,10037123,,87924948,,0,0,0,,31846
(주)라이온켐텍,171120,2015/12,115052995,,82947517,,93207321,,10946174,,17859987,,111434966,,0,0,0,,87410
(주)라이온켐텍,171120,2016/12,120686730,,86771621,,106711196,,15184784,,16538174,,127479260,,0,0,0,,64475
(주)라이온켐텍,171120,2017/12,131372664,,109910601,,107616253,,13422238,,3788088,,125271867,,0,0,0,,67192
(주)라이온켐텍,171120,2018/12,137943447,,122205028,,102152331,,12930485,,1880001,,133717907,,0,0,0,,188976
(주)라이온켐텍,171120,2019/12,156075491,,130400393,,109033914,,14141964,,10706648,,132849020,,0,0,0,,378934
(주)라이트론,069540,2011/12,36933511,37556589,32452824,30920004,26530853,28854438,1953353,2625689,3481505,4826225,38937225,38950287,0,0,0,0,55710
(주)라이트론,069540,2012/12,43488258,44020565,37594524,36888922,31276259,33751311,2677847,3385148,4763871,5318762,48732387,48365400,0,0,0,0,96051
(주)라이트론,069540,2013/12,43062206,43728305,39048303,38369083,32923318,36337356,2928219,3726781,1688648,2477636,51697685,52242226,0,0,0,0,137935
(주)라이트론,069540,2014/12,50353263,51695398,44940635,45475546,36116757,39890563,2921483,3690029,3029857,3224103,53583992,54242132,0,0,0,0,178985
(주)라이트론,069540,2015/12,28443328,29687771,27502223,27690666,32231484,35942994,5787408,7040964,-4233261,-4386330,45519304,45872774,0,0,0,0,138294
(주)라이트론,069540,2016/12,39484162,41502263,32903357,33988378,39367826,41511085,5143474,6940395,1530647,525386,63163891,60922124,0,0,0,0,148891
(주)라이트론,069540,2017/12,78298696,82344246,68204406,71394022,40100251,41049217,7734578,10826645,-1883700,-3042593,76844123,75473002,0,0,0,0,2516468
(주)라이트론,069540,2018/12,33984112,37937437,27296274,30606081,31367320,34619526,8468107,10810909,-43286833,-40865539,88414114,88978622,0,0,0,0,5245506
(주)라이트론,069540,2019/12,110398230,112769838,69914875,70657655,34170384,37684050,15119107,16401137,3189837,3379374,78824641,79429657,0,0,0,0,4635097
(주)라파스,214260,2019/12,17927889,18168040,10187687,9918103,47756939,47930637,7925377,8683015,133284,184359,59373198,62884817,0,0,0,0,246822
(주)락앤락,115390,2011/12,214466442,476113628,127649236,240887611,522729707,562713525,73846570,153824217,14390940,50564938,626121567,721424627,0,0,0,0,2169561
(주)락앤락,115390,2012/12,171024165,508424574,106465444,271670304,516308697,584973243,65437361,164654412,7017597,59832017,645153134,757905434,0,0,0,0,4118019
(주)락앤락,115390,2013/12,187159149,501727736,121095400,274864187,515980355,615273092,61902084,155965635,7975350,45035794,651757636,796956602,0,0,0,0,3616522
(주)락앤락,115390,2014/12,194123190,421611592,124537913,236403341,529561124,630370241,67286807,157889981,21297835,14976132,640001349,795747542,0,0,0,0,2922890
(주)락앤락,115390,2015/12,183466673,407085372,117859807,217450354,536414709,639929674,64059883,154307549,16641590,12548486,616692578,756469839,0,0,0,0,1339637
(주)락앤락,115390,2016/12,204448546,425063515,129391133,220698428,584793370,671990812,62997976,144134640,60040867,46975527,625718772,750896978,0,0,0,0,648824
(주)락앤락,115390,2017/12,163837004,417407199,95330971,216524613,599991023,638898688,65374759,149324555,40747516,34933560,634355406,724665258,0,0,0,0,286383
(주)락앤락,115390,2018/12,141324139,434348760,78823550,240338996,582173307,660544407,68210087,157482045,-5415548,30432116,616426328,739351255,0,0,0,0,403214
(주)락앤락,115390,2019/12,203177827,485992891,127795756,272634488,592018379,684008901,92632048,189042208,16048808,16377108,669021285,799933632,0,0,0,0,857987
(주)랩지노믹스,084650,2014/12,23201044,,11448889,,21235913,,9135831,,2420131,,31094580,,0,0,0,,240536
(주)랩지노믹스,084650,2015/12,23589634,,12265466,,22150123,,10291785,,1626384,,31687234,,0,0,0,,76173
(주)랩지노믹스,084650,2016/12,24057330,,13303805,,25039206,,10533488,,723513,,43212023,,0,0,0,,90422
(주)랩지노믹스,084650,2017/12,24806150,,15343792,,22347838,,10883996,,-3436502,,39868778,,0,0,0,,426640
(주)랩지노믹스,084650,2018/12,27538727,,18101929,,30102119,,11518961,,-3972844,,47094426,,0,0,0,,387715
(주)랩지노믹스,084650,2019/12,33175359,,19786773,,30417448,,12306404,,962422,,49477979,,0,0,0,,415791
(주)러셀,217500,2015/12,,,,,,,,,,,,,,,,,
(주)러셀,217500,2016/12,,,,,,,,,,,,,,,,,
(주)러셀,217500,2017/12,,,,,,,,,,,,,,,,,
(주)러셀,217500,2018/12,31261482,,21784099,,32810200,,3789169,,41422,,42193435,,0,0,0,,561249
(주)러셀,217500,2019/12,41027041,,32566520,,40235154,,3523345,,4208125,,45280733,,0,0,0,,57427
(주)레고켐바이오사이언스,141080,2013/12,839825,,0,,18084411,,7099568,,-5835328,,23154314,,0,0,0,,52446
(주)레고켐바이오사이언스,141080,2014/12,870054,,0,,20043529,,9327087,,-8685694,,33755229,,0,0,0,,208726
