회사명,거래소코드,회계년도,장기차입금(*)(IFRS)(천원),단기차입금(*)(IFRS)(천원),유동성장기차입금(IFRS)(천원),자산(*)(IFRS)(천원),장기차입금(*)(IFRS연결)(천원),단기차입금(*)(IFRS연결)(천원),유동성장기차입금(IFRS연결)(천원),자산(*)(IFRS연결)(천원)
(주)한빛소프트,047080,2010/12,0,0,0,71865632,1132878,0,0,76839323
(주)한빛소프트,047080,2011/12,0,6303000,0,46733754,1421640,7342612,535727,53946389
(주)한빛소프트,047080,2012/12,0,4497000,0,41189676,760863,4996000,449998,43674650
(주)한빛소프트,047080,2013/12,0,3537000,0,34235270,431572,3737932,437921,34747003
(주)한빛소프트,047080,2014/12,0,1500000,0,29688441,316188,1684028,341317,29508766
(주)한빛소프트,047080,2015/12,0,0,0,42983867,508556,194402,0,40796086
(주)한빛소프트,047080,2016/12,0,0,0,38488052,690350,0,0,39771554
(주)한빛소프트,047080,2017/12,0,0,0,36795479,478741,0,274084,36387097
(주)한빛소프트,047080,2018/12,0,0,0,41179558,511058,0,268270,43790121
(주)한빛소프트,047080,2019/12,0,0,0,40000614,402832,460000,389655,43119214
(주)한샘,009240,2010/12,0,14290071,0,308502789,0,21525584,0,317178761
(주)한샘,009240,2011/12,0,16868420,0,377582852,4390572,22653987,142627,394729625
(주)한샘,009240,2012/12,0,18362784,0,354694726,3938469,22702315,139169,376768030
(주)한샘,009240,2013/12,0,16393654,0,477459892,3834857,22980547,144060,506202072
(주)한샘,009240,2014/12,0,3247488,0,496021628,3734089,14891523,226984,544027391
(주)한샘,009240,2015/12,0,4407946,0,708545758,0,22379131,0,768849170
(주)한샘,009240,2016/12,0,4956348,0,835599032,3000000,17004791,0,899418181
(주)한샘,009240,2017/12,40000000,95057029,0,935683265,43000000,107672246,0,975706063
(주)한샘,009240,2018/12,40000000,5297670,0,885411929,40000000,20858907,3000000,940149892
(주)한샘,009240,2019/12,0,6128256,40000000,1024229197,19200000,40542987,50000000,1202637977
(주)한섬,020000,2010/12,104621,4545880,9616,615856596,104621,4545880,9616,706707985
(주)한섬,020000,2011/12,94035,3492655,10586,696095953,94035,3492655,10586,794253533
(주)한섬,020000,2012/12,0,2330925,0,742069846,0,34330925,0,873763192
(주)한섬,020000,2013/12,0,1927949,0,795055425,0,114927949,0,1002393310
(주)한섬,020000,2014/12,0,5456281,0,849745281,0,122493760,0,1048239684
(주)한섬,020000,2015/12,0,11223160,0,951234990,0,11402671,0,957470937
(주)한섬,020000,2016/12,0,38327956,0,1031896636,0,38431043,0,1038024262
(주)한섬,020000,2017/12,0,147955007,0,1169590763,0,150045854,0,1252267494
(주)한섬,020000,2018/12,0,63032063,0,1151895016,0,64825276,0,1219779752
(주)한섬,020000,2019/12,0,648766,0,1322203768,0,2886256,0,1323644545
(주)한솔케미칼,014680,2010/12,33800000,20831424,0,252155500,34507460,24322431,596640,261763554
(주)한솔케미칼,014680,2011/12,15000000,14422440,18800000,304880910,15173320,20495832,19334140,321824251
(주)한솔케미칼,014680,2012/12,10000000,11203428,5000000,329487454,10000000,13303568,5173320,358680526
(주)한솔케미칼,014680,2013/12,20000000,2046348,0,344585590,63004987,5295386,49874,427996740
(주)한솔케미칼,014680,2014/12,10000000,2257191,10000000,371589223,55813571,14954083,10499993,474362300
(주)한솔케미칼,014680,2015/12,20000000,5212078,10000000,413287590,61977207,20834345,20834093,521035797
(주)한솔케미칼,014680,2016/12,40000000,1493937,0,456451669,116184808,19911957,24166892,699716322
(주)한솔케미칼,014680,2017/12,40000000,1234155,20000000,497325653,49452112,44804031,53205279,723320120
(주)한솔케미칼,014680,2018/12,35000000,2077257,0,584197934,36861757,47013344,7479230,791727785
(주)한솔케미칼,014680,2019/12,15000000,1395344,20000000,744955631,15000000,22120003,21927059,939194151
(주)한솔홈데코,025750,2010/12,36338777,37162351,2519567,217591818,36634330,37162351,2519567,216160462
(주)한솔홈데코,025750,2011/12,48639879,24526902,14707596,262787416,48639879,24526902,14707596,262213173
(주)한솔홈데코,025750,2012/12,74645788,8000000,4809399,267890768,74645788,8000000,4809399,266804784
(주)한솔홈데코,025750,2013/12,79490888,0,1578000,280681000,79490888,0,1578000,280380827
(주)한솔홈데코,025750,2014/12,58423608,0,33842280,291507411,58423608,0,33842280,292076005
(주)한솔홈데코,025750,2015/12,41979133,55400787,0,295589527,51893220,40700000,4786700,291209034
(주)한솔홈데코,025750,2016/12,40728460,40700000,6996760,293218942,40728460,40700000,6996760,289305376
(주)한솔홈데코,025750,2017/12,38552007,40700000,8010453,311097846,38552007,40700000,8010453,307634474
(주)한솔홈데코,025750,2018/12,29871047,7000000,8680960,301029401,29871047,7000000,8680960,308077735
(주)한솔홈데코,025750,2019/12,31541457,10100000,6329590,287050367,31541457,10100000,6329590,295749540
(주)한송네오텍,226440,2015/12,,,,,,,,
(주)한송네오텍,226440,2016/12,,,,,,,,
(주)한송네오텍,226440,2017/12,,,,,,,,
(주)한송네오텍,226440,2018/12,192520,2238000,0,25502435,,,,
(주)한송네오텍,226440,2019/12,0,2238000,54520,38668165,,,,
(주)한익스프레스,014130,2010/12,0,5687786,0,72595986,0,5687786,0,72418403
(주)한익스프레스,014130,2011/12,2000000,8973256,0,82647733,2000000,8973256,0,83431553
(주)한익스프레스,014130,2012/12,4075200,15069659,0,76144867,4075200,15364370,0,77986093
(주)한익스프레스,014130,2013/12,2075200,19901213,2000000,83970338,2075200,19901213,2000000,85379983
(주)한익스프레스,014130,2014/12,0,11950000,0,92691075,0,11950000,0,94846279
(주)한익스프레스,014130,2015/12,15304000,15000000,0,128088281,15304000,15000000,0,131657889
(주)한익스프레스,014130,2016/12,24064000,19500000,0,143803396,24064000,19500000,0,146825373
(주)한익스프레스,014130,2017/12,27083200,28469044,17750000,186368540,27083200,28469044,17750000,188215330
(주)한익스프레스,014130,2018/12,6034660,38701021,33765670,197714857,6034660,39150159,33765670,199582549
(주)한익스프레스,014130,2019/12,60100000,40035117,4100000,261436168,60100000,40035117,4100000,266468435
(주)한일진공,123840,2010/12,,,,,,,,
(주)한일진공,123840,2011/12,,,,,,,,
(주)한일진공,123840,2012/12,,,,,,,,
(주)한일진공,123840,2013/12,693333,3400000,306667,59638162,693333,3400000,306667,59554422
(주)한일진공,123840,2014/12,320000,900000,373333,51654447,320000,900000,373333,51510013
(주)한일진공,123840,2015/12,66667,900000,253333,59716515,66667,900000,253333,59529751
(주)한일진공,123840,2016/12,0,8900000,66667,108027124,0,9900000,66667,109850608
(주)한일진공,123840,2017/12,0,11570000,0,158460578,1000000,18070000,0,161579285
(주)한일진공,123840,2018/12,0,0,0,156037064,1000000,6000000,0,158533589
(주)한일진공,123840,2019/12,0,0,0,115939680,0,5530000,1000000,122792471
(주)한진,002320,2010/12,51627478,8295429,8013283,1883570289,99102246,30295429,8935283,1989579912
(주)한진,002320,2011/12,85790001,27730175,14981155,1706460504,122374001,49344795,16325155,1793121990
(주)한진,002320,2012/12,69537643,33589040,6647791,1755866339,125909643,54338810,8159791,1858651008
(주)한진,002320,2013/12,37461205,88713524,24000293,1704060471,92153206,107932189,25680293,1807382069
(주)한진,002320,2014/12,99352027,115000000,41602075,1904062421,147617906,115000000,43705075,1955921456
(주)한진,002320,2015/12,126486699,110000000,22063000,1747514183,715101989,110585939,33198000,2503676698
(주)한진,002320,2016/12,66338090,159000000,102768191,1842277717,350735882,164373841,104283158,2537558489
(주)한진,002320,2017/12,74236869,118500000,59000000,1921771772,352669777,119031146,66892000,2453809753
(주)한진,002320,2018/12,127286409,100500000,58735799,2149511801,382810595,101845284,73730705,2661425067
(주)한진,002320,2019/12,164250000,50500000,30500000,2474897669,398053943,57594387,45977000,3548368717
(주)한진중공업홀딩스,003480,2010/12,0,0,0,1069523000,12618000,0,2293000,1815166000
(주)한진중공업홀딩스,003480,2011/12,0,0,0,1064136000,73270000,20600000,1768000,1980735000
(주)한진중공업홀딩스,003480,2012/12,0,0,0,1063579000,435054000,19865000,1170000,2315289000
(주)한진중공업홀딩스,003480,2013/12,0,0,0,1066350000,703827000,0,97175000,2531518000
(주)한진중공업홀딩스,003480,2014/12,0,25000000,0,1124296000,883065000,104648000,1990000,2722203000
(주)한진중공업홀딩스,003480,2015/12,0,25000000,0,880781000,853110000,168793000,29981000,2646968000
(주)한진중공업홀딩스,003480,2016/12,0,25000000,0,437757000,23250000,35000000,3000000,2109958000
(주)한진중공업홀딩스,003480,2017/12,0,0,0,426045000,678682000,74203000,161513000,1918648000
(주)한진중공업홀딩스,003480,2018/12,0,0,0,423068000,723097000,33734000,56175000,1873603000
(주)한진중공업홀딩스,003480,2019/12,0,4900000,0,358978000,546023000,75000000,179623000,1860663000
(주)한진칼,180640,2013/12,0,90000000,0,831328591,120088651,90000000,77847739,1425205737
(주)한진칼,180640,2014/12,0,90000000,0,1531083832,132934221,102600000,65417392,2416821444
(주)한진칼,180640,2015/12,0,90000000,0,1633721778,174836546,90000000,60474256,2315048939
(주)한진칼,180640,2016/12,0,173100000,0,1618403521,0,173100000,217202556,2062032036
(주)한진칼,180640,2017/12,0,294100000,0,1923442122,225000000,294100000,0,2775783760
(주)한진칼,180640,2018/12,80000000,329000000,0,2007816384,299375000,329000000,4897676,2850066743
(주)한진칼,180640,2019/12,80000000,125000000,0,1907568534,282500000,125000000,16875000,2693659191
(주)한창,005110,2010/12,4000000,1500000,0,39823166,4000000,1500000,0,39823166
(주)한창,005110,2011/12,0,1000000,2000000,31144218,0,1000000,2000000,32875105
(주)한창,005110,2012/12,0,0,0,31432243,1599035,0,0,34879179
(주)한창,005110,2013/12,0,1000000,0,31211717,5396762,1000000,0,37693959
(주)한창,005110,2014/12,0,7500000,0,37380246,4193925,7500000,0,44038164
(주)한창,005110,2015/12,0,0,0,46165041,27364840,0,0,67607184
(주)한창,005110,2016/12,0,0,0,44894299,12980688,2731856,0,82275229
(주)한창,005110,2017/12,900000,2840000,0,44974883,28211805,6491545,0,103882929
(주)한창,005110,2018/12,660000,3688000,0,35719612,3300000,12582092,0,106233878
(주)한창,005110,2019/12,0,3480000,0,28511256,13141006,19406704,0,91847934
(주)한창바이오텍,043090,2010/12,0,17169795,0,42927797,0,17169795,0,42296096
(주)한창바이오텍,043090,2011/12,0,15666690,0,37774361,0,15666690,0,37962361
(주)한창바이오텍,043090,2012/12,0,8968688,0,23132927,0,8968688,0,23374638
(주)한창바이오텍,043090,2013/12,0,7293479,0,20292904,0,7293479,0,20326924
(주)한창바이오텍,043090,2014/12,0,6934800,0,22275876,0,6934800,0,22244929
(주)한창바이오텍,043090,2015/12,0,4264313,0,22942570,,,,
(주)한창바이오텍,043090,2016/12,0,2427059,0,19642892,,,,
(주)한창바이오텍,043090,2017/12,0,1532753,0,29034818,,,,
(주)한창바이오텍,043090,2018/12,0,729832,0,24817943,,,,
(주)한창바이오텍,043090,2019/12,0,0,0,28349718,,,,
(주)한창제지,009460,2010/12,41472824,20441221,0,136253209,,,,
(주)한창제지,009460,2011/12,0,16963743,39968321,154596738,,,,
(주)한창제지,009460,2012/12,0,57370836,0,152931232,,,,
(주)한창제지,009460,2013/12,0,54414395,0,158442545,,,,
(주)한창제지,009460,2014/12,39413302,7165804,0,145953791,,,,
(주)한창제지,009460,2015/12,0,64895914,0,144766140,,,,
(주)한창제지,009460,2016/12,36795039,7236766,0,152620392,,,,
(주)한창제지,009460,2017/12,9000000,24531717,0,150932868,,,,
(주)한창제지,009460,2018/12,19000000,23855917,0,154683756,,,,
(주)한창제지,009460,2019/12,9638889,41330954,0,171963792,,,,
(주)한컴위드,054920,2010/12,0,22000000,0,66575841,0,22055200,0,65597276
(주)한컴위드,054920,2011/12,0,0,0,54786611,0,0,0,57385303
(주)한컴위드,054920,2012/12,0,22500000,0,85920597,0,22500000,0,90325217
(주)한컴위드,054920,2013/12,3000000,0,0,89894567,,,,
(주)한컴위드,054920,2014/12,3000000,0,0,90883878,,,,
(주)한컴위드,054920,2015/12,0,25000000,3000000,85759103,,,,
(주)한컴위드,054920,2016/12,0,24000000,0,81449990,,,,
(주)한컴위드,054920,2017/12,0,25000000,0,87201813,,,,
(주)한컴위드,054920,2018/12,0,23000000,0,92793365,0,23000000,0,93077271
(주)한컴위드,054920,2019/12,7250000,23000000,1000000,170224187,7250000,24700000,1000000,174213420
(주)한탑,002680,2010/12,5131316,51610154,343670,122645052,5157185,51847113,343670,123624428
(주)한탑,002680,2011/12,11828943,63681811,46670,138064080,11835352,64715315,46670,139319048
(주)한탑,002680,2012/12,10396807,66611431,1046660,150512605,10434447,68817190,1071530,153791702
(주)한탑,002680,2013/12,3475708,57091329,0,127150889,3617991,58173320,18833,128351977
(주)한탑,002680,2014/12,7043160,61815603,0,132046706,7091706,62786625,1230664,134980716
(주)한탑,002680,2015/12,6336088,56963157,299955,124971989,6557357,58933056,324073,129476112
(주)한탑,002680,2016/12,2132737,55926475,5000000,118199434,2470572,57682571,5055656,122419456
(주)한탑,002680,2017/12,6517808,52494266,0,116973154,6970340,55432854,111301,122885640
(주)한탑,002680,2018/12,4638776,49226383,5028130,130630487,5004439,51734799,5168308,137149274
(주)한탑,002680,2019/12,9410893,47160415,0,125834352,9716111,48782256,118345,129107318
(주)한화,000880,2010/12,101617627,1040371439,25892394,6044104039,508261000,2168845000,0,14624386019
(주)한화,000880,2011/12,12069811,725891713,140252086,6160599908,337444000,1948051000,0,15029730755
(주)한화,000880,2012/12,11288566,659644692,6504113,5947456857,370280900,1619832255,0,15865391957
(주)한화,000880,2013/12,223874466,437783209,2167955,6276925506,2975133714,3112701317,0,113322609673
(주)한화,000880,2014/12,354255450,386064064,132760821,6588237592,2668163963,2248129742,1314776000,123684262290
(주)한화,000880,2015/12,425067760,972830197,145573950,7588298851,3169339624,3433716075,994790000,145621715231
(주)한화,000880,2016/12,381479133,974903246,99771087,7769210424,2976617000,3774769000,1217060000,154871038000
(주)한화,000880,2017/12,363695490,754911030,257666192,7479345461,2664386000,3161855000,1343825000,160194978000
(주)한화,000880,2018/12,234270203,769484837,150466608,7778276877,3283493000,4007952000,1313054000,169548577000
(주)한화,000880,2019/12,252665253,508182010,183827260,7931295046,3564474000,3977005000,1597005000,182286178000
(주)핸디소프트,220180,2016/12,0,1122059,0,50257053,0,1122059,0,51722042
(주)핸디소프트,220180,2017/12,1000000,3252623,0,67783464,1000000,3252623,0,67833290
(주)핸디소프트,220180,2018/12,1000000,5944842,4720580,54640551,1000000,5944842,0,54749301
(주)핸디소프트,220180,2019/12,0,915365,0,65910032,0,915365,0,65954614
(주)헥토이노베이션,214180,2015/12,0,0,0,50850064,,,,
(주)헥토이노베이션,214180,2016/12,0,4000000,0,86023394,65073,5030000,0,160768832
(주)헥토이노베이션,214180,2017/12,0,0,0,97575233,0,100000,0,213398338
(주)헥토이노베이션,214180,2018/12,2000000,0,0,108050014,2000000,0,0,232913361
(주)헥토이노베이션,214180,2019/12,2000000,0,0,122239160,2000000,0,0,300992779
(주)헥토파이낸셜,234340,2019/12,0,0,0,169235827,,,,
(주)헬릭스미스,084990,2010/12,1775988,100000,0,69596502,1775988,100000,0,69600254
(주)헬릭스미스,084990,2011/12,2139714,0,0,60127437,2139714,0,0,60135643
(주)헬릭스미스,084990,2012/12,2078424,0,0,67980292,2078424,0,0,67991729
(주)헬릭스미스,084990,2013/12,668007,0,368826,69610470,668007,0,368826,69624871
(주)헬릭스미스,084990,2014/12,853581,0,378826,70368895,,,,
(주)헬릭스미스,084990,2015/12,542755,0,462826,70610001,,,,
(주)헬릭스미스,084990,2016/12,4275700,0,388755,227540018,,,,
(주)헬릭스미스,084990,2017/12,11219000,0,168700,179383001,,,,
(주)헬릭스미스,084990,2018/12,17606680,0,64000,269313074,17606680,4837895,264000,284235779
(주)헬릭스미스,084990,2019/12,60450680,0,0,353302235,60450680,0,0,371438506
(주)현대공업,170030,2013/12,33333,500000,66666,62499915,33333,500000,66666,84934544
(주)현대공업,170030,2014/12,0,200000,33333,82915298,0,200000,33333,109800323
(주)현대공업,170030,2015/12,0,0,0,90399389,0,0,0,127187956
(주)현대공업,170030,2016/12,0,0,0,107507321,0,0,0,146903560
(주)현대공업,170030,2017/12,0,0,0,114773136,0,0,0,146606166
(주)현대공업,170030,2018/12,0,0,0,119727460,0,0,0,138084051
(주)현대공업,170030,2019/12,0,0,0,130872759,0,0,0,141735192
(주)현대그린푸드,005440,2010/12,0,0,0,1217858513,0,6300000,0,1426327340
(주)현대그린푸드,005440,2011/12,0,8000000,0,1472213548,27740,16682482,0,1682601199
(주)현대그린푸드,005440,2012/12,0,15000000,0,1510433824,2021900,32657224,0,1797550408
(주)현대그린푸드,005440,2013/12,0,15000000,0,1590519746,5016060,20747400,1907740,1922094478
(주)현대그린푸드,005440,2014/12,0,264000,0,1457238106,7010220,7013800,5840,1882969346
(주)현대그린푸드,005440,2015/12,0,0,0,1508920344,5004380,4500000,2005840,1954105123
(주)현대그린푸드,005440,2016/12,0,0,0,1510318898,4656533,27706594,360800,2181726915
(주)현대그린푸드,005440,2017/12,0,0,0,1619121356,2397823,32430722,2503600,2796884943
(주)현대그린푸드,005440,2018/12,0,5000000,0,1642342150,1947284,32324383,503600,2837374829
(주)현대그린푸드,005440,2019/12,0,0,0,1695521102,1365526,39381178,503600,2966575687
(주)현대리바트,079430,2010/12,13000000,23873316,0,317411318,13120479,27065861,0,321264642
(주)현대리바트,079430,2011/12,12350000,24409565,650000,336936495,12448182,27943029,650000,343030326
(주)현대리바트,079430,2012/12,10833333,16682545,2166667,319275745,10843288,20692466,2166667,326931020
(주)현대리바트,079430,2013/12,9208380,151524,2166640,324095302,9358949,3225118,2166640,332663051
(주)현대리바트,079430,2014/12,0,313296,0,339983275,71167,2901975,0,345197898
(주)현대리바트,079430,2015/12,0,33572,0,375774201,79155,3468591,0,379216031
(주)현대리바트,079430,2016/12,0,41566,0,420143373,359998,2518568,0,419856718
(주)현대리바트,079430,2017/12,0,0,0,677910642,244890,1990230,0,682759227
(주)현대리바트,079430,2018/12,0,0,0,670249779,297950,1644076,0,678896575
(주)현대리바트,079430,2019/12,0,179,0,743057105,219792,1179217,0,752808372
(주)현대미포조선,010620,2010/12,0,0,0,7391385162,0,1427831737,0,9577174157
(주)현대미포조선,010620,2011/12,0,0,0,5520988909,34599000,1638596326,0,7824563657
(주)현대미포조선,010620,2012/12,0,50000000,0,5032466338,111394400,1790797115,0,7722829117
(주)현대미포조선,010620,2013/12,0,150968869,0,5502458251,30603700,2608461688,10553000,10227698199
(주)현대미포조선,010620,2014/12,0,679475418,0,4987681263,120912000,2381343667,0,10063720316
(주)현대미포조선,010620,2015/12,0,416779344,56068000,4621284378,318972000,3012532788,79508000,9438010980
(주)현대미포조선,010620,2016/12,84594723,699780644,135545000,4708979668,84595000,2501791000,268479000,9226316948
(주)현대미포조선,010620,2017/12,0,212461871,74998000,3758029548,0,223175871,139282000,8319438717
(주)현대미포조선,010620,2018/12,0,208078810,0,3524887824,0,241621510,41370000,3463733941
(주)현대미포조선,010620,2019/12,0,152183268,0,3392554837,0,229755868,0,3380628394
(주)현대바이오랜드,052260,2010/12,1269200,2000000,1797933,101660232,1269200,2000000,1797933,101705560
(주)현대바이오랜드,052260,2011/12,14109600,2000000,1159600,128572765,14109600,2000000,1159600,128856588
(주)현대바이오랜드,052260,2012/12,31000000,2000000,0,147161006,31000000,2000000,0,147064069
(주)현대바이오랜드,052260,2013/12,1000000,2000000,21150000,143199824,1000000,2000000,21150000,142530900
(주)현대바이오랜드,052260,2014/12,14000000,2000000,0,143294587,14000000,2000000,0,143161483
(주)현대바이오랜드,052260,2015/12,3658333,0,13500000,153516911,3658333,0,13500000,153363230
(주)현대바이오랜드,052260,2016/12,21000000,0,458333,167412828,21000000,0,458333,167667443
(주)현대바이오랜드,052260,2017/12,10000000,0,11000000,174290341,12744145,0,11000000,176369786
(주)현대바이오랜드,052260,2018/12,11000000,0,10000000,181220355,18043102,1234480,11173850,193163241
(주)현대바이오랜드,052260,2019/12,18000000,0,3000000,184908036,27798222,4143500,7996956,209051968
(주)현대백화점,069960,2010/12,0,0,34167000,2922452156,0,13500000,34167000,3916637735
(주)현대백화점,069960,2011/12,0,106500000,0,3522921492,0,114758983,0,4720062645
(주)현대백화점,069960,2012/12,0,0,0,3891127052,0,159500000,0,5400075749
(주)현대백화점,069960,2013/12,0,0,0,4124105321,130000000,20000000,0,5600706253
(주)현대백화점,069960,2014/12,0,28257166,0,4068306401,130000000,70757166,0,5683921344
(주)현대백화점,069960,2015/12,49719050,41000000,0,4585422226,179719050,41000000,0,6160846844
(주)현대백화점,069960,2016/12,49817496,180000000,0,4919581474,179817496,180000000,0,6587262226
(주)현대백화점,069960,2017/12,0,40000000,49917862,4941793010,0,40000000,179917862,6777281518
(주)현대백화점,069960,2018/12,100000000,0,0,5313725929,100000000,0,0,6988562089
(주)현대백화점,069960,2019/12,100000000,13000000,0,5795560155,100000000,22000000,0,7623094297
(주)현대에버다임,041440,2010/12,1397080,46473258,0,173138515,1397080,46473258,0,173339434
(주)현대에버다임,041440,2011/12,1485160,42838397,0,193339369,2524772,43860989,0,196590976
(주)현대에버다임,041440,2012/12,2147500,49208793,0,217900360,3672500,56599003,948250,227883930
(주)현대에버다임,041440,2013/12,2825000,63682052,75000,254684441,4200000,77433149,75000,269566288
(주)현대에버다임,041440,2014/12,525000,83931777,2300000,288972698,1747750,102853219,2452250,311323451
(주)현대에버다임,041440,2015/12,4225000,49480899,300000,263518628,9188000,70069372,559800,285417033
(주)현대에버다임,041440,2016/12,2000000,11469611,0,236837780,4656533,26806594,360800,262385473
(주)현대에버다임,041440,2017/12,0,13406601,2000000,246444496,2152933,30440492,2503600,273598043
(주)현대에버다임,041440,2018/12,0,18000048,0,247681088,1649333,25680307,503600,269379041
(주)현대에버다임,041440,2019/12,0,32895590,0,260503509,1145733,38201961,503600,280365328
(주)현대이지웰,090850,2013/12,0,0,0,41485113,,,,
(주)현대이지웰,090850,2014/12,0,0,0,49284990,,,,
(주)현대이지웰,090850,2015/12,0,0,0,60053874,0,0,0,59516464
(주)현대이지웰,090850,2016/12,0,0,0,60164676,0,0,0,58520750
(주)현대이지웰,090850,2017/12,0,0,0,82904755,0,0,0,80265436
(주)현대이지웰,090850,2018/12,0,0,0,85303086,0,0,0,82686191
(주)현대이지웰,090850,2019/12,0,0,0,90779475,0,0,0,90207539
(주)현대퓨처넷,126560,2010/12,1500000,52500000,0,434688346,25000000,72100000,0,570141502
(주)현대퓨처넷,126560,2011/12,833300,63166640,0,422654054,20923300,82626640,0,595815689
(주)현대퓨처넷,126560,2012/12,166660,8000000,666640,392278121,15166660,23056640,0,584124356
(주)현대퓨처넷,126560,2013/12,0,6000000,166660,409955677,3000000,23166660,0,611082113
(주)현대퓨처넷,126560,2014/12,0,0,0,415880887,0,12000000,0,641188873
(주)현대퓨처넷,126560,2015/12,0,0,0,419294684,0,0,0,652175416
(주)현대퓨처넷,126560,2016/12,0,0,0,682235639,0,0,0,691077957
(주)현대퓨처넷,126560,2017/12,0,0,0,725309544,0,0,0,734968548
(주)현대퓨처넷,126560,2018/12,0,0,0,761931333,0,0,0,780480291
(주)현대퓨처넷,126560,2019/12,0,0,0,797218878,0,0,0,813483891
(주)현대홈쇼핑,057050,2010/12,0,0,0,926720307,0,0,0,955016394
(주)현대홈쇼핑,057050,2011/12,0,2099207,0,1101569989,0,2099207,0,1139831172
(주)현대홈쇼핑,057050,2012/12,0,5000000,0,1306359201,,,,
(주)현대홈쇼핑,057050,2013/12,0,0,0,1429041784,,,,
(주)현대홈쇼핑,057050,2014/12,0,0,0,1550254232,,,,
(주)현대홈쇼핑,057050,2015/12,0,0,0,1527657111,0,0,0,1666364862
(주)현대홈쇼핑,057050,2016/12,0,96000000,0,1729784204,0,96000000,0,1902995406
(주)현대홈쇼핑,057050,2017/12,0,0,0,1671130951,0,0,0,1875426918
(주)현대홈쇼핑,057050,2018/12,0,15000000,0,1742871717,25112945,83481702,0,2547695055
(주)현대홈쇼핑,057050,2019/12,0,0,0,1697081648,9423081,89830751,6814475,2503844834
(주)협진,138360,2013/12,0,0,250600,38564866,,,,
(주)협진,138360,2014/12,0,0,0,44488054,0,26000,0,44857220
(주)협진,138360,2015/12,0,0,0,43383402,40000,289728,0,44576597
(주)협진,138360,2016/12,200000,0,0,45278890,236630,529607,0,46222019
(주)협진,138360,2017/12,5809000,0,0,49600159,5809000,81825,0,50706212
(주)협진,138360,2018/12,6615408,0,56450,66557948,6615408,81380,56450,66740935
(주)협진,138360,2019/12,0,0,4350000,50457965,0,0,4350000,50464697
(주)형지아이앤씨,011080,2010/12,168420,5470000,168420,51659800,,,,
(주)형지아이앤씨,011080,2011/12,750000,7625085,418420,47018513,,,,
(주)형지아이앤씨,011080,2012/12,250000,7995365,500000,38200111,,,,
(주)형지아이앤씨,011080,2013/12,0,9073354,250000,52991916,,,,
(주)형지아이앤씨,011080,2014/12,6750000,17000000,250000,96870939,6750000,17000000,250000,97653381
(주)형지아이앤씨,011080,2015/12,2750000,17000000,6000000,111737677,2750000,17000000,6000000,110029095
(주)형지아이앤씨,011080,2016/12,0,14787000,7250000,109090989,0,14787000,7250000,107520781
(주)형지아이앤씨,011080,2017/12,0,16740000,3600000,75935100,0,16740000,3600000,75970033
(주)형지아이앤씨,011080,2018/12,0,15618000,0,68095416,,,,
(주)형지아이앤씨,011080,2019/12,1333333,13178000,3666667,63722359,1333333,13178000,3666667,63722359
(주)혜인,003010,2010/12,0,28638105,0,186071533,0,28947229,712385,193150421
(주)혜인,003010,2011/12,0,38037732,0,194623986,0,38037732,1142127,199424354
(주)혜인,003010,2012/12,0,69885380,0,241533365,6443401,69885380,1362197,249947805
(주)혜인,003010,2013/12,0,49483572,0,216756464,5638547,50937278,1375773,228890084
(주)혜인,003010,2014/12,4396800,72908560,0,242402373,8885615,78636094,1073250,257110072
(주)혜인,003010,2015/12,4688000,69244939,0,223443728,8272482,46819092,28356651,236639585
(주)혜인,003010,2016/12,4321509,79461320,363887,227870575,7080991,79861320,2245537,234552458
(주)혜인,003010,2017/12,1237924,85922271,1805909,223416189,3172406,86322271,3838647,227953372
(주)혜인,003010,2018/12,0,83544991,1237924,224623631,1215732,83544991,3989412,228402133
(주)혜인,003010,2019/12,2500000,67761181,400000,217627544,2500000,67761181,2751488,218339707
(주)호텔신라,008770,2010/12,131792500,50025847,24535000,1179141757,131792500,50025847,24535000,1186959283
(주)호텔신라,008770,2011/12,80000000,0,51792500,1375610699,80000000,0,51792500,1385303349
(주)호텔신라,008770,2012/12,0,0,80000000,1542215711,0,0,80000000,1547612290
(주)호텔신라,008770,2013/12,448743107,0,0,1709733793,448743107,0,0,1712070637
(주)호텔신라,008770,2014/12,0,0,0,1882407485,0,0,0,1907452204
(주)호텔신라,008770,2015/12,0,0,0,2213549595,0,9937080,0,2176705187
(주)호텔신라,008770,2016/12,0,0,0,2034192137,0,52647153,0,2040955003
(주)호텔신라,008770,2017/12,0,0,0,2261641205,0,21617010,0,2249913439
(주)호텔신라,008770,2018/12,0,0,0,2244199124,0,9819360,0,2303742128
(주)호텔신라,008770,2019/12,0,0,0,3071696462,0,19696529,0,3527280624
(주)홈센타홀딩스,060560,2010/12,60300,24572,26800,89736877,60300,1195964,26800,95424100
(주)홈센타홀딩스,060560,2011/12,33500,24572,26800,106486190,33500,2993541,26800,114245773
(주)홈센타홀딩스,060560,2012/12,6700,12514572,26800,125476245,6700,17915751,26800,138437982
(주)홈센타홀딩스,060560,2013/12,565000,13524572,6700,123991788,565000,21017505,6700,139096842
(주)홈센타홀딩스,060560,2014/12,565000,3024572,0,124782968,2005000,6601642,0,138292289
(주)홈센타홀딩스,060560,2015/12,533072,3450000,56500,128823117,3273072,7846588,56500,145260432
