회사명,거래소코드,회계년도,배당금(*)(IFRS)(천원)
(주)신세계인터내셔날,031430,2019/12,7854000
(주)신세계푸드,031440,2010/12,2571450
(주)신세계푸드,031440,2011/12,2571450
(주)신세계푸드,031440,2012/12,2571450
(주)신세계푸드,031440,2013/12,2571450
(주)신세계푸드,031440,2014/12,2904218
(주)신세계푸드,031440,2015/12,1936146
(주)신세계푸드,031440,2016/12,2323375
(주)신세계푸드,031440,2017/12,2904218
(주)신세계푸드,031440,2018/12,2904218
(주)신세계푸드,031440,2019/12,2904218
(주)신영와코루,005800,2010/09,1350000
(주)신영와코루,005800,2011/09,1350000
(주)신영와코루,005800,2012/09,1350000
(주)신영와코루,005800,2013/09,1350000
(주)신영와코루,005800,2014/09,1350000
(주)신영와코루,005800,2015/12,1350000
(주)신영와코루,005800,2016/12,2250000
(주)신영와코루,005800,2017/12,1350000
(주)신영와코루,005800,2018/12,1350000
(주)신영와코루,005800,2019/12,1350000
(주)신원,009270,2010/12,2496577
(주)신원,009270,2011/12,0
(주)신원,009270,2012/12,0
(주)신원,009270,2013/12,0
(주)신원,009270,2014/12,0
(주)신원,009270,2015/12,0
(주)신원,009270,2016/12,0
(주)신원,009270,2017/12,0
(주)신원,009270,2018/12,0
(주)신원,009270,2019/12,0
(주)신진에스엠,138070,2010/12,0
(주)신진에스엠,138070,2011/12,2459701
(주)신진에스엠,138070,2012/12,1699430
(주)신진에스엠,138070,2013/12,894437
(주)신진에스엠,138070,2014/12,983880
(주)신진에스엠,138070,2015/12,826337
(주)신진에스엠,138070,2016/12,0
(주)신진에스엠,138070,2017/12,887178
(주)신진에스엠,138070,2018/12,664326
(주)신진에스엠,138070,2019/12,620037
(주)신테카바이오,226330,2018/12,0
(주)신테카바이오,226330,2019/12,0
(주)신화다이나믹스,001770,2010/12,405934
(주)신화다이나믹스,001770,2011/12,364463
(주)신화다이나믹스,001770,2012/12,364463
(주)신화다이나믹스,001770,2013/12,182232
(주)신화다이나믹스,001770,2014/12,242976
(주)신화다이나믹스,001770,2015/12,425207
(주)신화다이나믹스,001770,2016/12,303720
(주)신화다이나믹스,001770,2017/12,121488
(주)신화다이나믹스,001770,2018/12,121488
(주)신화다이나믹스,001770,2019/12,121488
(주)신화콘텍,187270,2011/12,
(주)신화콘텍,187270,2012/12,
(주)신화콘텍,187270,2013/12,0
(주)신화콘텍,187270,2014/12,178431
(주)신화콘텍,187270,2015/12,0
(주)신화콘텍,187270,2016/12,0
(주)신화콘텍,187270,2017/12,195233
(주)신화콘텍,187270,2018/12,0
(주)신화콘텍,187270,2019/12,0
(주)신흥,004080,2010/12,487064
(주)신흥,004080,2011/12,576855
(주)신흥,004080,2012/12,568771
(주)신흥,004080,2013/12,570153
(주)신흥,004080,2014/12,575320
(주)신흥,004080,2015/12,574678
(주)신흥,004080,2016/12,576484
(주)신흥,004080,2017/12,575326
(주)신흥,004080,2018/12,573548
(주)신흥,004080,2019/12,572813
(주)실리콘투,257720,2012/12,
(주)실리콘투,257720,2013/12,
(주)실리콘투,257720,2014/12,
(주)실리콘투,257720,2015/12,
(주)실리콘투,257720,2016/12,
(주)실리콘투,257720,2017/12,
(주)실리콘투,257720,2018/12,
(주)실리콘투,257720,2019/12,
(주)심텍,222800,2015/12,5703659
(주)심텍,222800,2016/12,4463628
(주)심텍,222800,2017/12,6449654
(주)심텍,222800,2018/12,3894131
(주)심텍,222800,2019/12,3702896
(주)심텍홀딩스,036710,2010/12,4872088
(주)심텍홀딩스,036710,2011/12,5762133
(주)심텍홀딩스,036710,2012/12,6402400
(주)심텍홀딩스,036710,2013/12,0
(주)심텍홀딩스,036710,2014/12,0
(주)심텍홀딩스,036710,2015/12,0
(주)심텍홀딩스,036710,2016/12,0
(주)심텍홀딩스,036710,2017/12,779783
(주)심텍홀딩스,036710,2018/12,389892
(주)심텍홀딩스,036710,2019/12,377886
(주)싸이맥스,160980,2010/12,
(주)싸이맥스,160980,2011/12,0
(주)싸이맥스,160980,2012/12,0
(주)싸이맥스,160980,2013/12,0
(주)싸이맥스,160980,2014/12,0
(주)싸이맥스,160980,2015/12,1028500
(주)싸이맥스,160980,2016/12,1263015
(주)싸이맥스,160980,2017/12,2614523
(주)싸이맥스,160980,2018/12,2576558
(주)싸이맥스,160980,2019/12,2511293
(주)싸이버원,356890,2018/12,64780
(주)싸이버원,356890,2019/12,0
(주)싸이토젠,217330,2014/12,0
(주)싸이토젠,217330,2015/12,0
(주)싸이토젠,217330,2016/12,0
(주)싸이토젠,217330,2017/12,0
(주)싸이토젠,217330,2018/12,0
(주)싸이토젠,217330,2019/12,0
(주)쌍방울,102280,2010/12,0
(주)쌍방울,102280,2011/12,0
(주)쌍방울,102280,2012/12,0
(주)쌍방울,102280,2013/12,0
(주)쌍방울,102280,2014/12,0
(주)쌍방울,102280,2015/12,0
(주)쌍방울,102280,2016/12,0
(주)쌍방울,102280,2017/12,0
(주)쌍방울,102280,2018/12,0
(주)쌍방울,102280,2019/12,0
(주)썸에이지,208640,2014/12,
(주)썸에이지,208640,2015/12,
(주)썸에이지,208640,2016/12,0
(주)썸에이지,208640,2017/12,0
(주)썸에이지,208640,2018/12,0
(주)썸에이지,208640,2019/12,0
(주)쎄노텍,222420,2015/12,
(주)쎄노텍,222420,2016/12,0
(주)쎄노텍,222420,2017/12,0
(주)쎄노텍,222420,2018/12,0
(주)쎄노텍,222420,2019/12,0
(주)쎄니트,037760,2010/12,0
(주)쎄니트,037760,2011/12,0
(주)쎄니트,037760,2012/12,0
(주)쎄니트,037760,2013/12,0
(주)쎄니트,037760,2014/12,483340
(주)쎄니트,037760,2015/12,725010
(주)쎄니트,037760,2016/12,848244
(주)쎄니트,037760,2017/12,891684
(주)쎄니트,037760,2018/12,891684
(주)쎄니트,037760,2019/12,891684
(주)쎄트렉아이,099320,2010/12,365017
(주)쎄트렉아이,099320,2011/12,731999
(주)쎄트렉아이,099320,2012/12,951597
(주)쎄트렉아이,099320,2013/12,658798
(주)쎄트렉아이,099320,2014/12,548049
(주)쎄트렉아이,099320,2015/12,800729
(주)쎄트렉아이,099320,2016/12,872915
(주)쎄트렉아이,099320,2017/12,1124704
(주)쎄트렉아이,099320,2018/12,757784
(주)쎄트렉아이,099320,2019/12,1510949
(주)쎌마테라퓨틱스,015540,2010/12,0
(주)쎌마테라퓨틱스,015540,2011/12,0
(주)쎌마테라퓨틱스,015540,2012/12,0
(주)쎌마테라퓨틱스,015540,2013/12,0
(주)쎌마테라퓨틱스,015540,2014/12,0
(주)쎌마테라퓨틱스,015540,2015/12,0
(주)쎌마테라퓨틱스,015540,2016/12,0
(주)쎌마테라퓨틱스,015540,2017/12,0
(주)쎌마테라퓨틱스,015540,2018/12,0
(주)쎌마테라퓨틱스,015540,2019/12,0
(주)쎌바이오텍,049960,2010/12,1158000
(주)쎌바이오텍,049960,2011/12,1158000
(주)쎌바이오텍,049960,2012/12,1158000
(주)쎌바이오텍,049960,2013/12,1158000
(주)쎌바이오텍,049960,2014/12,1158000
(주)쎌바이오텍,049960,2015/12,3088000
(주)쎌바이오텍,049960,2016/12,4246000
(주)쎌바이오텍,049960,2017/12,4127313
(주)쎌바이오텍,049960,2018/12,4502400
(주)쎌바이오텍,049960,2019/12,4340789
(주)쏠리드,050890,2010/12,1141840
(주)쏠리드,050890,2011/12,0
(주)쏠리드,050890,2012/12,1209623
(주)쏠리드,050890,2013/12,1855256
(주)쏠리드,050890,2014/12,2320962
(주)쏠리드,050890,2015/12,1055356
(주)쏠리드,050890,2016/12,0
(주)쏠리드,050890,2017/12,0
(주)쏠리드,050890,2018/12,250000
(주)쏠리드,050890,2019/12,0
(주)씨씨에스충북방송,066790,2010/12,0
(주)씨씨에스충북방송,066790,2011/12,0
(주)씨씨에스충북방송,066790,2012/12,0
(주)씨씨에스충북방송,066790,2013/12,0
(주)씨씨에스충북방송,066790,2014/12,0
(주)씨씨에스충북방송,066790,2015/12,0
(주)씨씨에스충북방송,066790,2016/12,0
(주)씨씨에스충북방송,066790,2017/12,0
(주)씨씨에스충북방송,066790,2018/12,0
(주)씨씨에스충북방송,066790,2019/12,0
(주)씨아이테크,004920,2010/12,0
(주)씨아이테크,004920,2011/12,0
(주)씨아이테크,004920,2012/12,0
(주)씨아이테크,004920,2013/12,0
(주)씨아이테크,004920,2014/12,0
(주)씨아이테크,004920,2015/12,0
(주)씨아이테크,004920,2016/12,0
(주)씨아이테크,004920,2017/12,0
(주)씨아이테크,004920,2018/12,0
(주)씨아이테크,004920,2019/12,0
(주)씨앤씨인터내셔널,352480,2016/12,
(주)씨앤씨인터내셔널,352480,2017/12,
(주)씨앤씨인터내셔널,352480,2018/12,
(주)씨앤씨인터내셔널,352480,2019/12,1800000
(주)씨앤투스성진,352700,2010/12,
(주)씨앤투스성진,352700,2011/12,
(주)씨앤투스성진,352700,2012/12,
(주)씨앤투스성진,352700,2013/12,
(주)씨앤투스성진,352700,2014/12,
(주)씨앤투스성진,352700,2015/12,0
(주)씨앤투스성진,352700,2016/12,0
(주)씨앤투스성진,352700,2017/12,0
(주)씨앤투스성진,352700,2018/12,0
(주)씨앤투스성진,352700,2019/12,0
(주)씨에스,065770,2010/12,980704
(주)씨에스,065770,2011/12,0
(주)씨에스,065770,2012/12,0
(주)씨에스,065770,2013/12,0
(주)씨에스,065770,2014/12,0
(주)씨에스,065770,2015/12,0
(주)씨에스,065770,2016/12,0
(주)씨에스,065770,2017/12,0
(주)씨에스,065770,2018/12,0
(주)씨에스,065770,2019/12,0
(주)씨에스에이코스믹,083660,2010/12,0
(주)씨에스에이코스믹,083660,2011/12,0
(주)씨에스에이코스믹,083660,2012/12,0
(주)씨에스에이코스믹,083660,2013/12,0
(주)씨에스에이코스믹,083660,2014/12,0
(주)씨에스에이코스믹,083660,2015/12,0
(주)씨에스에이코스믹,083660,2016/12,0
(주)씨에스에이코스믹,083660,2017/12,0
(주)씨에스에이코스믹,083660,2018/12,0
(주)씨에스에이코스믹,083660,2019/12,0
(주)씨엔플러스,115530,2010/12,0
(주)씨엔플러스,115530,2011/12,0
(주)씨엔플러스,115530,2012/12,225913
(주)씨엔플러스,115530,2013/12,0
(주)씨엔플러스,115530,2014/12,0
(주)씨엔플러스,115530,2015/12,0
(주)씨엔플러스,115530,2016/12,0
(주)씨엔플러스,115530,2017/12,0
(주)씨엔플러스,115530,2018/12,0
(주)씨엔플러스,115530,2019/12,0
(주)씨유메디칼시스템,115480,2010/12,0
(주)씨유메디칼시스템,115480,2011/12,0
(주)씨유메디칼시스템,115480,2012/12,0
(주)씨유메디칼시스템,115480,2013/12,0
(주)씨유메디칼시스템,115480,2014/12,0
(주)씨유메디칼시스템,115480,2015/12,0
(주)씨유메디칼시스템,115480,2016/12,0
(주)씨유메디칼시스템,115480,2017/12,0
(주)씨유메디칼시스템,115480,2018/12,0
(주)씨유메디칼시스템,115480,2019/12,0
(주)씨이랩,189330,2011/12,
(주)씨이랩,189330,2012/12,
(주)씨이랩,189330,2013/12,
(주)씨이랩,189330,2014/12,
(주)씨이랩,189330,2015/12,
(주)씨이랩,189330,2016/12,
(주)씨이랩,189330,2017/12,
(주)씨이랩,189330,2018/12,
(주)씨이랩,189330,2019/12,
(주)씨제이이엔엠,035760,2010/12,7654635
(주)씨제이이엔엠,035760,2011/12,12033890
(주)씨제이이엔엠,035760,2012/12,12034636
(주)씨제이이엔엠,035760,2013/12,12037904
(주)씨제이이엔엠,035760,2014/12,15051863
(주)씨제이이엔엠,035760,2015/12,15072995
(주)씨제이이엔엠,035760,2016/12,15072995
(주)씨제이이엔엠,035760,2017/12,18087594
(주)씨제이이엔엠,035760,2018/12,23557246
(주)씨제이이엔엠,035760,2019/12,27487501
(주)씨젠,096530,2010/12,0
(주)씨젠,096530,2011/12,0
(주)씨젠,096530,2012/12,0
(주)씨젠,096530,2013/12,0
(주)씨젠,096530,2014/12,0
(주)씨젠,096530,2015/12,0
(주)씨젠,096530,2016/12,0
(주)씨젠,096530,2017/12,0
(주)씨젠,096530,2018/12,0
(주)씨젠,096530,2019/12,2599197
(주)씨티씨바이오,060590,2010/12,0
(주)씨티씨바이오,060590,2011/12,0
(주)씨티씨바이오,060590,2012/12,0
(주)씨티씨바이오,060590,2013/12,0
(주)씨티씨바이오,060590,2014/12,0
(주)씨티씨바이오,060590,2015/12,0
(주)씨티씨바이오,060590,2016/12,0
(주)씨티씨바이오,060590,2017/12,0
(주)씨티씨바이오,060590,2018/12,0
(주)씨티씨바이오,060590,2019/12,0
(주)씨티케이,260930,2016/12,0
(주)씨티케이,260930,2017/12,3231338
(주)씨티케이,260930,2018/12,1442783
(주)씨티케이,260930,2019/12,2126711
(주)아가방앤컴퍼니,013990,2010/12,2435786
(주)아가방앤컴퍼니,013990,2011/12,2240000
(주)아가방앤컴퍼니,013990,2012/12,1120000
(주)아가방앤컴퍼니,013990,2013/12,1120000
(주)아가방앤컴퍼니,013990,2014/12,0
(주)아가방앤컴퍼니,013990,2015/12,0
(주)아가방앤컴퍼니,013990,2016/12,0
(주)아가방앤컴퍼니,013990,2017/12,0
(주)아가방앤컴퍼니,013990,2018/12,0
(주)아가방앤컴퍼니,013990,2019/12,0
(주)아나패스,123860,2010/12,3374240
(주)아나패스,123860,2011/12,2751108
(주)아나패스,123860,2012/12,2752347
(주)아나패스,123860,2013/12,1834964
(주)아나패스,123860,2014/12,3211187
(주)아나패스,123860,2015/12,1870964
(주)아나패스,123860,2016/12,1870964
(주)아나패스,123860,2017/12,1870964
(주)아나패스,123860,2018/12,1403223
(주)아나패스,123860,2019/12,0
(주)아난티,025980,2010/12,0
(주)아난티,025980,2011/12,0
(주)아난티,025980,2012/12,0
(주)아난티,025980,2013/12,0
(주)아난티,025980,2014/12,0
(주)아난티,025980,2015/12,0
(주)아난티,025980,2016/12,0
(주)아난티,025980,2017/12,0
(주)아난티,025980,2018/12,0
(주)아난티,025980,2019/12,0
(주)아리온테크놀로지,058220,2010/12,0
(주)아리온테크놀로지,058220,2011/12,752630
(주)아리온테크놀로지,058220,2012/12,940787
(주)아리온테크놀로지,058220,2013/12,0
(주)아리온테크놀로지,058220,2014/12,0
(주)아리온테크놀로지,058220,2015/12,0
(주)아리온테크놀로지,058220,2016/12,0
(주)아리온테크놀로지,058220,2017/12,0
(주)아리온테크놀로지,058220,2018/12,0
(주)아리온테크놀로지,058220,2019/12,0
(주)아모그린텍,125210,2015/12,
(주)아모그린텍,125210,2016/12,
(주)아모그린텍,125210,2017/12,
(주)아모그린텍,125210,2018/12,0
(주)아모그린텍,125210,2019/12,0
(주)아모레퍼시픽,090430,2010/12,41439000
(주)아모레퍼시픽,090430,2011/12,44888000
(주)아모레퍼시픽,090430,2012/12,44888000
(주)아모레퍼시픽,090430,2013/12,44887952
(주)아모레퍼시픽,090430,2014/12,62132220
(주)아모레퍼시픽,090430,2015/12,93171803
(주)아모레퍼시픽,090430,2016/12,109036526
(주)아모레퍼시픽,090430,2017/12,88343403
(주)아모레퍼시픽,090430,2018/12,81445695
(주)아모레퍼시픽,090430,2019/12,68553775
(주)아모레퍼시픽그룹,002790,2010/12,14594000
(주)아모레퍼시픽그룹,002790,2011/12,16674000
(주)아모레퍼시픽그룹,002790,2012/12,18755000
(주)아모레퍼시픽그룹,002790,2013/12,20854392
(주)아모레퍼시픽그룹,002790,2014/12,27101121
(주)아모레퍼시픽그룹,002790,2015/12,32514921
(주)아모레퍼시픽그룹,002790,2016/12,38345198
(주)아모레퍼시픽그룹,002790,2017/12,30016220
(주)아모레퍼시픽그룹,002790,2018/12,25851732
(주)아모레퍼시픽그룹,002790,2019/12,30735975
(주)아모센스,357580,2013/12,
(주)아모센스,357580,2014/12,
(주)아모센스,357580,2015/12,0
(주)아모센스,357580,2016/12,0
(주)아모센스,357580,2017/12,0
(주)아모센스,357580,2018/12,0
(주)아모센스,357580,2019/12,0
(주)아모텍,052710,2010/12,0
(주)아모텍,052710,2011/12,0
(주)아모텍,052710,2012/12,0
(주)아모텍,052710,2013/12,0
(주)아모텍,052710,2014/12,0
(주)아모텍,052710,2015/12,0
(주)아모텍,052710,2016/12,0
(주)아모텍,052710,2017/12,0
(주)아모텍,052710,2018/12,0
(주)아모텍,052710,2019/12,0
(주)아미노로직스,074430,2010/12,0
(주)아미노로직스,074430,2011/12,0
(주)아미노로직스,074430,2012/12,0
(주)아미노로직스,074430,2013/12,0
(주)아미노로직스,074430,2014/12,0
(주)아미노로직스,074430,2015/12,0
(주)아미노로직스,074430,2016/12,0
(주)아미노로직스,074430,2017/12,0
(주)아미노로직스,074430,2018/12,0
(주)아미노로직스,074430,2019/12,0
(주)아바코,083930,2010/12,1642662
(주)아바코,083930,2011/12,993957
(주)아바코,083930,2012/12,0
(주)아바코,083930,2013/12,0
(주)아바코,083930,2014/12,750567
(주)아바코,083930,2015/12,750617
(주)아바코,083930,2016/12,2855346
(주)아바코,083930,2017/12,0
(주)아바코,083930,2018/12,2877823
(주)아바코,083930,2019/12,4076264
(주)아바텍,149950,2010/12,0
(주)아바텍,149950,2011/12,0
(주)아바텍,149950,2012/12,1793825
(주)아바텍,149950,2013/12,1601948
(주)아바텍,149950,2014/12,3116894
(주)아바텍,149950,2015/12,1562447
(주)아바텍,149950,2016/12,2989190
(주)아바텍,149950,2017/12,3121190
(주)아바텍,149950,2018/12,1482964
(주)아바텍,149950,2019/12,1403543
(주)아세아텍,050860,2010/06,1312499
(주)아세아텍,050860,2011/06,1312499
(주)아세아텍,050860,2012/06,1312499
(주)아세아텍,050860,2013/06,1312499
(주)아세아텍,050860,2014/06,874999
(주)아세아텍,050860,2015/06,740354
(주)아세아텍,050860,2016/06,1268031
(주)아세아텍,050860,2017/06,1296449
(주)아세아텍,050860,2018/06,1221449
(주)아세아텍,050860,2019/06,814300
(주)아센디오,012170,2010/12,0
(주)아센디오,012170,2011/12,0
(주)아센디오,012170,2012/12,0
(주)아센디오,012170,2013/12,0
(주)아센디오,012170,2014/12,0
(주)아센디오,012170,2015/12,0
(주)아센디오,012170,2016/12,0
(주)아센디오,012170,2017/12,0
(주)아센디오,012170,2018/12,0
(주)아센디오,012170,2019/12,0
(주)아셈스,136410,2011/12,
(주)아셈스,136410,2012/12,
(주)아셈스,136410,2013/12,
(주)아셈스,136410,2014/12,
(주)아셈스,136410,2015/12,
(주)아셈스,136410,2016/12,
(주)아셈스,136410,2017/12,
(주)아셈스,136410,2018/12,
(주)아셈스,136410,2019/12,0
(주)아스타,246720,2015/12,0
(주)아스타,246720,2016/12,0
(주)아스타,246720,2017/12,0
(주)아스타,246720,2018/12,0
(주)아스타,246720,2019/12,0
(주)아스트,067390,2010/12,
(주)아스트,067390,2011/12,
(주)아스트,067390,2012/12,0
(주)아스트,067390,2013/12,0
(주)아스트,067390,2014/12,0
(주)아스트,067390,2015/12,0
(주)아스트,067390,2016/12,0
(주)아스트,067390,2017/12,0
(주)아스트,067390,2018/12,0
(주)아스트,067390,2019/12,0
(주)아스플로,159010,2010/12,
(주)아스플로,159010,2011/12,
(주)아스플로,159010,2012/12,
(주)아스플로,159010,2013/12,
(주)아스플로,159010,2014/12,
(주)아스플로,159010,2015/12,
(주)아스플로,159010,2016/12,
(주)아스플로,159010,2017/12,
(주)아스플로,159010,2018/12,0
(주)아스플로,159010,2019/12,0
(주)아시아경제,127710,2010/12,
(주)아시아경제,127710,2011/12,
(주)아시아경제,127710,2012/12,
(주)아시아경제,127710,2013/12,0
(주)아시아경제,127710,2014/12,0
(주)아시아경제,127710,2015/12,0
(주)아시아경제,127710,2016/12,0
(주)아시아경제,127710,2017/12,0
(주)아시아경제,127710,2018/12,0
(주)아시아경제,127710,2019/12,0
(주)아우딘퓨쳐스,227610,2015/12,0
(주)아우딘퓨쳐스,227610,2016/12,0
(주)아우딘퓨쳐스,227610,2017/12,0
(주)아우딘퓨쳐스,227610,2018/12,0
(주)아우딘퓨쳐스,227610,2019/12,0
(주)아이디스,143160,2011/12,1397501
(주)아이디스,143160,2012/12,1397501
(주)아이디스,143160,2013/12,3750451
(주)아이디스,143160,2014/12,3214672
(주)아이디스,143160,2015/12,3214672
(주)아이디스,143160,2016/12,2143115
(주)아이디스,143160,2017/12,2118743
(주)아이디스,143160,2018/12,2578419
(주)아이디스,143160,2019/12,2578419
(주)아이디스홀딩스,054800,2010/12,2113926
(주)아이디스홀딩스,054800,2011/12,1166727
(주)아이디스홀딩스,054800,2012/12,463380
(주)아이디스홀딩스,054800,2013/12,463380
(주)아이디스홀딩스,054800,2014/12,926759
(주)아이디스홀딩스,054800,2015/12,1390139
(주)아이디스홀딩스,054800,2016/12,1390139
(주)아이디스홀딩스,054800,2017/12,1390139
(주)아이디스홀딩스,054800,2018/12,1853518
(주)아이디스홀딩스,054800,2019/12,1853518
(주)아이마켓코리아,122900,2010/12,7186668
(주)아이마켓코리아,122900,2011/12,7186668
(주)아이마켓코리아,122900,2012/12,8983335
(주)아이마켓코리아,122900,2013/12,8983335
(주)아이마켓코리아,122900,2014/12,17808012
(주)아이마켓코리아,122900,2015/12,17598063
(주)아이마켓코리아,122900,2016/12,15830606
(주)아이마켓코리아,122900,2017/12,12165419
(주)아이마켓코리아,122900,2018/12,15320863
(주)아이마켓코리아,122900,2019/12,19547779
(주)아이비김영,339950,2019/12,
(주)아이센스,099190,2010/12,0
(주)아이센스,099190,2011/12,0
(주)아이센스,099190,2012/12,0
(주)아이센스,099190,2013/12,0
(주)아이센스,099190,2014/12,0
(주)아이센스,099190,2015/12,0
(주)아이센스,099190,2016/12,1371992
(주)아이센스,099190,2017/12,1373330
(주)아이센스,099190,2018/12,2039259
(주)아이센스,099190,2019/12,2719012
(주)아이스크림에듀,289010,2013/12,
(주)아이스크림에듀,289010,2014/12,
(주)아이스크림에듀,289010,2015/12,
(주)아이스크림에듀,289010,2016/12,
(주)아이스크림에듀,289010,2017/12,
(주)아이스크림에듀,289010,2018/12,0
(주)아이스크림에듀,289010,2019/12,1267906
(주)아이씨디,040910,2010/09,0
(주)아이씨디,040910,2011/09,0
(주)아이씨디,040910,2012/09,0
(주)아이씨디,040910,2013/09,0
(주)아이씨디,040910,2014/09,1605845
(주)아이씨디,040910,2015/09,0
(주)아이씨디,040910,2016/12,0
(주)아이씨디,040910,2017/12,1606504
(주)아이씨디,040910,2018/12,2361102
(주)아이씨디,040910,2019/12,2473086
(주)아이씨에이치,368600,2017/12,
(주)아이씨에이치,368600,2018/12,
(주)아이씨에이치,368600,2019/12,
(주)아이앤씨테크놀로지,052860,2010/12,3959114
(주)아이앤씨테크놀로지,052860,2011/12,2639609
(주)아이앤씨테크놀로지,052860,2012/12,0
(주)아이앤씨테크놀로지,052860,2013/12,0
(주)아이앤씨테크놀로지,052860,2014/12,0
(주)아이앤씨테크놀로지,052860,2015/12,0
(주)아이앤씨테크놀로지,052860,2016/12,0
(주)아이앤씨테크놀로지,052860,2017/12,0
(주)아이앤씨테크놀로지,052860,2018/12,0
(주)아이앤씨테크놀로지,052860,2019/12,1700978
(주)아이에스시,095340,2010/12,2172599
(주)아이에스시,095340,2011/12,2896799
(주)아이에스시,095340,2012/12,2896799
(주)아이에스시,095340,2013/12,2208809
(주)아이에스시,095340,2014/12,5640659
(주)아이에스시,095340,2015/12,3255071
(주)아이에스시,095340,2016/12,2516928
(주)아이에스시,095340,2017/12,4812420
(주)아이에스시,095340,2018/12,2181234
(주)아이에스시,095340,2019/12,695157
(주)아이에스이커머스,069920,2010/12,0
(주)아이에스이커머스,069920,2011/12,0
(주)아이에스이커머스,069920,2012/12,0
(주)아이에스이커머스,069920,2013/12,0
(주)아이에스이커머스,069920,2014/12,0
(주)아이에스이커머스,069920,2015/12,0
(주)아이에스이커머스,069920,2016/12,0
(주)아이에스이커머스,069920,2017/12,0
(주)아이에스이커머스,069920,2018/12,0
(주)아이에스이커머스,069920,2019/12,0
(주)아이에이,038880,2010/12,0
(주)아이에이,038880,2011/12,0
(주)아이에이,038880,2012/12,0
(주)아이에이,038880,2013/12,0
(주)아이에이,038880,2014/12,0
(주)아이에이,038880,2015/12,0
(주)아이에이,038880,2016/12,0
(주)아이에이,038880,2017/12,0
(주)아이에이,038880,2018/12,0
(주)아이에이,038880,2019/12,0
(주)아이에이치큐,003560,2010/12,0
(주)아이에이치큐,003560,2011/12,0
(주)아이에이치큐,003560,2012/12,0
(주)아이에이치큐,003560,2013/12,0
(주)아이에이치큐,003560,2014/12,0
(주)아이에이치큐,003560,2015/12,0
(주)아이에이치큐,003560,2016/12,0
(주)아이에이치큐,003560,2017/12,0
(주)아이에이치큐,003560,2018/12,0
(주)아이에이치큐,003560,2019/12,0
(주)아이엘사이언스,307180,2018/12,
(주)아이엘사이언스,307180,2019/12,0
(주)아이엠,101390,2010/12,1691029
(주)아이엠,101390,2011/12,1287319
(주)아이엠,101390,2012/12,901045
(주)아이엠,101390,2013/12,0
(주)아이엠,101390,2014/12,0
(주)아이엠,101390,2015/12,0
(주)아이엠,101390,2016/12,0
(주)아이엠,101390,2017/12,0
(주)아이엠,101390,2018/12,0
(주)아이엠,101390,2019/12,0
(주)아이엠비씨,052220,2010/12,1035000
(주)아이엠비씨,052220,2011/12,1265000
(주)아이엠비씨,052220,2012/12,1035000
(주)아이엠비씨,052220,2013/12,1035000
(주)아이엠비씨,052220,2014/12,690000
(주)아이엠비씨,052220,2015/12,690000
(주)아이엠비씨,052220,2016/12,1035000
(주)아이엠비씨,052220,2017/12,0
(주)아이엠비씨,052220,2018/12,0
(주)아이엠비씨,052220,2019/12,0
(주)아이오케이컴퍼니,078860,2010/12,0
(주)아이오케이컴퍼니,078860,2011/12,0
(주)아이오케이컴퍼니,078860,2012/12,0
(주)아이오케이컴퍼니,078860,2013/12,0
(주)아이오케이컴퍼니,078860,2014/12,0
(주)아이오케이컴퍼니,078860,2015/12,0
(주)아이오케이컴퍼니,078860,2016/12,0
(주)아이오케이컴퍼니,078860,2017/12,0
(주)아이오케이컴퍼니,078860,2018/12,0
(주)아이오케이컴퍼니,078860,2019/12,0
(주)아이윈,090150,2010/12,0
(주)아이윈,090150,2011/12,0
(주)아이윈,090150,2012/12,271789
(주)아이윈,090150,2013/12,271789
(주)아이윈,090150,2014/12,271789
(주)아이윈,090150,2015/12,271789
(주)아이윈,090150,2016/12,271789
(주)아이윈,090150,2017/12,271789
(주)아이윈,090150,2018/12,452982
(주)아이윈,090150,2019/12,905965
(주)아이윈플러스,123010,2010/12,
(주)아이윈플러스,123010,2011/12,
(주)아이윈플러스,123010,2012/12,
(주)아이윈플러스,123010,2013/12,
(주)아이윈플러스,123010,2014/12,0
(주)아이윈플러스,123010,2015/12,0
(주)아이윈플러스,123010,2016/12,0
(주)아이윈플러스,123010,2017/12,0
(주)아이윈플러스,123010,2018/12,0
(주)아이윈플러스,123010,2019/12,0
(주)아이즈비전,031310,2010/12,0
(주)아이즈비전,031310,2011/12,0
(주)아이즈비전,031310,2012/12,0
(주)아이즈비전,031310,2013/12,737717
(주)아이즈비전,031310,2014/12,749217
(주)아이즈비전,031310,2015/12,824139
(주)아이즈비전,031310,2016/12,973982
(주)아이즈비전,031310,2017/12,1123826
(주)아이즈비전,031310,2018/12,1477792
(주)아이즈비전,031310,2019/12,0
(주)아이컴포넌트,059100,2010/12,232729
(주)아이컴포넌트,059100,2011/12,0
(주)아이컴포넌트,059100,2012/12,0
(주)아이컴포넌트,059100,2013/12,0
(주)아이컴포넌트,059100,2014/12,0
(주)아이컴포넌트,059100,2015/12,670543
(주)아이컴포넌트,059100,2016/12,0
(주)아이컴포넌트,059100,2017/12,0
(주)아이컴포넌트,059100,2018/12,0
(주)아이컴포넌트,059100,2019/12,0
(주)아이퀘스트,262840,2015/12,
(주)아이퀘스트,262840,2016/12,
(주)아이퀘스트,262840,2017/12,
(주)아이퀘스트,262840,2018/12,
