회사명,거래소코드,회계년도,총자본증가율(IFRS),총자본증가율(IFRS연결),유동자산증가율(IFRS),유동자산증가율(IFRS연결),매출액증가율(IFRS),매출액증가율(IFRS연결),유형자산증가율(IFRS),유형자산증가율(IFRS연결),재고자산증가율(IFRS),재고자산증가율(IFRS연결),자기자본증가율(IFRS),자기자본증가율(IFRS연결),순이익증가율(IFRS),순이익증가율(IFRS연결),정상영업이익증가율(IFRS),정상영업이익증가율(IFRS연결)
(주)세아베스틸지주,1430,Dec-11,4.72,,19.7,,33.05,,-5.89,,19.78,,16.67,,52.03,,42.28,
(주)세아베스틸지주,1430,Dec-12,7.99,,-2.51,,-11.7,,14.35,,1.01,,4.79,,-47.39,,-42.23,
(주)세아베스틸지주,1430,Dec-13,2.32,,4.66,,-3.71,,-0.59,,-2.03,,5.44,,-12.73,,-16.25,
(주)세아베스틸지주,1430,Dec-14,9.97,,31.94,,4.25,,-4.67,,-7.12,,5.68,,18.93,,21.83,
(주)세아베스틸지주,1430,Dec-15,2.19,0,-36.07,0,-17.09,0,-5.63,0,-18.34,0,5.22,0,-3.05,0,-0.81,0
(주)세아베스틸지주,1430,Dec-16,-1.16,-1.58,-16.31,-5.67,-11.32,0.17,-6.03,0.48,-7.23,1,2.75,17.96,-40.89,-41.22,-53.51,-35.46
(주)세아베스틸지주,1430,Dec-17,1.29,1.52,15.83,10.68,19.03,20.71,-6.21,-3.13,9.38,6.51,4.35,5.67,37.26,42.85,55.82,31.41
(주)세아베스틸지주,1430,Dec-18,7.34,3.56,9.55,12.66,5.96,7.29,0.19,-1.38,16.08,13.02,-1.02,1.27,-82.33,-83.43,-89.61,-70.37
(주)세아베스틸지주,1430,Dec-19,-2.32,-3.82,-1.89,-2.61,-13.74,-9.68,-11.31,-7.92,-13.17,-7.81,-0.98,-0.66,-22.69,-18.03,-89.53,-21.25
(주)세아제강,306200,Dec-18,,,,,,,,,,,,,,,,
(주)세아제강,306200,Dec-19,0,,0,,0,,0,,0,,0,,0,,0,
(주)세아제강지주,3030,Dec-11,16.76,24.94,39.46,46.04,10.98,18.63,5.64,6.98,11.85,27.18,4.63,8.11,-26.78,3.31,-22.87,-5.17
(주)세아제강지주,3030,Dec-12,2.49,5.06,-5.81,-4.93,11.76,15.04,14.92,31.48,2.83,-4.03,2.46,5,-22.96,0.47,19.35,21.95
(주)세아제강지주,3030,Dec-13,2.11,-1.71,-13.83,-8.69,-10.09,-10.17,31.78,7.3,-5.32,-1.05,9.7,9.35,40.27,17.55,-22.04,-10.86
(주)세아제강지주,3030,Dec-14,1.01,14.51,-1.21,21.19,8.74,10.54,-2.01,0.75,-1.78,34.33,3.94,6.43,-35.61,-36.78,4.5,6.19
(주)세아제강지주,3030,Dec-15,-8.3,-9.24,-20.78,-17.16,-23.73,-10.66,-2.62,-1.21,-31.78,-32.27,2.54,4.42,-20.62,-36.26,-49.84,-52.67
(주)세아제강지주,3030,Dec-16,6.26,4.62,16.94,2.7,-6.92,-17.98,-2.18,8.7,20.6,3.15,1.13,5.34,-30.93,42.47,35.11,-0.59
(주)세아제강지주,3030,Dec-17,3.48,11.15,0.89,20.76,24.95,27.4,-18.33,-3.17,-5.56,42.8,1.33,-1.79,-32.82,-60.86,64.64,54.23
(주)세아제강지주,3030,Dec-18,-59.52,1.4,-91.29,4.28,-99.35,-22.19,-99.98,9.17,0,9.16,-42.59,-23.91,635.86,1141.44,-96.62,-32.4
(주)세아제강지주,3030,Dec-19,0.36,0.13,-94.21,0.03,-8.81,48.39,434.95,0.2,0,-4.87,-1.34,2.51,-97.88,-100.97,-24.1,-21.6
(주)세아특수강,19440,Dec-11,0,30.9,0,30.74,0,21.19,0,34.13,0,46.53,0,52.51,0,-7.62,0,-3.05
(주)세아특수강,19440,Dec-12,3.29,2.18,3.69,2.86,2.24,2.95,7.93,4.23,0.14,0.38,3.69,4.45,-34.88,-26.44,-29.36,-27.95
(주)세아특수강,19440,Dec-13,0.54,0.26,0.17,1.49,5.87,7.33,-1.02,-1.67,-11.81,-11.13,12.05,12.75,68.07,52.99,51.18,50.53
(주)세아특수강,19440,Dec-14,5.6,9.03,3.26,5.65,-2.53,-1.8,6.99,15.28,11.53,17.03,11.81,12.57,-2.31,-2.23,-7.09,-5.77
(주)세아특수강,19440,Dec-15,-7.07,-5.62,-10.82,-9.21,-9.73,-9.23,-4.33,0.17,-20.27,-17.62,4.84,4.21,-28.35,-38.52,-25.33,-27.4
(주)세아특수강,19440,Dec-16,-1.79,3.3,-2.12,4.16,-5.46,-1.83,-5.7,2.39,-26.96,-18.55,6.84,5.92,14.99,21.9,10.09,15.81
(주)세아특수강,19440,Dec-17,2.08,2.04,6.76,8.03,8.16,9.13,-5.56,-7.45,39.79,38.32,6.25,5.39,-1.74,0.41,-7.73,-13.2
(주)세아특수강,19440,Dec-18,-4.77,-5.18,-4.78,-4.93,-3.91,-0.86,-6.48,-6.62,-3.16,-5.96,1.43,1.21,-49.8,-52.92,-45.35,-43.83
(주)세아특수강,19440,Dec-19,10.91,14.63,4.62,15.77,-1.2,-0.84,-6.73,10.77,26.7,41.44,1.18,0.57,-1.31,-1.71,-2.01,-1.11
(주)세아홀딩스,58650,Dec-11,-1.56,5.85,-4.17,16.44,91.72,28.13,-2.34,-2.03,0,20.71,-0.34,8.97,-24.19,5.16,89.45,22.56
(주)세아홀딩스,58650,Dec-12,4.03,4.26,159.94,-3.3,37.84,-9.78,-71.19,8.15,0,2.49,-0.65,3.61,-43.61,-42.95,-40.5,-38.44
(주)세아홀딩스,58650,Dec-13,-9.49,-2.35,-63.37,6.48,-37.47,-4.76,63.04,-8.32,0,-2.2,-13.76,0.26,0,-100.65,0,-8.1
(주)세아홀딩스,58650,Dec-14,1.06,5.78,-28.37,13.98,114.25,6.39,8.6,-2.74,0,1.4,7.9,6.56,0,0,0,29.74
(주)세아홀딩스,58650,Dec-15,1.08,25.37,-51.04,-3.74,-45.09,3.91,-63.79,63.01,0,26.56,4.69,2.65,-43.62,19.05,-56.88,12.48
(주)세아홀딩스,58650,Dec-16,0.56,-0.26,-67.89,-0.46,-3.1,-0.34,-33.18,-0.11,0,0.64,2.28,12.61,-4.1,-22.32,-5.1,-18.35
(주)세아홀딩스,58650,Dec-17,4.45,1.49,9.78,8.91,-0.6,18.84,-45.75,-3.06,0,12.67,3.74,8.69,37.21,49.26,-3.8,16.95
(주)세아홀딩스,58650,Dec-18,0.92,3.79,326.21,9,23.86,7.98,340.47,-1.56,0,11.08,2.99,3.79,-20.95,-75.62,15.88,-57.2
(주)세아홀딩스,58650,Dec-19,3.4,0.05,-10.93,4.76,-5.59,-4.76,-75.19,-5.53,0,-2.83,4.28,1.39,50.42,-5.93,-6.9,-23.81
(주)세우글로벌,13000,Dec-11,8.07,0,-1.66,0,51.12,0,-4.42,0,-37.28,0,9.64,0,10.63,0,17.89,0
(주)세우글로벌,13000,Dec-12,3.06,0,26.7,0,14.73,0,-1.64,0,73.41,0,3.42,0,-18.82,0,8.23,0
(주)세우글로벌,13000,Dec-13,3.44,2.96,8.84,14.12,16.51,17.54,0.28,-12.36,-28.99,-22.37,3.82,3.36,17.23,-16.4,19.57,45.5
(주)세우글로벌,13000,Dec-14,-7.47,8.26,-14.92,9.74,5.21,9.05,3.39,-9.94,117.05,98.16,-13.26,0.39,-44.01,-77.37,14.46,33.21
(주)세우글로벌,13000,Dec-15,4.25,2.09,2.69,0.33,-14.29,-11.01,11.14,2.43,13.1,12.33,5.61,4.34,64.8,143.45,-33.84,-36.14
(주)세우글로벌,13000,Dec-16,7.13,6.03,9.18,12.67,9.69,7.06,-13.51,-16.67,16.33,18.38,3.91,0.62,31.05,-31.37,-4.35,-50.46
(주)세우글로벌,13000,Dec-17,0.49,2.91,7.2,7.39,-17.02,-14.08,0.53,-5.05,-11.5,-9.04,-1.7,1.13,0,4.14,-5.17,113.16
(주)세우글로벌,13000,Dec-18,3.43,7.59,15.81,9.73,-15.13,-11.46,-3.57,-2.52,-13.13,-20.2,-3.54,1.3,0,18.26,-16.72,-71.91
(주)세우글로벌,13000,Dec-19,1.68,4.86,4.84,4.29,-10.81,-14.8,-3.76,21.56,-38.1,-36.56,22.1,21.95,0,-84.32,-29.3,141.55
(주)세운메디칼,100700,Dec-11,2.34,4.86,8.16,8.42,15.63,18.11,-2.52,1.86,1.9,6.74,6.68,6.55,-31.5,-30.06,-20.57,-17.99
(주)세운메디칼,100700,Dec-12,1.97,2.08,8.37,7.41,14.01,11.07,-7.69,-6.53,-3.13,-1.05,9.83,9.6,46.05,46.79,23.18,24.86
(주)세운메디칼,100700,Dec-13,16.48,14.86,20.1,20.69,4.07,4.63,-5.65,0.09,5.38,6.6,15.7,15.06,66.37,61.57,57.41,48.71
(주)세운메디칼,100700,Dec-14,12.34,12.93,2.49,5.48,2.93,2.82,-9.31,25.45,-1.14,7.77,8.89,9.52,-29.45,-29.66,-1.34,-2.58
(주)세운메디칼,100700,Dec-15,7.68,7.73,5.32,8.52,8.99,5.67,1.65,6.22,1.15,7.73,5.11,3.6,-28.06,-48.86,5.2,-8.66
(주)세운메디칼,100700,Dec-16,13.63,8.49,5.54,3.73,-2.2,1.35,-4.31,19.58,-11.25,-6.68,13.36,11.4,129.19,172.44,15.25,24.14
(주)세운메디칼,100700,Dec-17,11.09,0.88,6.28,2.19,6.83,8.14,-13.91,-3.5,24.02,25.71,16.2,6.33,37.75,9.92,17.57,6.28
(주)세운메디칼,100700,Dec-18,0.81,12.56,23.76,21.38,3.43,4.99,-0.69,8.66,9.82,8.51,3.78,11.11,-26.4,5.4,4.82,10.37
(주)세운메디칼,100700,Dec-19,14.32,7.84,30.47,6.74,3.76,4.02,19.15,13.92,12.53,-3.55,9.99,10.27,-2.03,-2.03,-12.78,22.81
(주)세원물산,24830,Dec-11,14.8,,14.09,,0.66,,17.39,,16.74,,9.12,,8.89,,-6.27,
(주)세원물산,24830,Dec-12,0.32,,-6.04,,5.76,,5.12,,-52.86,,15.12,,39.26,,0,
(주)세원물산,24830,Dec-13,-21.12,,-36.61,,-13.51,,-13.86,,42.22,,3.22,,-80.16,,0,
(주)세원물산,24830,Dec-14,8.24,,12.82,,-6.01,,-6.07,,5.38,,4.2,,0,,0,
(주)세원물산,24830,Dec-15,13.88,,24.8,,16.86,,11.71,,12,,4.29,,0,,0,
(주)세원물산,24830,Dec-16,-2.92,,-35.49,,-21.14,,54.06,,6.15,,3.22,,-56.88,,-38.5,
(주)세원물산,24830,Dec-17,2.64,,-15.23,,-5.58,,27.96,,35.25,,0.5,,71.82,,76.49,
(주)세원물산,24830,Dec-18,-3.93,,-36.7,,20.81,,26.3,,9.64,,-5.61,,-10.28,,-37.78,
(주)세원물산,24830,Dec-19,16.87,,40.51,,32.73,,14.45,,207.7,,7.57,,125.87,,312.69,
(주)세원정공,21820,Jun-11,-0.47,-40.07,14.96,-34.75,-19.97,-37.7,-1.04,-61.6,76.17,-36.89,5.28,29.93,-83.14,-18.3,7.72,8.81
(주)세원정공,21820,Jun-12,6.61,28.27,8.02,29.97,-6.5,14.62,20.58,35.41,-7.65,-49.05,5.57,28.06,45.26,43.48,-21.12,37.4
(주)세원정공,21820,Jun-13,4.45,15.27,14.75,17.67,18.26,28.57,-10.98,13.83,-26.46,69.42,14.11,24.62,80.94,12.24,-85.21,-2.42
(주)세원정공,21820,Jun-14,7.37,9.26,11.46,20.46,-15.51,-7.65,11.17,-6.75,-37.02,-6.91,7.72,9.55,-28.93,-17.54,0,-8.55
(주)세원정공,21820,Jun-15,3.18,11.69,6.06,19.08,-7.77,0.39,-1.04,-1.26,202.82,67.42,5.01,18.03,-12.33,-7.96,0,-7.51
(주)세원정공,21820,Jun-16,4.26,9.77,12.75,8.54,-12.34,-4.9,-15.81,17.79,609.52,83.44,3.65,7.49,-25.97,-7.34,0,-9.7
(주)세원정공,21820,Jun-17,4.01,-4.29,4.86,-11.39,9.15,-33.16,-4.36,5.94,-6.34,6.11,3.74,-1.82,7.59,-93.05,0,-117.52
(주)세원정공,21820,Jun-18,-2.13,4.63,3.26,12.82,2.29,-1.52,-19.22,-6.3,-52.86,-33.68,1.05,-1.55,-69.59,-336.46,0,0
(주)세원정공,21820,Jun-19,0.77,-6.7,0.42,-7.03,-10.98,-16.9,5.92,-9.49,-54.02,-25.32,1.04,-3.67,55.31,0,0,0
(주)세이브존아이앤씨,67830,Dec-11,6.45,6.22,-12.21,-16.94,6.51,6.54,15.48,14.25,6.91,6.91,6.49,6.02,41.17,53.03,20.37,29.44
(주)세이브존아이앤씨,67830,Dec-12,-4.01,-4.29,-18.52,-26.79,3.71,3.71,-0.84,-0.78,6.2,6.2,6.46,6,12.47,12.66,0.4,0.4
(주)세이브존아이앤씨,67830,Dec-13,1.81,1.6,6.82,8.24,3.5,3.5,0.45,0.42,-0.38,-0.38,8.35,8.06,16.87,19.43,7.92,7.94
(주)세이브존아이앤씨,67830,Dec-14,0.5,0.33,8.08,10.56,1.49,1.49,-0.77,-0.72,3.68,3.68,8.38,8.24,14.82,16.81,11.03,11.01
(주)세이브존아이앤씨,67830,Dec-15,3.01,2.98,14.13,20.04,2.01,2.69,-1,-0.92,0.03,0.03,8.1,8.15,0.22,2.18,-2.37,-1.19
(주)세이브존아이앤씨,67830,Dec-16,4.93,4.82,19.04,33.81,-2.23,-2.19,-0.52,-0.49,13.21,13.21,7.85,7.76,6.81,5.27,5.2,4
(주)세이브존아이앤씨,67830,Dec-17,0.15,1.66,-8.33,13.32,-2.67,-2.48,6.58,-0.99,-0.31,-0.31,5.14,7.54,-3.38,6.53,-2.47,-1.82
(주)세이브존아이앤씨,67830,Dec-18,2.32,2.35,-24.04,-23.68,-2.51,-2.51,6.47,6.47,-1.3,-1.3,11.46,11.5,-6.43,-11.89,-6.34,-6.33
(주)세이브존아이앤씨,67830,Dec-19,0.61,0.6,2.14,2.04,-8.41,-8.46,0.71,0.7,0.79,0.79,3.09,3.06,-11.39,-12.43,-12.05,-12.9
(주)세종메디칼,258830,Dec-18,81.73,80.19,127.79,111.3,2.29,1.95,15.07,13.1,-15.59,-19.34,92.15,98.8,-21.81,17.84,-31.47,-38.4
(주)세종메디칼,258830,Dec-19,7.07,6.7,-1.39,-3,9.44,9.42,67.79,58.12,38.11,33.27,6.43,7.38,-4.33,-8.55,-2.44,17.81
(주)세중,39310,Dec-11,-1.22,8.72,9.83,23.94,7.82,17.2,-1.61,0.35,0,259.48,8.93,13.12,-9.18,3.2,26.54,29.7
(주)세중,39310,Dec-12,4.57,5.92,2.49,8.9,0.55,10.5,5.5,8.09,75.65,21.12,12.7,14.76,21.54,31.11,9.28,21.23
(주)세중,39310,Dec-13,-8.66,-3.03,-16.61,-0.1,-14.22,0.79,-12.05,-11.27,23.14,85.98,4.72,8.7,-32.79,-17.07,-23.82,-16.8
(주)세중,39310,Dec-14,0.48,8.88,10.94,22.52,-5.97,15.69,-15.32,-9.86,41.77,20.8,-0.85,3.85,-60.39,-26.76,-48.55,-20.9
(주)세중,39310,Dec-15,-2.65,-10.35,2.35,-8.67,-2.94,-3.59,-21.35,-19.78,-15.82,-22.2,4.21,4.89,85.77,-6.24,-5.76,-1.28
(주)세중,39310,Dec-16,-0.5,11.37,1.74,19.99,3.6,9.66,-20.81,-17.77,-41.6,-41.15,-0.14,6.65,-20.81,29.69,9.06,8.54
(주)세중,39310,Dec-17,-23.85,-21.74,0.35,-12.33,-54.81,-37.93,-95.05,-83.73,0,-30.04,-9.39,-3.39,0,-119.52,-59.57,-36.63
(주)세중,39310,Dec-18,-9.95,-3.42,-11.4,-2.83,-55.12,-19.29,-26.76,1.81,0,19.51,-1.97,-0.51,0,0,0,-91.72
(주)세중,39310,Dec-19,-1.09,11.71,7.04,0.59,-32.69,19.85,-17.51,470.66,0,-33.62,0.1,2.99,0,0,0,496.42
(주)세진중공업,75580,Dec-15,0.4,-0.29,-3.47,-5.49,2.69,0.75,3.79,3.44,48.67,31.77,24.21,24.62,30.34,29.2,23.19,29.21
(주)세진중공업,75580,Dec-16,-12.97,-29.68,-24.7,-43.55,-5.71,-25.3,-1.44,-19.61,-22.81,-36.27,8.27,8.56,-19.28,-28.58,-46.99,-54.14
(주)세진중공업,75580,Dec-17,-5.25,-4.61,-23.9,-19.36,-41.3,-41.09,-2.55,-1.34,-59.21,-59.16,-1,-0.87,-88.54,-86.8,-63.62,-63.85
(주)세진중공업,75580,Dec-18,1.31,5.53,4.58,4.86,-16.09,-13.33,0.67,2.66,67.75,69.01,-0.46,-1.06,-61.19,-5.32,4.2,17.47
(주)세진중공업,75580,Dec-19,10.03,10.95,60.79,59.65,34.53,35.58,-8.38,-1.64,39.65,40.98,-0.85,1.19,-8.85,33.87,-3.11,11.63
(주)세진티에스,67770,Dec-11,3.12,6.58,-11.52,-4,93.32,43.22,35.38,31.58,100.81,11.01,0.59,1.78,-66.3,-68.39,-3.2,-33.6
(주)세진티에스,67770,Dec-12,-10.05,-9.82,-12.35,-7.59,-31.29,-24.8,-9.66,-10.2,-2.95,-31.95,-6.8,-5.41,0,0,0,0
(주)세진티에스,67770,Dec-13,-1.9,-18.74,-4.99,-24.3,-33.62,-42.27,-9.16,-8.55,-78.68,-40.63,-1.59,-7.45,0,0,0,0
(주)세진티에스,67770,Dec-14,0.81,1.84,5.73,6.97,-10.08,5.12,-5.21,-7.85,48.94,-11.14,1.16,2.01,0,0,0,0
(주)세진티에스,67770,Dec-15,-11.81,-10.53,-3.61,-1.45,-19.51,-23.44,-30.34,-30.38,122.3,34.76,-11.04,-10.86,0,0,0,0
(주)세진티에스,67770,Dec-16,4.7,-1.4,2.3,-5.78,49.03,12.43,3.76,7.54,48.3,8.04,3.72,-1.52,0,0,0,0
(주)세진티에스,67770,Dec-17,-13.63,-7.85,-2.59,-4.81,-40.33,-30.05,-8.38,-10.01,-64.87,-44.36,-12.93,-6.48,0,0,0,0
(주)세진티에스,67770,Dec-18,-6.08,-5.71,-15.09,-13.55,-19.55,-8.44,-22.09,-10.88,-38.2,4.39,-6.49,-5.56,0,0,0,0
(주)세진티에스,67770,Dec-19,-6.47,-1.74,5.62,4.93,-0.9,1.49,-30.35,-20.94,3.74,-12.26,-6.42,-4.6,0,0,0,0
(주)세코닉스,53450,Dec-11,23.56,24.36,30.82,31.94,-5.29,-4.52,57.26,25.5,68.62,56.93,3.06,7.04,-81.69,-77.86,-62.1,-62.65
(주)세코닉스,53450,Dec-12,45.85,37.3,73.77,46.94,73.69,73.12,67.76,37.98,71.99,39,39.54,33.35,957.16,575.41,359.62,273.63
(주)세코닉스,53450,Dec-13,25.06,27.55,11.62,15.67,44.27,46.17,56.07,40.11,89.32,51.95,24.04,22.9,37.93,36.23,68.13,67.32
(주)세코닉스,53450,Dec-14,5.63,6.32,5.6,20.97,2.03,0.85,-3.36,-3.91,15.23,6.04,12.01,13.69,-38.54,-30.47,-37.24,-29.83
(주)세코닉스,53450,Dec-15,12.56,11.73,32.77,11.02,12.39,12.81,0.3,12.14,11.48,20.41,7.04,5.74,-16.23,-36.47,-14.62,-29.13
(주)세코닉스,53450,Dec-16,18.83,22.86,18.63,23.55,28.35,27.63,5.86,22.13,19.55,23.93,8.31,5.13,6.8,0.3,-3.57,9.25
(주)세코닉스,53450,Dec-17,10.6,15.79,15.37,11.21,2.43,5.94,9.13,19.85,12.03,29.59,-0.4,-5.22,-89.06,-126.14,-68.46,-88.24
(주)세코닉스,53450,Dec-18,21.9,15.92,61.56,38.03,24.6,26.3,-15.77,-0.73,36.01,58.55,6.71,-1.29,611.59,0,216.03,409.41
(주)세코닉스,53450,Dec-19,-8.89,-10.24,-23.27,-19.41,-3.8,10.54,-6.38,-2.74,-8.58,-24.94,-4.45,-14.53,0,0,-53.83,-87.12
(주)세토피아,222810,Dec-15,,,,,,,,,,,,,,,,
(주)세토피아,222810,Dec-16,0,,0,,0,,0,,0,,0,,0,,0,
(주)세토피아,222810,Dec-17,-26.22,,-37.3,,0.99,,-2.37,,137.98,,-30.09,,0,,0,
(주)세토피아,222810,Dec-18,162.96,,186.33,,-10.76,,-1.16,,-39.29,,105.94,,0,,0,
(주)세토피아,222810,Dec-19,-4.23,0,57.24,0,-17.04,0,-97.78,0,-94.31,0,-83.42,0,0,0,0,0
(주)세화피앤씨,252500,Dec-16,,,,,,,,,,,,,,,,
(주)세화피앤씨,252500,Dec-17,0,,0,,0,,0,,0,,0,,0,,0,
(주)세화피앤씨,252500,Dec-18,9.33,,16.37,,-15.84,,8.12,,79.14,,9.34,,0,,-52.49,
(주)세화피앤씨,252500,Dec-19,-4.77,,-4.28,,5.48,,-6.84,,-33.08,,0.75,,-46.14,,-24.93,
(주)센트랄모텍,308170,Dec-19,1.48,-0.48,6.23,9.03,-8.34,-6.79,-15.39,-5.75,4.57,6.16,19.4,20.96,-25.59,14.71,-41.79,-0.05
(주)센트럴인사이트,12600,Dec-11,-11.14,0,-18.39,0,9.22,0,-20.05,0,33.26,0,-27.07,0,0,0,0,0
(주)센트럴인사이트,12600,Dec-12,-36.56,0,-40.42,0,-43.23,0,-53.79,0,-28.88,0,-4.09,0,0,0,0,0
(주)센트럴인사이트,12600,Dec-13,-19.85,3.37,-46.16,-24.6,-2.69,37.76,-6.5,119.17,-18.33,0.98,-46.44,-38.78,0,0,0,0
(주)센트럴인사이트,12600,Dec-14,-13.73,-18.84,-21.9,-32.69,-0.69,-0.63,-4.17,-3.29,-5.9,-6.34,-12.1,-28.88,0,0,0,0
(주)센트럴인사이트,12600,Dec-15,-18.77,-22.82,-31.1,-16.73,-28.98,-11.31,-17.88,-19.3,-13.75,-19.17,-17.73,-27.19,0,0,0,0
(주)센트럴인사이트,12600,Dec-16,8.23,6.06,-25.79,-19.11,6.41,-3.57,0.99,-2.75,-28.07,-23.84,26.49,12.77,0,0,0,0
(주)센트럴인사이트,12600,Dec-17,-19.16,-19.27,2.64,-31.82,-19.41,-44.77,-1.45,-22.35,0.42,-16.59,-40.56,-21.11,0,0,0,0
(주)센트럴인사이트,12600,Dec-18,9.61,13.36,107.26,202.02,-3.75,-23.94,-4.36,-27.4,4.73,23.41,2.1,2.73,0,0,0,0
(주)센트럴인사이트,12600,Dec-19,-18.82,-29.94,-53.12,-54.35,27.65,87.13,0.1,-1.62,-7.26,-2.63,-47.17,-71.66,0,-1415.11,0,0
(주)셀루메드,49180,Dec-11,-10.94,0,-17.71,0,-22.52,0,3.73,0,-17.18,0,-20.37,0,0,0,0,0
(주)셀루메드,49180,Dec-12,7.88,0,22.73,0,11.25,0,-19.38,0,9.58,0,52.7,0,0,0,0,0
(주)셀루메드,49180,Dec-13,1.4,-5.82,-3.09,-4.49,-4.2,-0.38,-12.3,-14.88,-2.86,-2.37,1.17,1.34,0,0,-36.79,-45.43
(주)셀루메드,49180,Dec-14,-17.12,-9.48,-31.99,-25.54,-34.02,-32.38,-9.13,-9.44,-8.87,-6.76,-21.46,-9.64,0,0,0,0
(주)셀루메드,49180,Dec-15,18.72,16.47,7.69,5.86,-12.21,-14.49,6.96,6.73,-7.83,-17.41,-2.8,-4.95,0,0,0,0
(주)셀루메드,49180,Dec-16,-13.47,-14.89,-25.92,-28.17,-38.58,-44.65,-9.72,-8.84,-0.3,-6.51,11.44,9.21,0,0,0,0
(주)셀루메드,49180,Dec-17,-5.77,-6.89,9.15,13.08,83.01,120.18,-15.48,-10.4,-16.95,-21.66,-14.91,-19.93,0,0,0,0
(주)셀루메드,49180,Dec-18,-26.7,-23.71,-23.31,-23.73,-46.01,-49.82,-4.69,-10.71,-37.88,-37.38,-35.72,-29.22,0,0,0,0
(주)셀루메드,49180,Dec-19,-18.5,31.06,-42.38,82.84,29.35,65.28,-24.34,-16.93,-47.15,-47.68,-83.5,-80.37,0,0,0,0
(주)셀리드,299660,Dec-17,,,,,,,,,,,,,,,,
(주)셀리드,299660,Dec-19,0,,0,,0,,0,,0,,0,,0,,0,
(주)셀리버리,268600,Dec-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)셀리버리,268600,Dec-19,-22.8,,-4.23,,-54.04,,-1.03,,0,,-23.79,,0,,0,
(주)셀바스에이아이,108860,Dec-11,28.62,19.83,-31.37,-26.63,-27.81,-8.89,-3.4,-1.93,-89.9,-89.9,52.06,51.92,-81.81,-78.24,-94.9,-88.62
(주)셀바스에이아이,108860,Dec-12,36.61,,257.44,,32,,-20.04,,0,,36.74,,0,,1152.78,
(주)셀바스에이아이,108860,Dec-13,48.35,,87.03,,57.42,,-5.98,,0,,53.11,,0,,211.58,
(주)셀바스에이아이,108860,Dec-14,-1.22,0,-55.25,0,-33.02,0,-4.29,0,0,0,2.35,0,0,0,-91.31,0
(주)셀바스에이아이,108860,Dec-15,-6.32,0,-11.87,0,-35.84,0,-2.71,0,0,0,-4.17,0,0,0,0,0
(주)셀바스에이아이,108860,Dec-16,25.06,12.35,-37.75,-28.62,10.64,6.52,459.58,130.19,0,8.94,-12.42,-12.37,0,0,0,0
(주)셀바스에이아이,108860,Dec-17,-5.8,6.22,17.37,21.29,29.19,32.24,-64.81,-17.52,0,-5.69,-7.5,-3.91,0,0,0,0
(주)셀바스에이아이,108860,Dec-18,3.32,-7.18,-5.77,-19.28,-12.69,-24.12,-1.31,-4.06,0,16.18,-1.61,-28.45,0,0,0,-3135.4
(주)셀바스에이아이,108860,Dec-19,-1.68,-5.13,38.34,40.01,-15.86,-0.4,37.31,0.27,0,-41.57,-1.21,-6.87,0,0,0,0
(주)셀바스헬스케어,208370,Dec-14,,,,,,,,,,,,,,,,
(주)셀바스헬스케어,208370,Dec-15,,,,,,,,,,,,,,,,
(주)셀바스헬스케어,208370,Dec-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)셀바스헬스케어,208370,Dec-17,22.77,20.26,26.34,17.82,36.93,28.11,42.52,42.26,-4.47,-3.74,6.01,3.34,0,0,0,0
(주)셀바스헬스케어,208370,Dec-18,-25.99,-24.57,-35.08,-28.25,-33.23,-32.29,-5.3,-5.26,15.3,16.18,-47.05,-47.49,0,0,0,-8363.75
(주)셀바스헬스케어,208370,Dec-19,13.47,14.17,52.69,47.68,4.57,11.61,-4.23,-1.95,-40.99,-41.57,63.19,65.27,0,0,0,0
(주)셀트리온,68270,Dec-18,7.41,6.35,4.3,3.11,3.98,3.48,6.59,4.41,-10.94,-18.33,8.28,8.7,-34.19,-33.26,-33.16,-35.32
(주)셀트리온,68270,Dec-19,9.02,10.18,8.66,7.26,13.92,14.91,3.48,4.78,113.75,88.26,10.24,11,21.61,22.49,13.77,18.07
(주)셀트리온제약,68760,Dec-11,20.48,20.86,17.71,18.12,5.11,11.16,89.79,91.24,175.16,179.63,2.87,3.71,-53.97,-39.39,-24.46,-13.43
(주)셀트리온제약,68760,Dec-12,54.06,53.2,42,41.29,5.76,1.02,137.95,135.77,72.18,69.43,23.19,22.59,63.93,3.43,-12.22,-27.63
(주)셀트리온제약,68760,Dec-13,9.06,9.16,-2.34,-1.5,12.02,12.11,26.11,25.81,-5.03,-2.44,7.17,7.1,-32.87,-26.43,46.68,47.53
(주)셀트리온제약,68760,Dec-14,14.63,13.78,5.66,3.92,29.2,26.75,34.96,34.68,-5.25,-7.76,27.72,27.32,137.25,124.62,17.46,11.43
(주)셀트리온제약,68760,Dec-15,13.53,13.52,2.25,2,12.16,11.97,11.81,11.75,-2.88,-2.88,10.5,10.17,17.82,14.73,-17.89,-23.66
(주)셀트리온제약,68760,Dec-16,-5.76,-5.29,14.72,15.06,39.94,40.25,-4.24,-4.26,-10.67,-10.67,16.42,17.13,0,0,0,0
(주)셀트리온제약,68760,Dec-17,6.27,6.38,22.63,22.85,27.53,29.62,-4.78,-4.75,-0.96,-0.96,6.18,6.11,0,0,0,0
