회사명,거래소코드,회계년도,투자활동으로 인한 현금흐름(*)(IFRS)(천원),투자활동 현금흐름 감소율(개별),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),투자활동 현금흐름 감소율(연결)
LS일렉트릭(주),10120,Dec-12,-113785630,,-125464625,
LS일렉트릭(주),10120,Dec-13,-85781292,,-96094622,
LS일렉트릭(주),10120,Dec-14,-57651343,,-64455509,
LS일렉트릭(주),10120,Dec-15,-96487638,,-95889676,
LS일렉트릭(주),10120,Dec-16,-100098341,,-101967808,
LS일렉트릭(주),10120,Dec-17,-140572429,,-163771626,
LS일렉트릭(주),10120,Dec-18,70690031,,67345834,
LS일렉트릭(주),10120,Dec-19,-56666201,,-78622967,
OCI(주),10060,Dec-11,-1692660030,,-1910628475,
OCI(주),10060,Dec-12,-821361072,,-601007746,
OCI(주),10060,Dec-13,-52515849,,-252271507,
OCI(주),10060,Dec-14,30755294,,-343079106,
OCI(주),10060,Dec-15,-217948717,,-197067070,
OCI(주),10060,Dec-16,-19713536,,-139297824,
OCI(주),10060,Dec-17,-27160497,,415739089,
OCI(주),10060,Dec-18,-323272367,,-398877413,
OCI(주),10060,Dec-19,-132768933,,-271529111,
SK이노베이션(주),96770,Dec-11,1582659175,,813693022,
SK이노베이션(주),96770,Dec-12,-1460549517,,-2461846802,
SK이노베이션(주),96770,Dec-13,366845357,,-1979056748,
SK이노베이션(주),96770,Dec-14,-720473643,,-2569445183,
SK이노베이션(주),96770,Dec-15,-77030600,,-1345352677,
SK이노베이션(주),96770,Dec-16,-283148375,,-2056093585,
SK이노베이션(주),96770,Dec-17,-1175401678,,-1066146599,
SK이노베이션(주),96770,Dec-18,-1271783147,,-2476813549,
SK이노베이션(주),96770,Dec-19,-1376746647,,-3166766482,
SNT모티브(주),64960,Dec-11,-3352537,,23897640,
SNT모티브(주),64960,Dec-12,-36742920,,-39029609,
SNT모티브(주),64960,Dec-13,-62045509,,770263,
SNT모티브(주),64960,Dec-14,-6517688,,-13513987,
SNT모티브(주),64960,Dec-15,-1220571,,-12418378,
SNT모티브(주),64960,Dec-16,-9416223,,-35368912,
SNT모티브(주),64960,Dec-17,-23787150,,-20624658,
SNT모티브(주),64960,Dec-18,-53983399,,-60861806,
SNT모티브(주),64960,Dec-19,49355986,,-7005056,
SNT중공업(주),3570,Dec-11,-53507515,,-47801988,
SNT중공업(주),3570,Dec-12,-18642598,,-10082639,
SNT중공업(주),3570,Dec-13,40693649,,-19590158,
SNT중공업(주),3570,Dec-14,-27160162,,-32288937,
SNT중공업(주),3570,Dec-15,-4086445,,-6324711,
SNT중공업(주),3570,Dec-16,-7604382,,-9837017,
SNT중공업(주),3570,Dec-17,-47443176,,-47870662,
SNT중공업(주),3570,Dec-18,-122719359,,-128492134,
SNT중공업(주),3570,Dec-19,-21975943,,-26408272,
STX엔진(주),77970,Dec-11,-65847959,,-72685062,
STX엔진(주),77970,Dec-12,-30340371,,-57858093,
STX엔진(주),77970,Dec-13,22359566,,-12724606,
STX엔진(주),77970,Dec-14,1678902,,31916243,
STX엔진(주),77970,Dec-15,-17175147,,,
STX엔진(주),77970,Dec-16,-20330386,,-17843247,
STX엔진(주),77970,Dec-17,-40043055,,-40113524,
STX엔진(주),77970,Dec-18,-3586145,,-3962298,
STX엔진(주),77970,Dec-19,14190063,,14106956,
STX중공업(주),71970,Dec-11,-26684611,,-28492332,
STX중공업(주),71970,Dec-12,-20338221,,-20432821,
STX중공업(주),71970,Dec-13,156616044,,160683998,
STX중공업(주),71970,Dec-14,130868276,,131921139,
STX중공업(주),71970,Dec-15,2379943,,2263162,
STX중공업(주),71970,Dec-16,24954205,,24973701,
STX중공업(주),71970,Dec-17,-35792440,,-38904894,
STX중공업(주),71970,Dec-18,69052655,,69197893,
STX중공업(주),71970,Dec-19,-6180886,,-6030886,
가온미디어(주),78890,Dec-11,-554332,,-591205,
가온미디어(주),78890,Dec-12,438652,,-664427,
가온미디어(주),78890,Dec-13,-2123004,,-2163494,
가온미디어(주),78890,Dec-14,-5521210,,2262762,
가온미디어(주),78890,Dec-15,-3755110,,-1373548,
가온미디어(주),78890,Dec-16,-10238141,,-4050734,
가온미디어(주),78890,Dec-17,-9305731,,-5685279,
가온미디어(주),78890,Dec-18,-2345181,,-3236952,
가온미디어(주),78890,Dec-19,-3501086,,-3709768,
가온전선(주),500,Dec-11,-1554066,,-3136262,
가온전선(주),500,Dec-12,-20591089,,-20117271,
가온전선(주),500,Dec-13,-897742,,9503858,
가온전선(주),500,Dec-14,4064468,,3771462,
가온전선(주),500,Dec-15,-22870734,,-21871340,
가온전선(주),500,Dec-16,16291551,,16333637,
가온전선(주),500,Dec-17,-20879767,,-21002677,
가온전선(주),500,Dec-18,-5355827,,-5467602,
가온전선(주),500,Dec-19,-9794660,,-9031179,
감성코퍼레이션(주),36620,Dec-11,718841,,,
감성코퍼레이션(주),36620,Dec-12,1302036,,,
감성코퍼레이션(주),36620,Dec-13,816392,,,
감성코퍼레이션(주),36620,Dec-14,-1290892,,,
감성코퍼레이션(주),36620,Dec-15,104296,,,
감성코퍼레이션(주),36620,Dec-16,-1375009,,,
감성코퍼레이션(주),36620,Dec-17,-2780838,,,
감성코퍼레이션(주),36620,Dec-18,-3120977,,-3221249,
감성코퍼레이션(주),36620,Dec-19,-24972472,,-23079843,
강남제비스코(주),860,Dec-11,-6052284,,-1806415,
강남제비스코(주),860,Dec-12,-3233548,,-2104652,
강남제비스코(주),860,Dec-13,-2271496,,-3209903,
강남제비스코(주),860,Dec-14,-44722815,,-45036435,
강남제비스코(주),860,Dec-15,-29409395,,-27333533,
강남제비스코(주),860,Dec-16,-14592657,,-18606368,
강남제비스코(주),860,Dec-17,-48435940,,-48728673,
강남제비스코(주),860,Dec-18,-21088625,,-18988283,
강남제비스코(주),860,Dec-19,4038671,,12605027,
갤럭시아머니트리(주),94480,Dec-11,-2043337,,7497324,
갤럭시아머니트리(주),94480,Dec-12,1813648,,11962913,
갤럭시아머니트리(주),94480,Dec-13,-1420316,,2785197,
갤럭시아머니트리(주),94480,Dec-14,-11685041,,4764604,
갤럭시아머니트리(주),94480,Dec-15,-1422610,,-1309752,
갤럭시아머니트리(주),94480,Dec-16,-2567776,,-2932660,
갤럭시아머니트리(주),94480,Dec-17,268004,,449425,
갤럭시아머니트리(주),94480,Dec-18,-3646776,,-3446776,
갤럭시아머니트리(주),94480,Dec-19,-3251940,,-2086740,
경남스틸(주),39240,Dec-11,-6706897,,,
경남스틸(주),39240,Dec-12,-4351052,,,
경남스틸(주),39240,Dec-13,1522148,,,
경남스틸(주),39240,Dec-14,-3598961,,,
경남스틸(주),39240,Dec-15,-5967257,,,
경남스틸(주),39240,Dec-16,928578,,,
경남스틸(주),39240,Dec-17,-5337581,,,
경남스틸(주),39240,Dec-18,-8735501,,,
경남스틸(주),39240,Dec-19,-3102962,,,
경남제약(주),53950,Dec-11,-8253938,,,
경남제약(주),53950,Dec-12,-2813455,,,
경남제약(주),53950,Dec-13,7308661,,,
경남제약(주),53950,Dec-14,-41196,,,
경남제약(주),53950,Dec-15,-510654,,,
경남제약(주),53950,Dec-16,-1209197,,,
경남제약(주),53950,Dec-17,356173,,,
경남제약(주),53950,Dec-18,-3444402,,-3295067,
경남제약(주),53950,Dec-19,808609,,808609,
경동제약(주),11040,Dec-11,-13526626,,-13526626,
경동제약(주),11040,Dec-12,-15096388,,-14822897,
경동제약(주),11040,Dec-13,-6432550,,-6878047,
경동제약(주),11040,Dec-14,-21349439,,-21420018,
경동제약(주),11040,Dec-15,-14212068,,-14590070,
경동제약(주),11040,Dec-16,-11924854,,-11924380,
경동제약(주),11040,Dec-17,-7894392,,-7888194,
경동제약(주),11040,Dec-18,-24434440,,-22660438,
경동제약(주),11040,Dec-19,13888398,,14065152,
경인전자(주),9140,Dec-11,-3059976,,-3596889,
경인전자(주),9140,Dec-12,-2056922,,-2477494,
경인전자(주),9140,Dec-13,1745054,,950093,
경인전자(주),9140,Dec-14,1492570,,1071493,
경인전자(주),9140,Dec-15,962892,,884829,
경인전자(주),9140,Dec-16,3396664,,3276190,
경인전자(주),9140,Dec-17,2174887,,1467044,
경인전자(주),9140,Dec-18,1416950,,1128846,
경인전자(주),9140,Dec-19,3359765,,4852687,
경창산업(주),24910,Dec-11,-77037048,,-77983282,
경창산업(주),24910,Dec-12,-48899007,,-49326883,
경창산업(주),24910,Dec-13,-80404151,,-81533866,
경창산업(주),24910,Dec-14,-81805677,,-83753688,
경창산업(주),24910,Dec-15,-59834912,,-88060640,
경창산업(주),24910,Dec-16,-64653438,,-80811003,
경창산업(주),24910,Dec-17,-42382281,,-42160964,
경창산업(주),24910,Dec-18,-58139625,,-70364189,
경창산업(주),24910,Dec-19,-7707748,,-12541221,
계룡건설산업(주),13580,Dec-11,-57865680,,-37773312,
계룡건설산업(주),13580,Dec-12,-25819897,,-42656439,
계룡건설산업(주),13580,Dec-13,-30221370,,-30322221,
계룡건설산업(주),13580,Dec-14,44499248,,41165843,
계룡건설산업(주),13580,Dec-15,-8364196,,-23676536,
계룡건설산업(주),13580,Dec-16,-19664121,,-35808030,
계룡건설산업(주),13580,Dec-17,-63400407,,-51822692,
계룡건설산업(주),13580,Dec-18,-7011706,,-9758211,
계룡건설산업(주),13580,Dec-19,-37822329,,-95980368,
계양전기(주),12200,Dec-11,14252622,,15160551,
계양전기(주),12200,Dec-12,-11672411,,-11708717,
계양전기(주),12200,Dec-13,-10052656,,-10128692,
계양전기(주),12200,Dec-14,-20506839,,-20572149,
계양전기(주),12200,Dec-15,-21213189,,-22118771,
계양전기(주),12200,Dec-16,-15618502,,-15080598,
계양전기(주),12200,Dec-17,-11284795,,-10547452,
계양전기(주),12200,Dec-18,-20119156,,-16584916,
계양전기(주),12200,Dec-19,-10823809,,-13068505,
고려산업(주),2140,Dec-11,-1210667,,-1217294,
고려산업(주),2140,Dec-12,-6968457,,-6978457,
고려산업(주),2140,Dec-13,-185158,,-315158,
고려산업(주),2140,Dec-14,-12495659,,-12495659,
고려산업(주),2140,Dec-15,-7792947,,-7447897,
고려산업(주),2140,Dec-16,-12575158,,-11878233,
고려산업(주),2140,Dec-17,-16939050,,-10727607,
고려산업(주),2140,Dec-18,-15616865,,-18464222,
고려산업(주),2140,Dec-19,14423237,,14343762,
고려신용정보(주),49720,Dec-11,-2934884,,,
고려신용정보(주),49720,Dec-12,221051,,967918,
고려신용정보(주),49720,Dec-13,-3064444,,-3033609,
고려신용정보(주),49720,Dec-14,-357264,,-153264,
고려신용정보(주),49720,Dec-15,-1696546,,-1695323,
고려신용정보(주),49720,Dec-16,-254215,,-254215,
고려신용정보(주),49720,Dec-17,-2803378,,,
고려신용정보(주),49720,Dec-18,-736782,,,
고려신용정보(주),49720,Dec-19,-9431312,,-4534380,
고려아연(주),10130,Dec-11,-317858502,,-326134988,
고려아연(주),10130,Dec-12,-615052148,,-593794821,
고려아연(주),10130,Dec-13,-508801905,,-530391349,
고려아연(주),10130,Dec-14,-500752870,,-563587743,
고려아연(주),10130,Dec-15,-642074900,,-650784624,
고려아연(주),10130,Dec-16,-437771186,,-458973219,
고려아연(주),10130,Dec-17,-167723387,,-323708943,
고려아연(주),10130,Dec-18,-604778468,,-649742278,
고려아연(주),10130,Dec-19,-344354954,,-473864321,
고려제강(주),2240,Dec-11,-79699957,,-115807784,
고려제강(주),2240,Dec-12,-73792425,,-157513021,
고려제강(주),2240,Dec-13,-50778701,,-86780997,
고려제강(주),2240,Dec-14,-87205035,,-64397892,
고려제강(주),2240,Dec-15,-12451456,,-155414804,
고려제강(주),2240,Dec-16,-64341381,,-157014391,
고려제강(주),2240,Dec-17,-21808063,,-93578564,
고려제강(주),2240,Dec-18,-14037478,,-52641139,
고려제강(주),2240,Dec-19,-37204153,,-73753121,
고려제약(주),14570,Dec-11,-958473,,,
고려제약(주),14570,Dec-12,-940675,,,
고려제약(주),14570,Dec-13,-763264,,,
고려제약(주),14570,Dec-14,-295058,,,
고려제약(주),14570,Dec-15,-1831950,,,
고려제약(주),14570,Dec-16,-1170156,,,
고려제약(주),14570,Dec-17,-114061,,,
고려제약(주),14570,Dec-18,-660821,,,
고려제약(주),14570,Dec-19,-4179385,,,
광동제약(주),9290,Dec-11,-32911147,,-33844239,
광동제약(주),9290,Dec-12,-40461707,,-40598678,
광동제약(주),9290,Dec-13,-20037629,,-20360778,
광동제약(주),9290,Dec-14,-20166744,,-23016015,
광동제약(주),9290,Dec-15,-73767816,,-68335007,
광동제약(주),9290,Dec-16,-19613489,,-18936546,
광동제약(주),9290,Dec-17,-26203746,,-24133597,
광동제약(주),9290,Dec-18,-13368532,,-20360072,
광동제약(주),9290,Dec-19,-14606452,,-17789909,
광전자(주),17900,Dec-11,-15129676,,-19638698,
광전자(주),17900,Dec-12,-9893103,,-7696068,
광전자(주),17900,Dec-13,-1314284,,-480422,
광전자(주),17900,Dec-14,-52317586,,-57479572,
광전자(주),17900,Dec-15,5887910,,5258153,
광전자(주),17900,Dec-16,-12009000,,-12031383,
광전자(주),17900,Dec-17,-7579904,,-7863922,
광전자(주),17900,Dec-18,-12542577,,-11525488,
광전자(주),17900,Dec-19,4468713,,4298694,
광진실업(주),26910,Dec-11,-3448978,,,
광진실업(주),26910,Dec-12,-1035875,,,
광진실업(주),26910,Dec-13,-505236,,,
광진실업(주),26910,Dec-14,-397177,,,
광진실업(주),26910,Dec-15,-3006254,,,
광진실업(주),26910,Dec-16,-350308,,,
광진실업(주),26910,Dec-17,-520360,,,
광진실업(주),26910,Dec-18,-413544,,,
광진실업(주),26910,Dec-19,-593322,,,
교촌에프앤비(주),339770,Dec-11,,,,
교촌에프앤비(주),339770,Dec-12,,,,
교촌에프앤비(주),339770,Dec-13,,,,
교촌에프앤비(주),339770,Dec-14,,,,
교촌에프앤비(주),339770,Dec-15,,,,
교촌에프앤비(주),339770,Dec-16,,,,
교촌에프앤비(주),339770,Dec-17,,,,
교촌에프앤비(주),339770,Dec-18,-19099984,,-22257896,
교촌에프앤비(주),339770,Dec-19,-26759713,,-24553415,
국도화학(주),7690,Dec-11,-61279322,,-81870819,
국도화학(주),7690,Dec-12,-21997892,,-35236946,
국도화학(주),7690,Dec-13,-22417775,,-32242969,
국도화학(주),7690,Dec-14,-30386142,,-34642763,
국도화학(주),7690,Dec-15,-12128956,,-18290519,
국도화학(주),7690,Dec-16,-20421164,,-29351981,
국도화학(주),7690,Dec-17,-67900602,,-76905904,
국도화학(주),7690,Dec-18,9102531,,-11222752,
국도화학(주),7690,Dec-19,-56686655,,-101983913,
국일신동(주),60480,Dec-11,,,,
국일신동(주),60480,Dec-12,-2464259,,,
국일신동(주),60480,Dec-13,-657764,,,
국일신동(주),60480,Dec-14,-375543,,,
국일신동(주),60480,Dec-15,-488847,,,
국일신동(주),60480,Dec-16,-174996,,,
국일신동(주),60480,Dec-17,-1160515,,,
국일신동(주),60480,Dec-18,-587096,,,
국일신동(주),60480,Dec-19,-6485291,,,
국일제지(주),78130,Dec-11,1645983,,-7221489,
국일제지(주),78130,Dec-12,-1311298,,16924746,
국일제지(주),78130,Dec-13,3667893,,21100879,
국일제지(주),78130,Dec-14,-2473119,,-1458335,
국일제지(주),78130,Dec-15,-6812792,,,
국일제지(주),78130,Dec-16,-6766111,,,
국일제지(주),78130,Dec-17,-224707,,,
국일제지(주),78130,Dec-18,-805405,,,
국일제지(주),78130,Dec-19,-4900995,,-1974935,
국제약품(주),2720,Mar-11,-2722509,,-2209604,
국제약품(주),2720,Dec-12,-2758841,,-2249176,
국제약품(주),2720,Dec-13,-4120128,,-3420610,
국제약품(주),2720,Dec-14,-277507,,-633786,
국제약품(주),2720,Dec-15,616189,,-1745716,
국제약품(주),2720,Dec-16,-3495734,,-4944565,
국제약품(주),2720,Dec-17,-6503842,,-5541624,
국제약품(주),2720,Dec-18,-6442839,,-6432264,
국제약품(주),2720,Dec-19,-5148153,,-5127068,
그랜드코리아레저(주),114090,Dec-11,-131119805,,,
그랜드코리아레저(주),114090,Dec-12,-144717652,,,
그랜드코리아레저(주),114090,Dec-13,-93168805,,,
그랜드코리아레저(주),114090,Dec-14,-1057823,,,
그랜드코리아레저(주),114090,Dec-15,-17888573,,,
그랜드코리아레저(주),114090,Dec-16,-89783429,,,
그랜드코리아레저(주),114090,Dec-17,-82601311,,,
그랜드코리아레저(주),114090,Dec-18,-42537344,,-41866059,
그랜드코리아레저(주),114090,Dec-19,-51463117,,-51566916,
그레이트리치과기유한공사,900290,Jun-16,,,-68179253,
그레이트리치과기유한공사,900290,Jun-17,,,-44202635,
그레이트리치과기유한공사,900290,Jun-18,,,-15764498,
그레이트리치과기유한공사,900290,Jun-19,,,-128373829,
그린케미칼(주),83420,Dec-11,-22737581,,,
그린케미칼(주),83420,Dec-12,-25849537,,,
그린케미칼(주),83420,Dec-13,-21809949,,,
그린케미칼(주),83420,Dec-14,-49100713,,,
그린케미칼(주),83420,Dec-15,-34401969,,,
그린케미칼(주),83420,Dec-16,-8784559,,,
그린케미칼(주),83420,Dec-17,9201496,,,
그린케미칼(주),83420,Dec-18,-18679259,,,
그린케미칼(주),83420,Dec-19,-7524450,,,
극동유화(주),14530,Dec-11,-1282084,,,
극동유화(주),14530,Dec-12,71370,,,
극동유화(주),14530,Dec-13,-6704402,,,
극동유화(주),14530,Dec-14,-1625359,,-1476152,
극동유화(주),14530,Dec-15,-9024938,,-9024938,
극동유화(주),14530,Dec-16,-2231431,,-2231431,
극동유화(주),14530,Dec-17,-47040099,,-48231686,
극동유화(주),14530,Dec-18,-13317556,,-13257556,
극동유화(주),14530,Dec-19,-8712581,,-12173784,
글로벌에스엠테크리미티드,900070,Dec-11,,,-4331371,
글로벌에스엠테크리미티드,900070,Dec-12,,,-2374653,
글로벌에스엠테크리미티드,900070,Dec-13,,,-5943146,
글로벌에스엠테크리미티드,900070,Dec-14,,,-5596184,
글로벌에스엠테크리미티드,900070,Dec-15,,,-8273835,
글로벌에스엠테크리미티드,900070,Dec-16,,,-13636721,
글로벌에스엠테크리미티드,900070,Dec-17,,,-758871,
글로벌에스엠테크리미티드,900070,Dec-18,,,-5121148,
글로벌에스엠테크리미티드,900070,Dec-19,,,-2353562,
글로벌텍스프리(주),204620,Dec-14,,,,
글로벌텍스프리(주),204620,Dec-15,,,,
글로벌텍스프리(주),204620,Dec-16,,,,
글로벌텍스프리(주),204620,Dec-17,818176,,2498012,
글로벌텍스프리(주),204620,Dec-18,-4361604,,2910976,
글로벌텍스프리(주),204620,Dec-19,-8550830,,-8926609,
글로본(주),19660,Mar-11,,,,
글로본(주),19660,Mar-12,,,,
글로본(주),19660,Mar-13,,,,
글로본(주),19660,Mar-14,,,,
글로본(주),19660,Mar-15,,,,
글로본(주),19660,Mar-16,,,,
글로본(주),19660,Dec-17,1451702,,,
글로본(주),19660,Dec-18,1045186,,,
글로본(주),19660,Dec-19,-15499,,,
금강공업(주),14280,Dec-11,-31251708,,-38203563,
금강공업(주),14280,Dec-12,-83340156,,-84244428,
금강공업(주),14280,Dec-13,-86319421,,-95319059,
금강공업(주),14280,Dec-14,-122957519,,-148889945,
금강공업(주),14280,Dec-15,-12877147,,-36707597,
금강공업(주),14280,Dec-16,-7462292,,-25721848,
금강공업(주),14280,Dec-17,-11266699,,-15875775,
금강공업(주),14280,Dec-18,-35045877,,-39470625,
금강공업(주),14280,Dec-19,781827,,455851,
금강철강(주),53260,Dec-11,-2977264,,-3026380,
금강철강(주),53260,Dec-12,-11104873,,-8790143,
금강철강(주),53260,Dec-13,-2587130,,-2586147,
금강철강(주),53260,Dec-14,-10584890,,-10725479,
금강철강(주),53260,Dec-15,-8944422,,-6825147,
금강철강(주),53260,Dec-16,-8813010,,-9897285,
금강철강(주),53260,Dec-17,3127893,,3566184,
금강철강(주),53260,Dec-18,-16420246,,-15891592,
금강철강(주),53260,Dec-19,1862675,,2752891,
금호건설(주),2990,Dec-11,154289718,,208513609,
금호건설(주),2990,Dec-12,797150273,,724107035,
금호건설(주),2990,Dec-13,206408554,,163913150,
금호건설(주),2990,Dec-14,119605660,,120711108,
금호건설(주),2990,Dec-15,44593373,,44594301,
금호건설(주),2990,Dec-16,22193715,,22194727,
금호건설(주),2990,Dec-17,-10321213,,-10320072,
금호건설(주),2990,Dec-18,-17781045,,-17779761,
금호건설(주),2990,Dec-19,3190867,,3192189,
금호석유화학(주),11780,Dec-11,-164824176,,-246015684,
금호석유화학(주),11780,Dec-12,-209585790,,-373775200,
금호석유화학(주),11780,Dec-13,-189676893,,-339262103,
금호석유화학(주),11780,Dec-14,-152914845,,-231254736,
금호석유화학(주),11780,Dec-15,-250586960,,-391346979,
금호석유화학(주),11780,Dec-16,-181154947,,-250676354,
금호석유화학(주),11780,Dec-17,-50364395,,-106022782,
금호석유화학(주),11780,Dec-18,-64352762,,-190681547,
금호석유화학(주),11780,Dec-19,-101698513,,-135971509,
금호전기(주),1210,Dec-11,-27893019,,-47137523,
금호전기(주),1210,Dec-12,-20610465,,-21427437,
금호전기(주),1210,Dec-13,-22179263,,-16086154,
금호전기(주),1210,Dec-14,-5006219,,-9448656,
금호전기(주),1210,Dec-15,39476384,,-12277451,
금호전기(주),1210,Dec-16,16305790,,-8128900,
금호전기(주),1210,Dec-17,-7005087,,-1498272,
금호전기(주),1210,Dec-18,63895331,,59096347,
금호전기(주),1210,Dec-19,52921081,,64430918,
금호타이어(주),73240,Dec-11,-224560821,,-119281597,
금호타이어(주),73240,Dec-12,-167010593,,-207804976,
금호타이어(주),73240,Dec-13,-258923998,,-334931446,
금호타이어(주),73240,Dec-14,-272854256,,-292612989,
금호타이어(주),73240,Dec-15,-16806584,,-581729910,
금호타이어(주),73240,Dec-16,-235540245,,-264899233,
금호타이어(주),73240,Dec-17,8065369,,-83675464,
금호타이어(주),73240,Dec-18,-416500327,,-167173497,
금호타이어(주),73240,Dec-19,-151526228,,-98171864,
기신정기(주),92440,Mar-11,-13732246,,-16071576,
기신정기(주),92440,Mar-12,-26379023,,-25898763,
기신정기(주),92440,Mar-13,-34858512,,-35558789,
기신정기(주),92440,Mar-14,-8326843,,-9112271,
기신정기(주),92440,Mar-15,-12614797,,-12799467,
기신정기(주),92440,Mar-16,-4290913,,4354547,
기신정기(주),92440,Mar-17,-26516859,,-19218105,
기신정기(주),92440,Mar-18,-6927756,,-3198449,
기신정기(주),92440,Mar-19,-3334242,,-1799143,
기아(주),270,Dec-11,-2091799000,,-2630548000,
기아(주),270,Dec-12,-2175661000,,-2842577000,
기아(주),270,Dec-13,-3163239000,,-3513940000,
기아(주),270,Dec-14,-2862835000,,-2983406000,
기아(주),270,Dec-15,-3824521000,,-5613823000,
기아(주),270,Dec-16,-3652868000,,-2312301000,
기아(주),270,Dec-17,-3919051000,,-4794566000,
기아(주),270,Dec-18,-813869000,,-1155444000,
기아(주),270,Dec-19,-523523000,,-1104190000,
깨끗한나라(주),4540,Dec-11,-23196335,,-23202617,
깨끗한나라(주),4540,Dec-12,-14069931,,-14040837,
깨끗한나라(주),4540,Dec-13,-23276442,,-23276442,
깨끗한나라(주),4540,Dec-14,-37448285,,-38815204,
깨끗한나라(주),4540,Dec-15,-56152635,,-58654727,
깨끗한나라(주),4540,Dec-16,-26621928,,-25103708,
깨끗한나라(주),4540,Dec-17,-23240721,,-23229696,
깨끗한나라(주),4540,Dec-18,-14148777,,-14227568,
깨끗한나라(주),4540,Dec-19,-6635051,,-7024228,
나노씨엠에스(주),247660,Dec-11,,,,
나노씨엠에스(주),247660,Dec-12,,,,
나노씨엠에스(주),247660,Dec-13,,,,
나노씨엠에스(주),247660,Dec-14,,,,
나노씨엠에스(주),247660,Dec-15,,,,
나노씨엠에스(주),247660,Dec-16,-1207197,,,
나노씨엠에스(주),247660,Dec-17,-1147721,,,
나노씨엠에스(주),247660,Dec-18,342772,,,
나노씨엠에스(주),247660,Dec-19,-986217,,,
나노캠텍(주),91970,Dec-11,-9961168,,-10267842,
나노캠텍(주),91970,Dec-12,-8692766,,-8112987,
나노캠텍(주),91970,Dec-13,-3754471,,-3705588,
나노캠텍(주),91970,Dec-14,-4651558,,-2867390,
나노캠텍(주),91970,Dec-15,-3807099,,-4088530,
나노캠텍(주),91970,Dec-16,-11832091,,-10185965,
나노캠텍(주),91970,Dec-17,-6528279,,1724722,
나노캠텍(주),91970,Dec-18,-11428518,,-20284075,
나노캠텍(주),91970,Dec-19,4497443,,7623188,
나라엠앤디(주),51490,Dec-11,-14354790,,-15888957,
나라엠앤디(주),51490,Dec-12,-4150540,,-9460506,
나라엠앤디(주),51490,Dec-13,-6833006,,-13187555,
나라엠앤디(주),51490,Dec-14,-8894904,,-8741734,
나라엠앤디(주),51490,Dec-15,-9042821,,-7713608,
나라엠앤디(주),51490,Dec-16,-6208321,,-8145636,
나라엠앤디(주),51490,Dec-17,-13265233,,-11199378,
나라엠앤디(주),51490,Dec-18,-18284267,,-15774633,
나라엠앤디(주),51490,Dec-19,-3680748,,-11858101,
나무기술(주),242040,Dec-16,,,,
나무기술(주),242040,Dec-17,,,,
나무기술(주),242040,Dec-18,4633034,,6521050,
나무기술(주),242040,Dec-19,-11175593,,-8341787,
나이스정보통신(주),36800,Dec-11,-12045335,,,
나이스정보통신(주),36800,Dec-12,-14830303,,,
나이스정보통신(주),36800,Dec-13,-6992380,,,
나이스정보통신(주),36800,Dec-14,3180693,,,
나이스정보통신(주),36800,Dec-15,-61522175,,,
나이스정보통신(주),36800,Dec-16,-62790557,,-27169325,
나이스정보통신(주),36800,Dec-17,-2328623,,2583652,
나이스정보통신(주),36800,Dec-18,-45572595,,-48945060,
나이스정보통신(주),36800,Dec-19,-81239481,,-85547066,
나이스평가정보(주),30190,Dec-11,-15074449,,-18160131,
나이스평가정보(주),30190,Dec-12,-3856887,,-5341188,
나이스평가정보(주),30190,Dec-13,-15385711,,-18932108,
나이스평가정보(주),30190,Dec-14,-9216849,,-10529205,
나이스평가정보(주),30190,Dec-15,-26534092,,-25002477,
나이스평가정보(주),30190,Dec-16,-6861977,,-5804745,
나이스평가정보(주),30190,Dec-17,-31761170,,-24458459,
나이스평가정보(주),30190,Dec-18,-34008306,,-41110964,
나이스평가정보(주),30190,Dec-19,-28759987,,-29166356,
남광토건(주),1260,Dec-11,1076291,,1418956,
남광토건(주),1260,Dec-12,3110397,,3125912,
남광토건(주),1260,Dec-13,4159470,,3960269,
남광토건(주),1260,Dec-14,4904431,,4908260,
남광토건(주),1260,Dec-15,-27075487,,-27075487,
남광토건(주),1260,Dec-16,33357966,,33357966,
남광토건(주),1260,Dec-17,2108058,,2108058,
남광토건(주),1260,Dec-18,2383873,,2383873,
남광토건(주),1260,Dec-19,-10217920,,-10217920,
남양유업(주),3920,Dec-11,-40336326,,-7506186,
남양유업(주),3920,Dec-12,-20998681,,14136697,
남양유업(주),3920,Dec-13,-83736849,,-19868096,
남양유업(주),3920,Dec-14,23801091,,47747056,
남양유업(주),3920,Dec-15,-104059139,,-60099534,
남양유업(주),3920,Dec-16,-61055128,,-78269396,
남양유업(주),3920,Dec-17,-50993097,,-24083951,
남양유업(주),3920,Dec-18,-23857000,,-45814056,
남양유업(주),3920,Dec-19,4988969,,12138707,
남해화학(주),25860,Dec-11,-21999899,,,
남해화학(주),25860,Dec-12,-9793740,,,
남해화학(주),25860,Dec-13,-2540621,,,
남해화학(주),25860,Dec-14,-9821338,,,
남해화학(주),25860,Dec-15,-17737677,,,
남해화학(주),25860,Dec-16,-33227404,,-32705832,
남해화학(주),25860,Dec-17,-19664443,,-19314072,
남해화학(주),25860,Dec-18,-106581921,,,
남해화학(주),25860,Dec-19,-28761537,,,
남화산업(주),111710,Dec-11,,,,
남화산업(주),111710,Dec-12,,,,
남화산업(주),111710,Dec-13,,,,
남화산업(주),111710,Dec-14,,,,
