회사명,거래소코드,회계년도,매입채무(IFRS)(천원),매입채무(IFRS연결)(천원),매출채권(IFRS)(천원),장기매출채권(IFRS)(천원),매출채권(IFRS연결)(천원),장기매출채권(IFRS연결)(천원)
(주)코맥스,036690,2017/12,16947368,16111814,41823553,0,42376277,0
(주)코맥스,036690,2018/12,18223179,18456922,43236396,0,43398541,0
(주)코맥스,036690,2019/12,22280967,21675271,45582554,0,45927113,0
(주)코메론,049430,2011/12,2716593,7816652,7871125,0,9363734,0
(주)코메론,049430,2012/12,3315195,4735772,8926189,0,9140914,0
(주)코메론,049430,2013/12,3116904,3718214,10168910,0,9294859,0
(주)코메론,049430,2014/12,2356036,4270690,12764536,0,10061968,0
(주)코메론,049430,2015/12,1586425,3750954,11439290,0,9921566,0
(주)코메론,049430,2016/12,2939707,3514020,14165789,0,9598872,0
(주)코메론,049430,2017/12,2004742,3736053,11817381,0,8053001,0
(주)코메론,049430,2018/12,2967184,3522598,15744121,0,9373686,0
(주)코메론,049430,2019/12,3056347,3525606,13732389,0,8467712,0
(주)코미코,183300,2017/12,2083518,4894318,5716868,0,15618941,0
(주)코미코,183300,2018/12,2063448,5340082,6541830,0,20575816,0
(주)코미코,183300,2019/12,1511765,5416145,4786249,0,22960041,0
(주)코미팜,041960,2011/12,595101,595101,8297124,0,8297124,0
(주)코미팜,041960,2012/12,742766,957043,10902075,0,10902076,0
(주)코미팜,041960,2013/12,3497449,3618528,12097759,0,12097760,0
(주)코미팜,041960,2014/12,4401773,4721987,15043335,0,15043335,0
(주)코미팜,041960,2015/12,4717445,4747418,13591627,0,13591627,0
(주)코미팜,041960,2016/12,3669627,3750070,13705395,0,13705395,0
(주)코미팜,041960,2017/12,2830320,2949872,13523573,0,14337436,0
(주)코미팜,041960,2018/12,2643219,2643219,13841162,0,13841162,0
(주)코미팜,041960,2019/12,3649504,3649504,13315298,0,13315298,0
(주)코세스,089890,2011/12,16453433,,12215051,0,,
(주)코세스,089890,2012/12,7394529,,6835052,0,,
(주)코세스,089890,2013/12,8477125,,6364639,0,,
(주)코세스,089890,2014/12,14024498,,5045175,0,,
(주)코세스,089890,2015/12,13071915,,9904812,0,,
(주)코세스,089890,2016/12,6958908,,4587713,0,,
(주)코세스,089890,2017/12,9217077,,9313847,0,,
(주)코세스,089890,2018/12,5171404,,12770744,0,,
(주)코세스,089890,2019/12,4519186,,13718786,0,,
(주)코센,009730,2011/12,16546098,,18311494,0,,
(주)코센,009730,2012/12,13974117,,12438791,0,,
(주)코센,009730,2013/12,18356664,,14442769,0,,
(주)코센,009730,2014/12,14152979,14163546,15707925,0,15707925,0
(주)코센,009730,2015/12,6927261,6937829,12210678,0,12210678,0
(주)코센,009730,2016/12,11833853,11833853,17233978,0,17233978,0
(주)코센,009730,2017/12,9940081,9940081,13833755,0,13833755,0
(주)코센,009730,2018/12,4463480,0,11563458,0,11563458,0
(주)코센,009730,2019/12,6590734,7112120,11047301,256009,12455698,0
(주)코스나인,082660,2011/12,2464003,3698406,2009581,0,2590647,0
(주)코스나인,082660,2012/12,9047618,20490815,11473875,0,22397467,0
(주)코스나인,082660,2013/12,19145775,54101740,35465001,0,36813147,0
(주)코스나인,082660,2014/12,9810641,43761520,24385372,0,23860958,0
(주)코스나인,082660,2015/12,7621758,29961014,22115955,0,28396236,0
(주)코스나인,082660,2016/12,9050348,46626474,22323404,0,32666336,0
(주)코스나인,082660,2017/12,1512266,61528473,14740231,0,44116005,0
(주)코스나인,082660,2018/12,438384,13868782,15399476,0,11272049,0
(주)코스나인,082660,2019/12,5282830,,5644870,0,,
(주)코스메카코리아,241710,2016/12,20193021,22579132,27737840,0,31647992,0
(주)코스메카코리아,241710,2017/12,20698294,21869134,26926741,0,32124387,0
(주)코스메카코리아,241710,2018/12,15222317,29699287,24184091,0,52888604,0
(주)코스메카코리아,241710,2019/12,17568502,34835149,26078362,0,57535726,0
(주)코스온,069110,2011/12,1258488,,3425199,0,,
(주)코스온,069110,2012/12,143404,,661336,0,,
(주)코스온,069110,2013/12,565397,,4070387,0,,
(주)코스온,069110,2014/12,3695211,,11364496,0,,
(주)코스온,069110,2015/12,8966911,,23241182,0,,
(주)코스온,069110,2016/12,9315598,9656505,30119290,0,31706962,0
(주)코스온,069110,2017/12,8158033,12292791,24614010,0,28548603,0
(주)코스온,069110,2018/12,11872223,13959874,35799950,0,41198838,0
(주)코스온,069110,2019/12,11336670,13135888,18973302,0,23560116,0
(주)코썬바이오,204990,2016/12,2470506,,15094454,0,,
(주)코썬바이오,204990,2017/12,1272523,1272523,35824799,0,44911040,0
(주)코썬바이오,204990,2018/12,755380,756284,40280247,0,44428889,0
(주)코썬바이오,204990,2019/12,962810,975130,43164157,0,43568729,0
(주)코아스,071950,2011/12,23362589,,48343619,0,,
(주)코아스,071950,2012/12,20891721,20920530,51584415,0,51584415,0
(주)코아스,071950,2013/12,23657993,24033866,42496492,0,42697461,0
(주)코아스,071950,2014/12,24841138,25346012,36921029,0,37395738,0
(주)코아스,071950,2015/12,22477221,22969397,25304583,0,25699789,0
(주)코아스,071950,2016/12,19916587,20050204,24212106,0,24377509,0
(주)코아스,071950,2017/12,21068109,21207548,27704945,0,28121218,0
(주)코아스,071950,2018/12,20376033,20466242,25916091,0,27162357,0
(주)코아스,071950,2019/12,15236697,15027785,23619937,0,23637796,0
(주)코아시아,045970,2011/12,103483,21364041,739510,0,49660958,0
(주)코아시아,045970,2012/12,258209,23669284,943741,0,44197323,387677
(주)코아시아,045970,2013/12,326464,32702661,2186548,0,40275259,407852
(주)코아시아,045970,2014/12,555567,17148938,2917842,0,36458927,476454
(주)코아시아,045970,2015/12,0,41532680,876525,0,43289637,452852
(주)코아시아,045970,2016/12,0,33466198,722016,0,32416619,452852
(주)코아시아,045970,2017/12,0,33948564,1055327,0,44451618,452852
(주)코아시아,045970,2018/12,0,25421313,1178492,0,31079449,452852
(주)코아시아,045970,2019/12,11984513,59043986,18723204,0,38709725,0
(주)코아시아옵틱스,196450,2014/12,7265903,4568845,14271264,0,14332465,0
(주)코아시아옵틱스,196450,2015/12,8014011,11625122,17392384,0,22260761,0
(주)코아시아옵틱스,196450,2016/12,1055820,409522,9416328,0,10115516,0
(주)코아시아옵틱스,196450,2017/12,620253,620253,10796473,0,10871473,0
(주)코아시아옵틱스,196450,2018/12,133176,133176,11550290,0,11551290,0
(주)코아시아옵틱스,196450,2019/12,9688639,5177562,16446890,0,13370630,0
(주)코엔텍,029960,2011/12,468313,817811,4326021,0,4965827,0
(주)코엔텍,029960,2012/12,505158,740981,3851432,0,4470653,0
(주)코엔텍,029960,2013/12,445329,611345,4750087,0,5647774,0
(주)코엔텍,029960,2014/12,502495,666734,4769074,0,5537989,0
(주)코엔텍,029960,2015/12,351876,628918,5384573,0,6398168,0
(주)코엔텍,029960,2016/12,736390,1220761,7273409,0,9180146,0
(주)코엔텍,029960,2017/12,812066,987844,7669492,0,9246928,0
(주)코엔텍,029960,2018/12,842739,842739,8157486,0,8128556,0
(주)코엔텍,029960,2019/12,631235,,8554939,0,,
(주)코오롱,002020,2011/12,0,804221605,705192,0,507477249,193320
(주)코오롱,002020,2012/12,0,799508429,1685584,0,417494035,193320
(주)코오롱,002020,2013/12,0,725602465,1240727,0,457004287,193320
(주)코오롱,002020,2014/12,0,575819474,724460,0,430848953,193320
(주)코오롱,002020,2015/12,0,559993288,165000,0,298148294,347750
(주)코오롱,002020,2016/12,0,632920795,405561,0,278597003,384011
(주)코오롱,002020,2017/12,0,697530687,219357,0,258732906,347750
(주)코오롱,002020,2018/12,0,518358836,181868,0,225809213,1960578
(주)코오롱,002020,2019/12,0,423428376,116560,0,212084139,1600578
(주)코원플레이,056000,2011/12,728911,1115154,9972080,0,14062880,0
(주)코원플레이,056000,2012/12,440665,515404,6298322,0,5408004,0
(주)코원플레이,056000,2013/12,365825,624177,5642184,0,4758841,0
(주)코원플레이,056000,2014/12,524603,561651,5678210,0,6450005,0
(주)코원플레이,056000,2015/12,482826,484009,2582529,0,3464700,0
(주)코원플레이,056000,2016/12,147980,,4506623,0,,
(주)코원플레이,056000,2017/12,0,162824,1592849,0,3398133,0
(주)코원플레이,056000,2018/12,0,152990,1188048,0,2091765,0
(주)코원플레이,056000,2019/12,0,49944,1148371,0,1978024,0
(주)코윈테크,282880,2019/12,842416,906220,34991330,0,34991330,0
(주)코이즈,121850,2012/12,805482,913790,6838285,0,6033702,0
(주)코이즈,121850,2013/12,1433334,2046051,8273961,0,6394126,0
(주)코이즈,121850,2014/12,494417,477364,14196368,0,7187708,0
(주)코이즈,121850,2015/12,1599291,1642635,6640032,5263226,5381158,0
(주)코이즈,121850,2016/12,2166873,2177122,8740543,4255576,7414707,0
(주)코이즈,121850,2017/12,761356,800665,2352965,3014720,2392275,0
(주)코이즈,121850,2018/12,1585978,1707576,1541304,3185901,2371922,0
(주)코이즈,121850,2019/12,1734059,1778776,4061768,1183774,4037592,0
(주)코콤,015710,2011/12,10012976,10012976,30930469,0,30930469,0
(주)코콤,015710,2012/12,10704416,10712620,27543546,0,27543546,0
(주)코콤,015710,2013/12,16493512,16501715,34929006,0,34929006,0
(주)코콤,015710,2014/12,6629710,6637913,27344967,0,27344967,0
(주)코콤,015710,2015/12,8940478,8948682,27828753,0,27828753,0
(주)코콤,015710,2016/12,10636686,10644890,33439738,0,33439738,0
(주)코콤,015710,2017/12,12133802,12133802,36166945,0,36166945,0
(주)코콤,015710,2018/12,15040107,15040107,42390602,0,42390602,0
(주)코콤,015710,2019/12,12003865,12003865,36642724,0,36642724,0
(주)코텍,052330,2011/12,11505934,,50764237,0,,
(주)코텍,052330,2012/12,8329970,,40773549,0,,
(주)코텍,052330,2013/12,7127586,,26241542,0,,
(주)코텍,052330,2014/12,6676012,,36648835,0,,
(주)코텍,052330,2015/12,7042196,,50991727,0,,
(주)코텍,052330,2016/12,16827442,,75175564,0,,
(주)코텍,052330,2017/12,23077728,,82719649,0,,
(주)코텍,052330,2018/12,13714108,,75158619,0,,
(주)코텍,052330,2019/12,13639662,14366911,48677222,0,48670025,0
(주)코퍼스코리아,322780,2019/12,,,,,,
(주)코프라,126600,2011/12,4813637,,19872239,0,,
(주)코프라,126600,2012/12,4152112,,20526164,0,,
(주)코프라,126600,2013/12,6609173,6609173,21447414,0,21447414,0
(주)코프라,126600,2014/12,7981599,8017089,23655403,0,22344060,0
(주)코프라,126600,2015/12,6326067,7095624,29494935,0,27056561,0
(주)코프라,126600,2016/12,9357321,10137237,39064532,0,34960676,0
(주)코프라,126600,2017/12,14096779,18216544,40707908,0,39765856,0
(주)코프라,126600,2018/12,20980987,40942952,55135628,0,59739627,0
(주)코프라,126600,2019/12,10680492,22129574,46600881,0,48473237,0
(주)콘텐트리중앙,036420,2019/12,0,18403325,12238649,0,68206221,2486050
(주)콤텍시스템,031820,2011/12,59516496,59516496,58017615,0,58496671,0
(주)콤텍시스템,031820,2012/12,53664311,53664311,50738311,0,51043236,0
(주)콤텍시스템,031820,2013/12,52448746,52448746,57540227,0,57715732,0
(주)콤텍시스템,031820,2014/12,51049537,51049537,49031031,0,49229340,0
(주)콤텍시스템,031820,2015/12,38887579,38887579,36982349,0,37048765,0
(주)콤텍시스템,031820,2016/12,58874092,58874092,55983376,4678200,56197129,4678200
(주)콤텍시스템,031820,2017/12,36453285,36453285,30919673,3113835,31038544,3274740
(주)콤텍시스템,031820,2018/12,27068836,,29179425,1871280,,
(주)콤텍시스템,031820,2019/12,52406449,,80713491,467820,,
(주)큐로,015590,2011/12,60546357,61864775,57394676,0,55072258,0
(주)큐로,015590,2012/12,44642395,47825738,46258997,0,44208341,0
(주)큐로,015590,2013/12,49763631,49547781,62927013,0,61682204,0
(주)큐로,015590,2014/12,70903095,73497042,54195622,0,56845385,0
(주)큐로,015590,2015/12,53741103,,75525054,0,,
(주)큐로,015590,2016/12,57078834,,31966335,0,,
(주)큐로,015590,2017/12,24439287,,35770890,0,,
(주)큐로,015590,2018/12,19678871,,32330723,0,,
(주)큐로,015590,2019/12,25177045,25177045,34491644,0,34997584,0
(주)큐로컴,040350,2011/12,1826300,1826300,4645838,0,4580278,0
(주)큐로컴,040350,2012/12,315448,315448,1863615,0,1799623,0
(주)큐로컴,040350,2013/12,638801,724054,2052947,0,2310024,0
(주)큐로컴,040350,2014/12,822214,2784458,1933741,0,2742673,0
(주)큐로컴,040350,2015/12,598983,1732800,878196,0,1229553,0
(주)큐로컴,040350,2016/12,1006473,1703598,924034,0,2741600,0
(주)큐로컴,040350,2017/12,746445,1609227,1535602,0,1890901,0
(주)큐로컴,040350,2018/12,1272945,2582229,395616,0,714492,0
(주)큐로컴,040350,2019/12,228830,2490096,538240,0,929850,0
(주)큐로홀딩스,051780,2011/12,2670939,2670939,3261565,0,3261565,0
(주)큐로홀딩스,051780,2012/12,1554673,1554673,2568251,0,3436922,0
(주)큐로홀딩스,051780,2013/12,356091,356091,1979467,0,2908956,0
(주)큐로홀딩스,051780,2014/12,618255,618255,2067105,0,2582373,0
(주)큐로홀딩스,051780,2015/12,55935,55935,2352578,0,2876248,0
(주)큐로홀딩스,051780,2016/12,1495165,1495165,1537858,0,1697925,0
(주)큐로홀딩스,051780,2017/12,104345,104345,1854347,0,2200309,0
(주)큐로홀딩스,051780,2018/12,166882,166882,3641065,0,3911207,0
(주)큐로홀딩스,051780,2019/12,64351,253031,3404595,0,3733869,0
(주)큐리언트,115180,2016/12,0,,0,0,,
(주)큐리언트,115180,2017/12,0,,0,0,,
(주)큐리언트,115180,2018/12,0,,0,0,,
(주)큐리언트,115180,2019/12,0,,0,0,,
(주)큐브엔터테인먼트,182360,2013/12,,,,,,
(주)큐브엔터테인먼트,182360,2014/12,,,,,,
(주)큐브엔터테인먼트,182360,2015/12,2656918,2656918,3438757,0,3440798,0
(주)큐브엔터테인먼트,182360,2016/12,1863773,1905446,4251938,0,4250470,0
(주)큐브엔터테인먼트,182360,2017/12,3140905,3141414,3035099,0,3119372,0
(주)큐브엔터테인먼트,182360,2018/12,3493950,3493950,3239257,0,3306959,0
(주)큐브엔터테인먼트,182360,2019/12,1767484,1767484,3529023,0,3316095,0
(주)큐에스아이,066310,2011/12,802617,,5630189,0,,
(주)큐에스아이,066310,2012/12,1161280,1326291,5358025,0,5358025,0
(주)큐에스아이,066310,2013/12,1520357,1023307,5845470,0,5093724,0
(주)큐에스아이,066310,2014/12,1496277,1102365,5082968,0,4752283,0
(주)큐에스아이,066310,2015/12,1537500,1104333,5192215,0,4963560,0
(주)큐에스아이,066310,2016/12,1410966,1025082,4591209,0,4395503,0
(주)큐에스아이,066310,2017/12,1308760,799140,5064449,0,4917157,0
(주)큐에스아이,066310,2018/12,1116218,812718,4264885,0,3967100,0
(주)큐에스아이,066310,2019/12,1839348,1142673,4666972,0,4987580,0
(주)크라운제과,264900,2017/12,34844319,,75899744,0,,
(주)크라운제과,264900,2018/12,22825491,,69662346,0,,
(주)크라운제과,264900,2019/12,22627509,,67998511,0,,
(주)크라운해태홀딩스,005740,2011/12,25489305,121718219,65342093,0,184448292,0
(주)크라운해태홀딩스,005740,2012/12,23479406,118826640,65969348,0,186552783,0
(주)크라운해태홀딩스,005740,2013/12,26258017,130662481,64457654,0,191378967,0
(주)크라운해태홀딩스,005740,2014/12,24501172,129439335,63741942,0,184653304,0
(주)크라운해태홀딩스,005740,2015/12,23814906,134512765,62649726,0,174327842,0
(주)크라운해태홀딩스,005740,2016/12,35370324,146053388,63431030,0,197148114,0
(주)크라운해태홀딩스,005740,2017/12,0,144064196,1179510,0,221102239,0
(주)크라운해태홀딩스,005740,2018/12,0,118680228,1063264,0,188149734,0
(주)크라운해태홀딩스,005740,2019/12,0,108822284,1320717,0,163051293,0
(주)크레버스,096240,2011/12,196137,196936,13495365,0,13620883,0
(주)크레버스,096240,2012/12,109408,141654,17700602,0,18660167,0
(주)크레버스,096240,2013/12,118921,452033,21973261,0,23064312,0
(주)크레버스,096240,2014/12,83756,126724,24148067,0,22886214,0
(주)크레버스,096240,2015/12,50458,159126,23060797,1002060,22662797,1002060
(주)크레버스,096240,2016/12,104071,253474,25418184,786679,25601851,786679
(주)크레버스,096240,2017/12,48504,171540,23051702,561732,24773388,561732
(주)크레버스,096240,2018/12,67216,154559,22028594,0,15901010,863785
(주)크레버스,096240,2019/12,88752,153024,21773365,0,16051714,906838
(주)크리스에프앤씨,110790,2018/12,9479146,9614070,14201964,0,13449693,0
(주)크리스에프앤씨,110790,2019/12,9309310,9309242,14567332,0,14068450,0
(주)크린앤사이언스,045520,2011/12,6389551,6389551,10723938,0,10668141,0
(주)크린앤사이언스,045520,2012/12,5829085,5829085,11487972,0,11256529,0
(주)크린앤사이언스,045520,2013/12,5818446,5818446,12775031,0,12179232,0
(주)크린앤사이언스,045520,2014/12,4983719,4990897,12964313,0,12933168,0
(주)크린앤사이언스,045520,2015/12,5062352,5062352,12707699,0,12923531,0
(주)크린앤사이언스,045520,2016/12,6753357,6753268,16381781,0,16335721,0
(주)크린앤사이언스,045520,2017/12,10251685,10252221,18043229,0,17679379,0
(주)크린앤사이언스,045520,2018/12,15248378,15254796,25060578,0,24121212,0
(주)크린앤사이언스,045520,2019/12,20529853,20530362,30579857,0,29267496,0
(주)클라우드에어,036170,2011/12,399668,,4299757,0,,
(주)클라우드에어,036170,2012/12,9780209,10661788,15791744,0,16133941,0
(주)클라우드에어,036170,2013/12,9921923,10464565,15672614,0,15826743,0
(주)클라우드에어,036170,2014/12,9422475,9987486,15303903,0,15464386,0
(주)클라우드에어,036170,2015/12,440865,440865,5873519,0,5873519,0
(주)클라우드에어,036170,2016/12,409722,409722,3821814,0,3859648,0
(주)클라우드에어,036170,2017/12,379638,379638,3540731,0,3601369,0
(주)클라우드에어,036170,2018/12,381133,381133,2495117,0,2495117,0
(주)클라우드에어,036170,2019/12,392817,392817,2514405,0,2515289,0
(주)클래시스,214150,2015/12,,,,,,
(주)클래시스,214150,2016/12,,,,,,
(주)클래시스,214150,2017/12,124132,137514,2611257,0,2439659,0
(주)클래시스,214150,2018/12,298804,314756,2536674,0,2473974,0
(주)클래시스,214150,2019/12,223358,238931,3033624,0,3006467,0
(주)클리오,237880,2016/12,27124417,28368556,23196593,0,19815329,0
(주)클리오,237880,2017/12,18476253,19606071,25130609,0,19999896,0
(주)클리오,237880,2018/12,15324818,15553436,27195372,0,22218595,0
(주)클리오,237880,2019/12,22177261,22506416,37248450,0,30444214,0
(주)키다리스튜디오,020120,2011/12,754700,,3952622,0,,
(주)키다리스튜디오,020120,2012/12,959993,,6216072,0,,
(주)키다리스튜디오,020120,2013/12,1449163,,7565561,343500,,
(주)키다리스튜디오,020120,2014/12,3687070,3766567,9093476,0,9719811,0
(주)키다리스튜디오,020120,2015/12,2332383,2420775,10497258,0,10689910,0
(주)키다리스튜디오,020120,2016/12,800306,,3329901,0,,
(주)키다리스튜디오,020120,2017/12,350632,350632,733590,0,1079030,0
(주)키다리스튜디오,020120,2018/12,319561,,1034336,0,,
(주)키다리스튜디오,020120,2019/12,215848,437026,1827011,0,1801528,0
(주)키이스트,054780,2011/12,3294887,,4402145,0,,
(주)키이스트,054780,2012/12,2008641,8071182,2005547,0,9415552,0
(주)키이스트,054780,2013/12,2217616,5708514,3225457,0,7352921,0
(주)키이스트,054780,2014/12,1827007,7822012,3228374,0,7742021,127603
(주)키이스트,054780,2015/12,1864664,7050384,2831257,0,8802393,179323
(주)키이스트,054780,2016/12,612556,10216509,499302,0,8112576,193019
(주)키이스트,054780,2017/12,955621,8830397,843891,0,6442029,176779
(주)키이스트,054780,2018/12,681012,6118803,650892,0,5275921,245941
(주)키이스트,054780,2019/12,3079170,7950108,880957,0,6028643,0
(주)타이거일렉,219130,2015/12,1225389,889178,6258485,0,6440326,0
(주)타이거일렉,219130,2016/12,782804,,7234708,0,,
(주)타이거일렉,219130,2017/12,871046,,8041852,0,,
(주)타이거일렉,219130,2018/12,919901,,7353145,0,,
(주)타이거일렉,219130,2019/12,941635,,7715528,0,,
(주)탑엔지니어링,065130,2011/12,25206342,25400641,58264521,0,59266668,0
(주)탑엔지니어링,065130,2012/12,11265879,18067755,48996460,0,61513172,0
(주)탑엔지니어링,065130,2013/12,16234348,25387538,14497006,0,25431827,0
(주)탑엔지니어링,065130,2014/12,17873498,26418630,23174536,0,33757143,0
(주)탑엔지니어링,065130,2015/12,26795167,30853187,35926623,0,42051998,0
(주)탑엔지니어링,065130,2016/12,24997426,26972125,37874599,0,42134517,0
(주)탑엔지니어링,065130,2017/12,26105839,86106584,48880428,0,111699466,0
(주)탑엔지니어링,065130,2018/12,37953247,125137320,74226358,0,141122008,0
(주)탑엔지니어링,065130,2019/12,29633077,95099391,94475022,0,155067274,0
(주)탑코미디어,134580,2013/12,4852705,4852705,18289209,0,18289209,0
(주)탑코미디어,134580,2014/12,17298910,17298910,34794054,0,35074966,0
(주)탑코미디어,134580,2015/12,5931996,5931996,21291259,0,21291259,0
(주)탑코미디어,134580,2016/12,9244699,9244699,24327660,0,24327660,0
(주)탑코미디어,134580,2017/12,3383830,3383830,10370191,0,10370190,0
(주)탑코미디어,134580,2018/12,5945870,5945870,21057039,0,21057039,0
(주)탑코미디어,134580,2019/12,921753,,14326194,0,,
(주)태경비케이,014580,2011/12,7966658,,30538379,0,,
(주)태경비케이,014580,2012/12,5660720,,24667597,0,,
(주)태경비케이,014580,2013/12,6594766,,30313392,0,,
(주)태경비케이,014580,2014/12,6228302,,25560993,0,,
(주)태경비케이,014580,2015/12,5367995,,25324266,0,,
(주)태경비케이,014580,2016/12,8857144,13775982,32452946,0,43993564,0
(주)태경비케이,014580,2017/12,6207375,10490094,27286017,0,39162377,0
(주)태경비케이,014580,2018/12,6905178,10594410,28017017,0,39796785,0
(주)태경비케이,014580,2019/12,5916015,8767542,24512553,0,34617493,0
(주)태광,023160,2011/12,30549448,,105848054,0,,
(주)태광,023160,2012/12,24801934,,123151445,0,,
(주)태광,023160,2013/12,17081042,,88501385,0,,
(주)태광,023160,2014/12,16549041,,102447509,0,,
(주)태광,023160,2015/12,12841178,,112610572,0,,
(주)태광,023160,2016/12,12310612,,97488128,0,,
(주)태광,023160,2017/12,9153637,,77455588,0,,
(주)태광,023160,2018/12,7347645,7347645,72330139,0,72330139,0
(주)태광,023160,2019/12,10060317,10060317,78819690,0,78819690,0
(주)태성,323280,2019/12,,,,,,
(주)태양,053620,2011/12,20596327,20769857,20692214,0,21068003,0
(주)태양,053620,2012/12,26548103,26691444,23995761,0,23738107,0
(주)태양,053620,2013/12,25282686,25448206,24604958,151758,24881022,0
(주)태양,053620,2014/12,21257330,21352056,22829987,0,23177022,0
(주)태양,053620,2015/12,15321278,15001084,19757543,0,19428918,0
(주)태양,053620,2016/12,14286638,14255510,18150433,0,18449979,0
(주)태양,053620,2017/12,13492642,13427472,17757646,0,18055611,0
(주)태양,053620,2018/12,12751582,12735740,16399673,0,16801453,0
(주)태양,053620,2019/12,12119496,11761253,13997975,0,14107527,0
(주)태영건설,009410,2011/12,4124055,34721655,0,0,86949539,0
(주)태영건설,009410,2012/12,1916048,16126323,0,0,79928359,0
(주)태영건설,009410,2013/12,393821,28586746,0,0,131362304,0
(주)태영건설,009410,2014/12,0,47187186,0,0,155302898,4855670
(주)태영건설,009410,2015/12,0,32428227,0,0,175878234,4548148
(주)태영건설,009410,2016/12,0,31984626,0,0,155909721,4224333
(주)태영건설,009410,2017/12,0,39535691,0,0,149979652,3528510
(주)태영건설,009410,2018/12,0,36898096,0,0,147318311,3162924
(주)태영건설,009410,2019/12,0,40561656,0,0,136272363,2790316
(주)태웅,044490,2011/12,84732179,,105242923,0,,
(주)태웅,044490,2012/12,49657587,,80184420,0,,
(주)태웅,044490,2013/12,75062442,,115463190,0,,
(주)태웅,044490,2014/12,53812859,,115335541,0,,
(주)태웅,044490,2015/12,45183700,,106052505,0,,
(주)태웅,044490,2016/12,34739166,,72411879,0,,
(주)태웅,044490,2017/12,33351722,,89591227,0,,
(주)태웅,044490,2018/12,44111913,,97543061,0,,
(주)태웅,044490,2019/12,42859534,,125966231,0,,
(주)태웅로직스,124560,2019/12,15848528,15664512,32251051,0,33962731,0
(주)테라젠이텍스,066700,2011/12,9608462,16058318,23555881,0,40210394,0
(주)테라젠이텍스,066700,2012/12,8702005,14859552,24518878,0,40426695,0
(주)테라젠이텍스,066700,2013/12,5645178,17772229,24812139,0,44596283,0
(주)테라젠이텍스,066700,2014/12,5776694,18854189,27995651,0,52008069,0
(주)테라젠이텍스,066700,2015/12,7422080,14624223,35092177,0,49542065,0
(주)테라젠이텍스,066700,2016/12,6781026,15658429,38029187,0,52804191,0
(주)테라젠이텍스,066700,2017/12,6055811,15507934,38782982,0,52638264,0
(주)테라젠이텍스,066700,2018/12,6844629,16524096,36049046,0,62066173,0
(주)테라젠이텍스,066700,2019/12,5352563,14939479,36296073,0,64698308,0
(주)테스,095610,2011/12,11548767,,9549606,0,,
(주)테스,095610,2012/12,4175084,,2048161,0,,
(주)테스,095610,2013/12,9977756,9977756,10393735,0,10393735,0
(주)테스,095610,2014/12,9182365,9182365,6519420,0,6539407,0
(주)테스,095610,2015/12,8187906,8187908,8918482,0,8921199,0
(주)테스,095610,2016/12,15241566,15244040,30374297,0,30395527,0
(주)테스,095610,2017/12,19104821,19104821,14296617,0,14298697,0
(주)테스,095610,2018/12,8378091,8378091,16489579,0,16489579,0
(주)테스,095610,2019/12,12635145,12635145,18986067,0,19031125,0
(주)테이팩스,055490,2017/12,11069736,11095578,14379252,622832,13378634,622832
(주)테이팩스,055490,2018/12,11181440,11106486,15932127,622832,14198885,622832
(주)테이팩스,055490,2019/12,10519595,10553610,15494119,317592,14128571,317592
(주)테크윙,089030,2011/12,22134289,,31851421,0,,
(주)테크윙,089030,2012/12,17122228,,30862898,0,,
(주)테크윙,089030,2013/12,15766869,16447592,22589539,0,24322734,0
(주)테크윙,089030,2014/12,22662073,23732246,31932730,0,34088688,0
(주)테크윙,089030,2015/12,12925685,13196090,37740658,0,39103100,0
(주)테크윙,089030,2016/12,9637290,11032161,55182978,0,58539054,0
(주)테크윙,089030,2017/12,39525739,41558321,80273795,0,86744444,0
(주)테크윙,089030,2018/12,21307102,22648525,48573524,0,52414398,0
(주)테크윙,089030,2019/12,24251984,29610020,58100344,0,66745607,0
(주)텔레칩스,054450,2011/12,0,,7825577,0,,
(주)텔레칩스,054450,2012/12,0,,0,0,,
(주)텔레칩스,054450,2013/12,0,,4949566,0,,
(주)텔레칩스,054450,2014/12,0,,6458884,0,,
(주)텔레칩스,054450,2015/12,0,,7384207,0,,
(주)텔레칩스,054450,2016/12,0,8271529,10665365,0,10692269,0
(주)텔레칩스,054450,2017/12,0,11012255,14411715,0,14448866,0
(주)텔레칩스,054450,2018/12,0,9966304,12737222,0,12737183,0
(주)텔레칩스,054450,2019/12,0,9506395,13942306,0,13942987,0
(주)텔레필드,091440,2011/12,5001337,,12593458,0,,
(주)텔레필드,091440,2012/12,5179865,,7855696,0,,
(주)텔레필드,091440,2013/12,8142955,,14277299,0,,
(주)텔레필드,091440,2014/12,5711634,,15965485,0,,
(주)텔레필드,091440,2015/12,12875581,,20885067,0,,
(주)텔레필드,091440,2016/12,7449164,8323575,15200594,0,15385720,0
(주)텔레필드,091440,2017/12,6654191,7612011,13702696,0,14003029,27385
(주)텔레필드,091440,2018/12,4282507,4850351,8933602,0,9080252,0
(주)텔레필드,091440,2019/12,3750242,6393781,15281395,0,16293457,0
(주)텔콘알에프제약,200230,2014/12,1378704,1387370,11742265,0,11037449,0
(주)텔콘알에프제약,200230,2015/12,2721971,3052526,12600334,0,12975825,0
(주)텔콘알에프제약,200230,2016/12,5469033,7345828,9863587,0,14891827,0
(주)텔콘알에프제약,200230,2017/12,3168271,4138600,9240287,0,10316006,0
